stages,freq.dist,size.dist,time,fsc_beads
2.249,4.63184188534985e-12,0,2013-09-19 00:00:21,175
2.274,5.88873371066054e-12,0,2013-09-19 00:00:21,175
2.3,7.46002854687783e-12,0,2013-09-19 00:00:21,175
2.326,9.41596715482535e-12,0,2013-09-19 00:00:21,175
2.352,1.18398302038588e-11,0,2013-09-19 00:00:21,175
2.379,1.48414939613717e-11,0,2013-09-19 00:00:21,175
2.406,1.87564893364029e-11,0,2013-09-19 00:00:21,175
2.433,2.36249985897616e-11,0,2013-09-19 00:00:21,175
2.46,2.96554753340861e-11,0,2013-09-19 00:00:21,175
2.488,3.7094871110166e-11,0,2013-09-19 00:00:21,175
2.516,4.62335966128364e-11,0,2013-09-19 00:00:21,175
2.545,5.74847008049173e-11,0,2013-09-19 00:00:21,175
2.574,7.19670509667675e-11,0,2013-09-19 00:00:21,175
2.603,8.9808292521909e-11,0,2013-09-19 00:00:21,175
2.632,1.11705129473771e-10,0,2013-09-19 00:00:21,175
2.662,1.38475749779444e-10,0,2013-09-19 00:00:21,175
2.692,1.71074483727337e-10,0,2013-09-19 00:00:21,175
2.723,2.10962673737423e-10,0,2013-09-19 00:00:21,175
2.753,2.616411353988e-10,0,2013-09-19 00:00:21,175
2.785,3.23490621017044e-10,0,2013-09-19 00:00:21,175
2.816,3.98704294947356e-10,0,2013-09-19 00:00:21,175
2.848,4.89835295486063e-10,0,2013-09-19 00:00:21,175
2.88,5.99837253504044e-10,0,2013-09-19 00:00:21,175
2.913,7.33575490794603e-10,0,2013-09-19 00:00:21,175
2.946,9.01313378686553e-10,0,2013-09-19 00:00:21,175
2.979,1.1041165814645e-09,0,2013-09-19 00:00:21,175
3.013,1.3484834909087e-09,0,2013-09-19 00:00:21,175
3.047,1.64191300666989e-09,0,2013-09-19 00:00:21,175
3.081,1.99300912747014e-09,0,2013-09-19 00:00:21,175
3.116,2.41701241014517e-09,0,2013-09-19 00:00:21,175
3.152,2.94206559440825e-09,0,2013-09-19 00:00:21,175
3.187,3.57096479399449e-09,0,2013-09-19 00:00:21,175
3.223,4.32182068094391e-09,0,2013-09-19 00:00:21,175
3.26,5.21534883791145e-09,0,2013-09-19 00:00:21,175
3.297,6.27512129680786e-09,0,2013-09-19 00:00:21,175
3.334,7.54604387947653e-09,0,2013-09-19 00:00:21,175
3.372,9.10012731599291e-09,0,2013-09-19 00:00:21,175
3.41,1.09442422594053e-08,0,2013-09-19 00:00:21,175
3.449,1.31258218042205e-08,0,2013-09-19 00:00:21,175
3.488,1.56986418881274e-08,0,2013-09-19 00:00:21,175
3.527,1.8723383211706e-08,0,2013-09-19 00:00:21,175
3.567,2.23244567697066e-08,0,2013-09-19 00:00:21,175
3.607,2.66732781934116e-08,0,2013-09-19 00:00:21,175
3.648,3.17856386870924e-08,0,2013-09-19 00:00:21,175
3.689,3.77781648252346e-08,0,2013-09-19 00:00:21,175
3.731,4.47818981212822e-08,0,2013-09-19 00:00:21,175
3.773,5.29434563995068e-08,0,2013-09-19 00:00:21,175
3.816,6.25867799945364e-08,0,2013-09-19 00:00:21,175
3.859,7.40898639892628e-08,0,2013-09-19 00:00:21,175
3.903,8.74866040194015e-08,0,2013-09-19 00:00:21,175
3.947,1.03045868021808e-07,0,2013-09-19 00:00:21,175
3.992,1.21067020717759e-07,0,2013-09-19 00:00:21,175
4.037,1.41882132085165e-07,0,2013-09-19 00:00:21,175
4.083,1.66283455165149e-07,0,2013-09-19 00:00:21,175
4.129,1.9503842016776e-07,0,2013-09-19 00:00:21,175
4.176,2.28214841403134e-07,0,2013-09-19 00:00:21,175
4.223,2.66392998720507e-07,0,2013-09-19 00:00:21,175
4.271,3.10213030984238e-07,0,2013-09-19 00:00:21,175
4.319,3.60378769017858e-07,0,2013-09-19 00:00:21,175
4.368,4.18708799894292e-07,0,2013-09-19 00:00:21,175
4.417,4.86624120986936e-07,0,2013-09-19 00:00:21,175
4.467,5.64250843919994e-07,0,2013-09-19 00:00:21,175
4.518,6.52759157207374e-07,0,2013-09-19 00:00:21,175
4.569,7.53427749064073e-07,0,2013-09-19 00:00:21,175
4.621,8.67649802706849e-07,0,2013-09-19 00:00:21,175
4.673,9.99339811916901e-07,0,2013-09-19 00:00:21,175
4.726,1.15085938481976e-06,0,2013-09-19 00:00:21,175
4.779,1.32242562437132e-06,0,2013-09-19 00:00:21,175
4.834,1.51623801899161e-06,0,2013-09-19 00:00:21,175
4.888,1.73467647821598e-06,0,2013-09-19 00:00:21,175
4.944,1.98030960125508e-06,0,2013-09-19 00:00:21,175
4.999,2.26102941612865e-06,0,2013-09-19 00:00:21,175
5.056,2.58025199752021e-06,0,2013-09-19 00:00:21,175
5.113,2.93832102759923e-06,0,2013-09-19 00:00:21,175
5.171,3.33907730768707e-06,0,2013-09-19 00:00:21,175
5.23,3.78663414066196e-06,0,2013-09-19 00:00:21,175
5.289,4.28538694881367e-06,0,2013-09-19 00:00:21,175
5.349,4.85021708441811e-06,0,2013-09-19 00:00:21,175
5.409,5.48511977783136e-06,0,2013-09-19 00:00:21,175
5.47,6.19058935520098e-06,0,2013-09-19 00:00:21,175
5.532,6.972829154219e-06,0,2013-09-19 00:00:21,175
5.595,7.83841022704123e-06,0,2013-09-19 00:00:21,175
5.658,8.7942797005411e-06,0,2013-09-19 00:00:21,175
5.722,9.86663317197261e-06,0,2013-09-19 00:00:21,175
5.787,1.10583139271973e-05,0,2013-09-19 00:00:21,175
5.853,1.2369952302565e-05,0,2013-09-19 00:00:21,175
5.919,1.38107563252738e-05,0,2013-09-19 00:00:21,175
5.986,1.53903638006121e-05,0,2013-09-19 00:00:21,175
6.054,1.71188448653988e-05,0,2013-09-19 00:00:21,175
6.122,1.9039141862245e-05,0,2013-09-19 00:00:21,175
6.191,2.11491611774741e-05,0,2013-09-19 00:00:21,175
6.261,2.34495733298044e-05,0,2013-09-19 00:00:21,175
6.332,2.59528184081047e-05,0,2013-09-19 00:00:21,175
6.404,2.86717411849445e-05,0,2013-09-19 00:00:21,175
6.476,3.16195820842145e-05,0,2013-09-19 00:00:21,175
6.55,3.48616811298327e-05,0,2013-09-19 00:00:21,175
6.624,3.83846025663443e-05,0,2013-09-19 00:00:21,175
6.699,4.21888217530357e-05,0,2013-09-19 00:00:21,175
6.775,4.62893891835815e-05,0,2013-09-19 00:00:21,175
6.851,5.07015900644289e-05,0,2013-09-19 00:00:21,175
6.929,5.54409187672943e-05,0,2013-09-19 00:00:21,175
7.007,6.05992259014305e-05,0,2013-09-19 00:00:21,175
7.087,6.61429756815059e-05,0,2013-09-19 00:00:21,175
7.167,7.20720013200493e-05,0,2013-09-19 00:00:21,175
7.248,7.84021123406732e-05,0,2013-09-19 00:00:21,175
7.33,8.51490043350625e-05,0,2013-09-19 00:00:21,175
7.413,9.23282159670187e-05,0,2013-09-19 00:00:21,175
7.497,0.00010005820464136,0,2013-09-19 00:00:21,175
7.582,0.000108275961256202,0,2013-09-19 00:00:21,175
7.667,0.000116979937762719,0,2013-09-19 00:00:21,175
7.754,0.000126183530409968,0,2013-09-19 00:00:21,175
7.842,0.000135899517316684,0,2013-09-19 00:00:21,175
7.931,0.000146140003977919,0,2013-09-19 00:00:21,175
8.021,0.000157043574274775,0,2013-09-19 00:00:21,175
8.111,0.00016851120901412,0,2013-09-19 00:00:21,175
8.203,0.000180538870347305,0,2013-09-19 00:00:21,175
8.296,0.000193133468918355,0,2013-09-19 00:00:21,175
8.39,0.000206300737697781,0,2013-09-19 00:00:21,175
8.485,0.000220045179424163,0,2013-09-19 00:00:21,175
8.581,0.000234510889904965,0,2013-09-19 00:00:21,175
8.678,0.000249563692852381,0,2013-09-19 00:00:21,175
8.776,0.000265195529924928,0,2013-09-19 00:00:21,175
8.875,0.000281402842766499,0,2013-09-19 00:00:21,175
8.976,0.000298180444749474,0,2013-09-19 00:00:21,175
9.078,0.000315522262375327,0,2013-09-19 00:00:21,175
9.18,0.000333553414211717,0,2013-09-19 00:00:21,175
9.284,0.000352119156884021,0,2013-09-19 00:00:21,175
9.389,0.000371204688300047,0,2013-09-19 00:00:21,175
9.495,0.00039079340892065,0,2013-09-19 00:00:21,175
9.603,0.000410866923739457,0,2013-09-19 00:00:21,175
9.712,0.000431410815015654,0,2013-09-19 00:00:21,175
9.822,0.000452492124280515,0,2013-09-19 00:00:21,175
9.933,0.000473973216923446,0,2013-09-19 00:00:21,175
10.045,0.000495826054163547,0,2013-09-19 00:00:21,175
10.159,0.000518020983778969,0,2013-09-19 00:00:21,175
10.274,0.000540526781601258,0,2013-09-19 00:00:21,175
10.39,0.000563316495580823,1,2013-09-19 00:00:21,175
10.508,0.000586388721389012,1,2013-09-19 00:00:21,175
10.627,0.000609642819270038,1,2013-09-19 00:00:21,175
10.747,0.000633040099837264,1,2013-09-19 00:00:21,175
10.868,0.000656540823731554,1,2013-09-19 00:00:21,175
10.991,0.000680104273852931,1,2013-09-19 00:00:21,175
11.116,0.000703687405365744,1,2013-09-19 00:00:21,175
11.242,0.000727223962352714,1,2013-09-19 00:00:21,175
11.369,0.000750665940594496,1,2013-09-19 00:00:21,175
11.498,0.00077396910124288,1,2013-09-19 00:00:21,175
11.628,0.00079708895939572,1,2013-09-19 00:00:21,175
11.759,0.000819980868044558,1,2013-09-19 00:00:21,175
11.892,0.000842583665345616,1,2013-09-19 00:00:21,175
12.027,0.00086478286270323,1,2013-09-19 00:00:21,175
12.163,0.000886590657975939,1,2013-09-19 00:00:21,175
12.301,0.000907963554719126,1,2013-09-19 00:00:21,175
12.44,0.000928858644921443,1,2013-09-19 00:00:21,175
12.581,0.000949233684419393,1,2013-09-19 00:00:21,175
12.723,0.000969009484554016,1,2013-09-19 00:00:21,175
12.867,0.000988048124037897,1,2013-09-19 00:00:21,175
13.013,0.00100642002092063,1,2013-09-19 00:00:21,175
13.16,0.0010240883448965,1,2013-09-19 00:00:21,175
13.309,0.00104101753950074,1,2013-09-19 00:00:21,175
13.46,0.00105717337695265,1,2013-09-19 00:00:21,175
13.612,0.00107246111061871,1,2013-09-19 00:00:21,175
13.766,0.00108674597121082,1,2013-09-19 00:00:21,175
13.922,0.00110014634537301,1,2013-09-19 00:00:21,175
14.079,0.00111263656820979,1,2013-09-19 00:00:21,175
14.239,0.00112419271338563,1,2013-09-19 00:00:21,175
14.4,0.00113479262731689,1,2013-09-19 00:00:21,175
14.563,0.00114433108342693,1,2013-09-19 00:00:21,175
14.728,0.00115269952569831,1,2013-09-19 00:00:21,175
14.894,0.00116004896721308,1,2013-09-19 00:00:21,175
15.063,0.00116636780809826,1,2013-09-19 00:00:21,175
15.233,0.00117164647021329,1,2013-09-19 00:00:21,175
15.406,0.00117587741813299,1,2013-09-19 00:00:21,175
15.58,0.0011789531174306,1,2013-09-19 00:00:21,175
15.756,0.00118080782318397,1,2013-09-19 00:00:21,175
15.935,0.00118160825864794,1,2013-09-19 00:00:21,175
16.115,0.00118135866216709,1,2013-09-19 00:00:21,175
16.298,0.00118006547234393,1,2013-09-19 00:00:21,175
16.482,0.00117773734144847,1,2013-09-19 00:00:21,175
16.668,0.00117427635571552,1,2013-09-19 00:00:21,175
16.857,0.001169668528699,1,2013-09-19 00:00:21,175
17.048,0.00116408032622731,1,2013-09-19 00:00:21,175
17.241,0.00115753292808093,1,2013-09-19 00:00:21,175
17.436,0.00115004980861508,1,2013-09-19 00:00:21,175
17.633,0.00114165673910099,1,2013-09-19 00:00:21,175
17.833,0.00113228135065812,1,2013-09-19 00:00:21,175
18.035,0.00112196174768495,1,2013-09-19 00:00:21,175
18.239,0.00111085024943559,1,2013-09-19 00:00:21,175
18.445,0.00109898525050308,1,2013-09-19 00:00:21,175
18.654,0.00108640736916603,1,2013-09-19 00:00:21,175
18.865,0.0010731594261578,1,2013-09-19 00:00:21,175
19.079,0.00105921346206763,1,2013-09-19 00:00:21,175
19.295,0.00104464985189766,1,2013-09-19 00:00:21,175
19.513,0.00102959522824556,1,2013-09-19 00:00:21,175
19.734,0.00101410378530029,1,2013-09-19 00:00:21,175
19.957,0.000998231560945373,1,2013-09-19 00:00:21,175
20.183,0.00098203637808015,1,2013-09-19 00:00:21,175
20.411,0.00096555355482284,1,2013-09-19 00:00:21,175
20.642,0.000948884530251228,1,2013-09-19 00:00:21,175
20.876,0.000932121321401484,1,2013-09-19 00:00:21,175
21.112,0.000915329769016746,1,2013-09-19 00:00:21,175
21.351,0.000898576758557237,1,2013-09-19 00:00:21,175
21.593,0.000881930118994185,1,2013-09-19 00:00:21,175
21.837,0.000865502698461913,1,2013-09-19 00:00:21,175
22.084,0.000849385496990227,1,2013-09-19 00:00:21,175
22.334,0.000833630307560011,1,2013-09-19 00:00:21,175
22.587,0.000818307253082329,1,2013-09-19 00:00:21,175
22.843,0.000803486300831457,1,2013-09-19 00:00:21,175
23.101,0.000789237129039395,1,2013-09-19 00:00:21,175
23.363,0.000775754558734832,1,2013-09-19 00:00:21,175
23.627,0.000763082389784485,1,2013-09-19 00:00:21,175
23.895,0.00075123083610613,1,2013-09-19 00:00:21,175
24.165,0.000740264383913923,1,2013-09-19 00:00:21,175
24.438,0.000730245944686029,1,2013-09-19 00:00:21,175
24.715,0.000721236715178184,1,2013-09-19 00:00:21,175
24.995,0.000713504057779673,1,2013-09-19 00:00:21,175
25.278,0.000707011405336514,1,2013-09-19 00:00:21,175
25.564,0.000701730817286424,1,2013-09-19 00:00:21,175
25.853,0.000697710515537242,1,2013-09-19 00:00:21,175
26.146,0.000694995824726461,1,2013-09-19 00:00:21,175
26.442,0.000693629060394742,1,2013-09-19 00:00:21,175
26.741,0.000693925642777446,1,2013-09-19 00:00:21,175
27.043,0.000695749505491806,1,2013-09-19 00:00:21,175
27.35,0.000699042362987023,1,2013-09-19 00:00:21,175
27.659,0.000703827443826308,1,2013-09-19 00:00:21,175
27.972,0.000710124217386422,1,2013-09-19 00:00:21,175
28.289,0.000717948344302883,1,2013-09-19 00:00:21,175
28.609,0.000727626724519556,1,2013-09-19 00:00:21,175
28.933,0.000738927127400727,1,2013-09-19 00:00:21,175
29.26,0.000751771757303539,1,2013-09-19 00:00:21,175
29.591,0.000766154651203522,1,2013-09-19 00:00:21,175
29.926,0.000782065988009988,1,2013-09-19 00:00:21,175
30.265,0.000799492123523811,1,2013-09-19 00:00:21,175
30.607,0.000818730060810073,1,2013-09-19 00:00:21,175
30.954,0.000839479916631967,1,2013-09-19 00:00:21,175
31.304,0.000861656319727066,1,2013-09-19 00:00:21,175
31.658,0.000885226232801844,1,2013-09-19 00:00:21,175
32.017,0.000910153548414812,1,2013-09-19 00:00:21,175
32.379,0.00093639920798307,1,2013-09-19 00:00:21,175
32.745,0.000964194436743718,1,2013-09-19 00:00:21,175
33.116,0.000993219922704295,1,2013-09-19 00:00:21,175
33.491,0.00102339380005476,1,2013-09-19 00:00:21,175
33.87,0.00105466448087122,1,2013-09-19 00:00:21,175
34.253,0.00108697883024466,1,2013-09-19 00:00:21,175
34.641,0.00112028233932238,1,2013-09-19 00:00:21,175
35.033,0.00115472023471795,1,2013-09-19 00:00:21,175
35.429,0.00119000826681676,1,2013-09-19 00:00:21,175
35.83,0.00122607668774645,1,2013-09-19 00:00:21,175
36.236,0.00126286814100706,1,2013-09-19 00:00:21,175
36.646,0.00130032552796414,1,2013-09-19 00:00:21,175
37.061,0.00133839217819061,1,2013-09-19 00:00:21,175
37.48,0.0013771284081764,1,2013-09-19 00:00:21,175
37.904,0.00141632822595181,1,2013-09-19 00:00:21,175
38.333,0.00145593893204991,1,2013-09-19 00:00:21,175
38.767,0.0014959102394619,1,2013-09-19 00:00:21,175
39.206,0.00153619355104739,1,2013-09-19 00:00:21,175
39.65,0.00157674419610898,1,2013-09-19 00:00:21,175
40.098,0.00161755075510805,1,2013-09-19 00:00:21,175
40.552,0.00165850938223789,2,2013-09-19 00:00:21,175
41.011,0.00169958259553749,2,2013-09-19 00:00:21,175
41.475,0.00174073506777572,2,2013-09-19 00:00:21,175
41.945,0.00178193360976627,2,2013-09-19 00:00:21,175
42.42,0.00182314663850702,2,2013-09-19 00:00:21,175
42.9,0.00186433113448408,2,2013-09-19 00:00:21,175
43.385,0.00190545966540458,2,2013-09-19 00:00:21,175
43.876,0.00194650968347662,2,2013-09-19 00:00:21,175
44.373,0.00198746012096371,2,2013-09-19 00:00:21,175
44.875,0.0020282912580202,2,2013-09-19 00:00:21,175
45.383,0.00206897907140111,2,2013-09-19 00:00:21,175
45.896,0.00210947006825867,2,2013-09-19 00:00:21,175
46.416,0.00214977852880192,2,2013-09-19 00:00:21,175
46.941,0.00218988843135754,2,2013-09-19 00:00:21,175
47.472,0.00222978358349043,2,2013-09-19 00:00:21,175
48.01,0.00226944743490284,2,2013-09-19 00:00:21,175
48.553,0.00230885023849902,2,2013-09-19 00:00:21,175
49.103,0.00234792174830968,2,2013-09-19 00:00:21,175
49.658,0.00238669237494705,2,2013-09-19 00:00:21,175
50.22,0.00242513907015085,2,2013-09-19 00:00:21,175
50.789,0.00246323681146165,2,2013-09-19 00:00:21,175
51.364,0.00250095846118937,2,2013-09-19 00:00:21,175
51.945,0.00253824835586296,2,2013-09-19 00:00:21,175
52.533,0.00257499699890611,2,2013-09-19 00:00:21,175
53.127,0.00261124530812505,2,2013-09-19 00:00:21,175
53.729,0.00264695176468933,2,2013-09-19 00:00:21,175
54.337,0.00268207198449244,2,2013-09-19 00:00:21,175
54.952,0.00271655871946083,2,2013-09-19 00:00:21,175
55.574,0.00275030859973192,2,2013-09-19 00:00:21,175
56.202,0.00278315709602499,3,2013-09-19 00:00:21,175
56.839,0.00281517075825408,3,2013-09-19 00:00:21,175
57.482,0.00284628780549187,3,2013-09-19 00:00:21,175
58.132,0.00287644439966778,3,2013-09-19 00:00:21,175
58.79,0.00290557482938689,3,2013-09-19 00:00:21,175
59.456,0.00293351401880917,3,2013-09-19 00:00:21,175
60.129,0.00296005487761437,3,2013-09-19 00:00:21,175
60.809,0.00298531541897075,3,2013-09-19 00:00:21,175
61.497,0.00300922534191344,3,2013-09-19 00:00:21,175
62.193,0.00303171484127896,3,2013-09-19 00:00:21,175
62.897,0.00305271492814874,3,2013-09-19 00:00:21,175
63.609,0.00307200296506553,3,2013-09-19 00:00:21,175
64.329,0.00308937623790539,3,2013-09-19 00:00:21,175
65.057,0.0031050244523471,3,2013-09-19 00:00:21,175
65.793,0.00311889162736805,3,2013-09-19 00:00:21,175
66.538,0.00313092573854354,3,2013-09-19 00:00:21,175
67.291,0.00314107905353038,3,2013-09-19 00:00:21,175
68.053,0.00314909999212,3,2013-09-19 00:00:21,175
68.823,0.00315485619690576,3,2013-09-19 00:00:21,175
69.602,0.00315860897602919,3,2013-09-19 00:00:21,175
70.389,0.0031603421288857,3,2013-09-19 00:00:21,175
71.186,0.00316004635313446,3,2013-09-19 00:00:21,175
71.992,0.00315771944685795,3,2013-09-19 00:00:21,175
72.806,0.00315313165971785,3,2013-09-19 00:00:21,175
73.63,0.0031462748655142,3,2013-09-19 00:00:21,175
74.464,0.0031374556314344,3,2013-09-19 00:00:21,175
75.307,0.00312671444780003,3,2013-09-19 00:00:21,175
76.159,0.00311409971766256,3,2013-09-19 00:00:21,175
77.021,0.00309966771574532,3,2013-09-19 00:00:21,175
77.892,0.00308327078930197,3,2013-09-19 00:00:21,175
78.774,0.00306503565405003,3,2013-09-19 00:00:21,175
79.666,0.00304526728792774,3,2013-09-19 00:00:21,175
80.567,0.0030240622911494,3,2013-09-19 00:00:21,175
81.479,0.00300152351374068,3,2013-09-19 00:00:21,175
82.401,0.00297775975079701,3,2013-09-19 00:00:21,175
83.334,0.00295275499278002,3,2013-09-19 00:00:21,175
84.277,0.00292672427279777,3,2013-09-19 00:00:21,175
85.231,0.00289991838917432,3,2013-09-19 00:00:21,175
86.195,0.00287246943088825,3,2013-09-19 00:00:21,175
87.171,0.00284451167380704,3,2013-09-19 00:00:21,175
88.157,0.00281618109491133,3,2013-09-19 00:00:21,175
89.155,0.00278761115765532,3,2013-09-19 00:00:21,175
90.164,0.00275901448441482,2,2013-09-19 00:00:21,175
91.185,0.00273054654290696,2,2013-09-19 00:00:21,175
92.217,0.00270233958085215,2,2013-09-19 00:00:21,175
93.26,0.00267452281356529,2,2013-09-19 00:00:21,175
94.316,0.00264722191430819,2,2013-09-19 00:00:21,175
95.383,0.00262069255446972,2,2013-09-19 00:00:21,175
96.463,0.00259504619883822,2,2013-09-19 00:00:21,175
97.555,0.00257032576714408,2,2013-09-19 00:00:21,175
98.659,0.00254662504178952,2,2013-09-19 00:00:21,175
99.775,0.00252403015203401,2,2013-09-19 00:00:21,175
100.904,0.00250261921424913,2,2013-09-19 00:00:21,175
102.046,0.00248269862344718,2,2013-09-19 00:00:21,175
103.201,0.00246421612095225,2,2013-09-19 00:00:21,175
104.369,0.00244711221772795,2,2013-09-19 00:00:21,175
105.551,0.00243141356899478,2,2013-09-19 00:00:21,175
106.745,0.0024171367671936,2,2013-09-19 00:00:21,175
107.953,0.00240428825859737,2,2013-09-19 00:00:21,175
109.175,0.00239312650961379,2,2013-09-19 00:00:21,175
110.411,0.00238344145231919,2,2013-09-19 00:00:21,175
111.66,0.002375102872255,2,2013-09-19 00:00:21,175
112.924,0.00236806175096491,2,2013-09-19 00:00:21,175
114.202,0.00236225968150673,2,2013-09-19 00:00:21,175
115.494,0.00235762909432134,2,2013-09-19 00:00:21,175
116.802,0.00235428377060735,2,2013-09-19 00:00:21,175
118.123,0.00235193512412498,2,2013-09-19 00:00:21,175
119.46,0.00235042383230856,2,2013-09-19 00:00:21,175
120.812,0.00234964005667699,2,2013-09-19 00:00:21,175
122.18,0.00234946813961984,2,2013-09-19 00:00:21,175
123.562,0.00234978706677621,2,2013-09-19 00:00:21,175
124.961,0.00235050282299055,2,2013-09-19 00:00:21,175
126.375,0.00235137447610131,2,2013-09-19 00:00:21,175
127.805,0.0023522527507176,2,2013-09-19 00:00:21,175
129.252,0.0023530004410084,2,2013-09-19 00:00:21,175
130.715,0.00235347980488109,2,2013-09-19 00:00:21,175
132.194,0.002353553110946,2,2013-09-19 00:00:21,175
133.69,0.00235291217352513,2,2013-09-19 00:00:21,175
135.203,0.00235148854206514,2,2013-09-19 00:00:21,175
136.733,0.00234917081663027,2,2013-09-19 00:00:21,175
138.281,0.00234583536360375,2,2013-09-19 00:00:21,175
139.846,0.00234136327188526,2,2013-09-19 00:00:21,175
141.429,0.00233564080898048,2,2013-09-19 00:00:21,175
143.029,0.0023282014509462,2,2013-09-19 00:00:21,175
144.648,0.00231922226240659,2,2013-09-19 00:00:21,175
146.285,0.00230864298330359,2,2013-09-19 00:00:21,175
147.941,0.00229638867852931,2,2013-09-19 00:00:21,175
149.615,0.00228239271814271,2,2013-09-19 00:00:21,175
151.308,0.0022665970073293,2,2013-09-19 00:00:21,175
153.021,0.00224847989639812,2,2013-09-19 00:00:21,175
154.753,0.00222845353158768,2,2013-09-19 00:00:21,175
156.504,0.00220650943609969,2,2013-09-19 00:00:21,175
158.275,0.00218264008747574,2,2013-09-19 00:00:21,175
160.067,0.00215684720257106,2,2013-09-19 00:00:21,175
161.878,0.00212912773822649,2,2013-09-19 00:00:21,175
