"time","div.ave","div.sd","div.se","div.n"
1380206975,0.0503822974837458,0.00882440409369203,0.00235842119721721,14
1380210575,0.0525171854601225,0.00945880632095147,0.00252797232434658,14
1380214175,0.0645181021619091,0.0171513534708013,0.00458389202908533,14
1380217775,0.0654646477476127,0.0204265378603098,0.00545922187651756,14
1380221375,0.075723176319858,0.0238315278197739,0.00636924372178327,14
1380224975,0.0623051921824185,0.0145044239974666,0.00387647037078729,14
1380228575,0.0745863594849547,0.0207349369006205,0.00554164498703559,14
1380232175,0.0696138901007362,0.0197833297674229,0.00528731728280448,14
1380235775,0.0831587518562164,0.0262922663687728,0.00702690376241048,14
1380239375,0.0857589249100424,0.0303963358580925,0.00812376247102097,14
1380242975,0.0931895820203385,0.03441105404299,0.00919674103904505,14
1380246575,0.10078878306943,0.0393020278699537,0.0105039087782005,14
1380250175,0.0963598948844526,0.0403686616520965,0.0107889786474818,14
1380253775,0.0959097265815726,0.0437766759272167,0.0116998087751057,14
1380257375,0.100780262877874,0.0441365231041833,0.0117959819785204,14
1380260975,0.0976771182463864,0.0428185272733242,0.0114437327759296,14
1380264575,0.102735343011597,0.0421701530788307,0.0112704474834853,14
1380570575,0.0988216454413122,0.0413984894543708,0.0110642117048735,14
1380574175,0.0994135072516985,0.0404963994307503,0.0108231180048439,14
1380577775,0.0452552881970077,0.0402370004526705,0.0107537907118115,14
1380581375,0.0360186182016002,0.0047831646330409,0.0012783545200981,14
1380584975,0.0426867386210935,0.0103660972828893,0.00277045603361001,14
1380588575,0.0296512732681349,0.0125597756321878,0.00348345500385971,13
1380656975,0.0304243455700159,0.0157243385025475,0.00436114682643752,13
1380660575,0.0350367759819993,0.0184351729672027,0.0051129970311767,13
1380664175,0.0318486638744727,0.0154431050457808,0.00428314669961071,13
1380667775,0.0375020201100904,0.0197378292422277,0.00547428887686188,13
1380671375,0.0364808372696091,0.0193441073155453,0.00536509006186744,13
1380674975,0.0372801517053984,0.0231654176780834,0.00642493086583613,13
1380678575,0.0380357605790637,0.0240250965922348,0.00666336289702135,13
1380682175,0.0375516047189712,0.0221040582072446,0.00613056271246624,13
1380685775,0.0372189759582297,0.0257766657816279,0.00714916078355058,13
1380689375,0.0357681377517393,0.0239440629729427,0.00664088821476028,13
1380692975,0.0488881444792785,0.020396570210245,0.00565699074897228,13
1380696575,0.0587949140626673,0.0158880823313565,0.00440656119342303,13
1380721775,0.0576633892789685,0.017413449979949,0.00482962206041797,13
1380725375,0.0492677433496264,0.0156222036442687,0.00433281971347317,13
1380728975,0.0462229003582129,0.0130802105075861,0.00362779766761267,13
1380732575,0.0435126247841437,0.00713153613382061,0.0019779322464088,13
1380736175,0.0422227575579205,0.0113685770377432,0.00315307595681888,13
1380739775,0.0472054151595839,0.0113782582752794,0.00315576104899941,13
1380743375,0.0511582229774015,0.0113454470551916,0.00314666085388885,13
1380746975,0.065598295413166,0.00661851018401336,0.00183564444889544,13
1380750575,0.0752584705196575,0.00857952481623923,0.00383688014075146,5
1380754175,0.0873871049669976,0,0,2
