h.time,h.dr.mean,h.dr.sd,h2.conc.mean,h2.conc.sd,h2.fsc.mean,h2.fsc.sd,h2.chl.mean,h2.chl.sd,h4.par.mean,h4.par.sd,h2.concLPF.mean,h2.gr.mean,h2.gr.sd,h2.dr.mean,h2.dr.sd,h2.lr.mean,h2.lr.sd,h.gr.mean,h.gr.sd,h.lr.mean,h.lr.sd
1378831775,NA,NA,1.6464071537913,0.639723631563119,461.546887358997,20.0685038795615,675.392680015846,22.2342117553551,252.424,86.0195399313435,1.36682846503709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378835375,0.0269787624264539,0.00270628698314831,0.70508356163729,0.0588004985485014,483.922137985758,19.8628230524226,677.881796021225,28.6764062528605,39.536,50.0420472902538,1.07088671637272,-0.295941748664368,0.0162496388242839,0.028891198306665,0.00330389039455514,0.324832946971033,0.0371466922881164,-0.276352058662911,0.0151740035391644,0.303330821089365,0.0346877888390833
1378838975,0.0252638347471212,0.00444836626977349,0.836547257432518,0.367017882876063,480.573215501044,27.0580187541458,698.685127090199,41.1292096120583,0,0,0.830938258263536,-0.239948458109188,0.105983054960841,0.0209926868418307,0.00998187984203437,0.260941144951018,0.124075740012172,-0.288768095250089,0.127546245351996,0.31403192999721,0.149320047281806
1378842575,0.0229745957396357,0.00311828432575225,1.21278816606639,0.693090970422684,438.272319356955,37.0178482523716,684.981748598421,34.3752847770714,0,0,0.640725057617269,-0.190213200646267,0.205759163397471,0.0147203991790115,0.0160483402797365,0.204933599825278,0.223420853249461,-0.29687179919829,0.321134878293427,0.319846394937925,0.348700040045756
1378846175,0.0206327778160747,0.00226028877553718,0.305073753368109,0.0919067560438775,383.003137860146,61.6509822976178,639.154407088643,51.8313007986129,0,0,0.503729691987214,-0.136995365630056,0.0249951508683807,0.0103933428141319,0.00221184858742729,0.147388708444188,0.0313663767668418,-0.27196206181456,0.0496201658666869,0.292594839630634,0.0622682705939001
1378849775,0.018951925434458,0.00183182120702623,0.204385463728686,0.0635200440016114,329.863896439784,33.8087137020992,580.381401530514,63.9279537301316,0,0,0.512940394037568,0.00921070205035468,0.00114060855086685,0.00972120810012149,0.00152711371470267,0.000510506049766806,8.01958750402463e-05,0.0179566712963535,0.00222366685120788,0.000995254138104429,0.000156345407716852
1378853375,0.0176080940365369,0.00156804317191505,0.0621662299606204,0.0259187106932893,365.262517272281,79.9441182310226,527.777813685552,125.387898606959,0,0,0.738628929444237,0.225688535406669,0.00791947840494006,0.0130058476477607,0.00124487504021478,-0.212682687758908,0.0203572559549738,0.305550630918941,0.0107218632918953,-0.287942536882404,0.0275608700708366
1378856975,0.016580102831433,0.00143748795407767,0.120064767439315,0.131807903202209,349.503063421505,89.8472408830014,542.122082325951,75.6783849143879,0,0,1.16109477591154,0.422465846467307,0.0479584772515111,0.019251070781653,0.00274985158644187,-0.403214775685654,0.0575957983413944,0.36385130243622,0.041304532796524,-0.347271199604788,0.0496047347178679
1378860575,0.0157594933520432,0.0011364401700616,3.17466299424364,4.96309498223278,370.643775092253,119.125252426296,620.79684648929,91.739100444086,0,0,1.58761334762317,0.42651857171163,1.33335499242321,0.0250199819974825,0.0782366689264918,-0.401498589714148,1.25547301517163,0.268653934127081,0.839848691382813,-0.252894440775037,0.790792680756434
1378864175,0.0148172195591938,0.00119730043760116,2.78891999610132,2.79172862152966,455.497816243175,43.116413486534,612.66237727164,42.8984038308165,0,0,1.68639301271043,0.0987796650872568,0.163524170327288,0.0249876555324207,0.0414149047183711,-0.0737920095548361,0.12230395287487,0.0585745222749082,0.0969668215503728,-0.0437573027157145,0.0725239917107451
1378867775,0.0140552948514049,0.000874133575711584,1.50231839449811,1.16862274266895,388.50835549251,25.0343404027325,563.131749778645,34.3042561816525,0,0,1.39937620213516,-0.287016810575268,0.239688492526019,0.019668645129049,0.0164708233870559,0.306685455704317,0.256823077702699,-0.205103395453873,0.171282384365479,0.219158690305278,0.183526829533644
1378871375,0.0133840978732279,0.00099877533243488,0.193781439012982,0.0828105064075693,371.722354949395,56.6945892067708,549.243524239824,56.6482467825868,0,0,0.928808096981951,-0.470568105153212,0.0419548270666562,0.012431258475453,0.00144533699269127,0.482999363628665,0.0561565708795555,-0.506636523391932,0.0451706086574647,0.52002062126516,0.0604608972101228
1378874975,0.0130976590985547,0.000847438941006291,0.168948397813268,0.0480620211128799,371.109947404757,42.9076285640783,568.951705569954,66.6963604294422,0,0,0.510167510051069,-0.418640586930882,0.0394394239761884,0.00668200012980736,0.000763665153275524,0.425322587060689,0.0486088045988421,-0.82059437083513,0.0773068123688244,0.833692029933684,0.0952800867189215
1378878575,0.0131981524919316,0.00108346327377492,0.132021368531272,0.0384513658375744,331.306842388703,62.940712335202,565.816744586411,51.7986413689585,19.768,17.2039079862687,0.243223133364022,-0.266944376687048,0.0422014787175474,0.00321009600370377,0.000571828288516657,0.270154472690752,0.0481237849508654,-1.09752873007981,0.173509312760913,1.11072688257175,0.197858584770556
1378882175,0.0138813220176803,0.0014850481526713,0.106940946698519,0.0231860986517318,378.470859779397,52.0234442713346,586.703654943632,82.3319307313036,63.8665,12.9025774363109,0.13342157015495,-0.109801563209072,0.0190813964617807,0.00185206777942539,0.000377952717800741,0.111653630988497,0.0227852315953124,-0.822967104056359,0.143015828996919,0.836848426074039,0.170776221332508
