time[YYYY-MM-DD hh:mm:ss PST], turbidity
"2013/09/14 21:39:56", 2.000
"2013/09/14 21:39:58", 2.000
"2013/09/14 21:40:00", 2.000
"2013/09/14 21:40:02", 2.000
"2013/09/14 21:41:39", 2.110
"2013/09/14 21:41:41", 2.090
"2013/09/14 21:41:43", 2.060
"2013/09/14 21:41:45", 2.060
"2013/09/14 21:41:47", 2.060
"2013/09/14 21:41:49", 2.030
"2013/09/14 21:41:51", 2.040
"2013/09/14 21:41:53", 2.000
"2013/09/14 21:41:55", 2.010
"2013/09/14 21:41:57", 2.010
"2013/09/14 21:41:59", 2.010
"2013/09/14 21:42:01", 2.000
"2013/09/14 21:42:03", 2.000
"2013/09/14 21:44:39", 2.050
"2013/09/14 21:44:41", 2.060
"2013/09/14 21:44:43", 2.040
"2013/09/14 21:44:45", 2.020
"2013/09/14 21:44:47", 2.020
"2013/09/14 21:44:49", 2.020
"2013/09/14 21:44:51", 2.010
"2013/09/14 21:44:53", 2.020
"2013/09/14 21:44:55", 2.010
"2013/09/14 21:44:57", 2.010
"2013/09/14 21:44:59", 2.020
"2013/09/14 21:45:01", 2.010
"2013/09/14 21:45:03", 2.020
"2013/09/14 21:47:40", 2.010
"2013/09/14 21:47:42", 2.030
"2013/09/14 21:47:44", 2.040
"2013/09/14 21:47:46", 2.070
"2013/09/14 21:47:48", 2.040
"2013/09/14 21:47:50", 2.050
"2013/09/14 21:47:52", 2.040
"2013/09/14 21:47:54", 2.030
"2013/09/14 21:47:56", 2.030
"2013/09/14 21:47:58", 2.050
"2013/09/14 21:48:00", 2.020
"2013/09/14 21:48:02", 2.020
"2013/09/14 21:50:38", 2.080
"2013/09/14 21:50:40", 2.030
"2013/09/14 21:50:42", 2.030
"2013/09/14 21:50:44", 2.010
"2013/09/14 21:50:46", 2.030
"2013/09/14 21:50:48", 2.020
"2013/09/14 21:50:50", 2.030
"2013/09/14 21:50:52", 2.030
"2013/09/14 21:50:54", 2.020
"2013/09/14 21:50:56", 2.010
"2013/09/14 21:50:58", 2.010
"2013/09/14 21:51:00", 2.010
"2013/09/14 21:51:02", 2.010
"2013/09/14 21:51:03", 2.060
"2013/09/14 21:53:39", 2.050
"2013/09/14 21:53:41", 2.080
"2013/09/14 21:53:43", 2.040
"2013/09/14 21:53:45", 2.030
"2013/09/14 21:53:47", 2.030
"2013/09/14 21:53:49", 2.020
"2013/09/14 21:53:51", 2.010
"2013/09/14 21:53:53", 2.010
"2013/09/14 21:53:55", 2.010
"2013/09/14 21:53:57", 2.010
"2013/09/14 21:53:59", 2.020
"2013/09/14 21:54:01", 2.020
"2013/09/14 21:54:03", 2.020
"2013/09/14 21:56:39", 2.030
"2013/09/14 21:56:41", 2.040
"2013/09/14 21:56:43", 2.030
"2013/09/14 21:56:45", 2.020
"2013/09/14 21:56:47", 2.020
"2013/09/14 21:56:49", 2.020
"2013/09/14 21:56:51", 2.010
"2013/09/14 21:56:53", 2.030
"2013/09/14 21:56:55", 2.060
"2013/09/14 21:56:57", 2.070
"2013/09/14 21:56:59", 2.060
"2013/09/14 21:57:01", 2.030
"2013/09/14 21:57:03", 2.020
"2013/09/14 21:59:40", 2.050
"2013/09/14 21:59:42", 2.050
"2013/09/14 21:59:44", 2.080
"2013/09/14 21:59:46", 2.060
"2013/09/14 21:59:48", 2.040
"2013/09/14 21:59:50", 2.040
"2013/09/14 21:59:52", 2.040
"2013/09/14 21:59:54", 2.030
"2013/09/14 21:59:56", 2.030
"2013/09/14 21:59:58", 2.030
"2013/09/14 22:00:00", 2.030
"2013/09/14 22:00:02", 2.030
"2013/09/14 22:02:39", 2.080
"2013/09/14 22:02:41", 2.060
"2013/09/14 22:02:43", 2.070
"2013/09/14 22:02:45", 2.070
"2013/09/14 22:02:47", 2.050
"2013/09/14 22:02:49", 2.070
"2013/09/14 22:02:51", 2.060
"2013/09/14 22:02:53", 2.060
"2013/09/14 22:02:55", 2.060
"2013/09/14 22:02:57", 2.060
"2013/09/14 22:02:59", 2.050
"2013/09/14 22:03:01", 2.060
"2013/09/14 22:03:03", 2.060
"2013/09/14 22:05:39", 2.120
"2013/09/14 22:05:41", 2.110
"2013/09/14 22:05:43", 2.100
"2013/09/14 22:05:45", 2.140
"2013/09/14 22:05:47", 2.120
"2013/09/14 22:05:49", 2.110
"2013/09/14 22:05:51", 2.110
"2013/09/14 22:05:53", 2.150
"2013/09/14 22:05:55", 2.200
"2013/09/14 22:05:57", 2.170
"2013/09/14 22:05:59", 2.160
"2013/09/14 22:06:01", 2.200
"2013/09/14 22:06:03", 2.210
"2013/09/14 22:08:40", 2.120
"2013/09/14 22:08:42", 2.120
"2013/09/14 22:08:44", 2.150
"2013/09/14 22:08:46", 2.120
"2013/09/14 22:08:48", 2.110
"2013/09/14 22:08:50", 2.140
"2013/09/14 22:08:52", 2.120
"2013/09/14 22:08:54", 2.100
"2013/09/14 22:08:56", 2.100
"2013/09/14 22:08:58", 2.140
"2013/09/14 22:09:00", 2.110
"2013/09/14 22:09:02", 2.110
"2013/09/14 22:11:39", 2.160
"2013/09/14 22:11:41", 2.170
"2013/09/14 22:11:43", 2.140
"2013/09/14 22:11:45", 2.130
"2013/09/14 22:11:47", 2.130
"2013/09/14 22:11:49", 2.130
"2013/09/14 22:11:51", 2.130
"2013/09/14 22:11:53", 2.130
"2013/09/14 22:11:55", 2.130
"2013/09/14 22:11:57", 2.140
"2013/09/14 22:11:59", 2.140
"2013/09/14 22:12:01", 2.140
"2013/09/14 22:12:03", 2.140
"2013/09/14 22:14:39", 2.230
"2013/09/14 22:14:41", 2.220
"2013/09/14 22:14:43", 2.220
"2013/09/14 22:14:45", 2.240
"2013/09/14 22:14:47", 2.230
"2013/09/14 22:14:49", 2.210
"2013/09/14 22:14:51", 2.210
"2013/09/14 22:14:53", 2.220
"2013/09/14 22:14:55", 2.200
"2013/09/14 22:14:57", 2.200
"2013/09/14 22:14:59", 2.200
"2013/09/14 22:15:01", 2.220
"2013/09/14 22:15:03", 2.230
"2013/09/14 22:17:40", 2.190
"2013/09/14 22:17:42", 2.200
"2013/09/14 22:17:44", 2.200
"2013/09/14 22:17:46", 2.180
"2013/09/14 22:17:48", 2.190
"2013/09/14 22:17:50", 2.220
"2013/09/14 22:17:52", 2.190
"2013/09/14 22:17:54", 2.170
"2013/09/14 22:17:56", 2.180
"2013/09/14 22:17:58", 2.180
"2013/09/14 22:18:00", 2.180
"2013/09/14 22:18:02", 2.180
"2013/09/14 22:23:39", 2.150
"2013/09/14 22:23:41", 2.130
"2013/09/14 22:23:43", 2.140
"2013/09/14 22:23:45", 2.140
"2013/09/14 22:23:47", 2.240
"2013/09/14 22:23:49", 2.170
"2013/09/14 22:23:51", 2.160
"2013/09/14 22:23:53", 2.170
"2013/09/14 22:23:55", 2.220
"2013/09/14 22:23:57", 2.250
"2013/09/14 22:23:59", 2.250
"2013/09/14 22:24:01", 2.180
"2013/09/14 22:24:03", 2.180
"2013/09/14 22:26:39", 2.170
"2013/09/14 22:26:41", 2.160
"2013/09/14 22:26:43", 2.200
"2013/09/14 22:26:45", 2.200
"2013/09/14 22:26:47", 2.180
"2013/09/14 22:26:49", 2.180
"2013/09/14 22:26:51", 2.190
"2013/09/14 22:26:53", 2.170
"2013/09/14 22:26:55", 2.170
"2013/09/14 22:26:57", 2.160
"2013/09/14 22:26:59", 2.170
"2013/09/14 22:27:01", 2.170
"2013/09/14 22:27:03", 2.160
"2013/09/14 22:29:40", 2.230
"2013/09/14 22:29:42", 2.210
"2013/09/14 22:29:44", 2.210
"2013/09/14 22:29:46", 2.180
"2013/09/14 22:29:48", 2.190
"2013/09/14 22:29:50", 2.180
"2013/09/14 22:29:52", 2.170
"2013/09/14 22:29:54", 2.160
"2013/09/14 22:29:56", 2.170
"2013/09/14 22:29:58", 2.170
"2013/09/14 22:30:00", 2.170
"2013/09/14 22:30:02", 2.170
"2013/09/14 22:32:39", 2.130
"2013/09/14 22:32:41", 2.140
"2013/09/14 22:32:43", 2.100
"2013/09/14 22:32:45", 2.110
"2013/09/14 22:32:47", 2.100
"2013/09/14 22:32:49", 2.080
"2013/09/14 22:32:51", 2.100
"2013/09/14 22:32:53", 2.170
"2013/09/14 22:32:55", 2.160
"2013/09/14 22:32:57", 2.120
"2013/09/14 22:32:59", 2.140
"2013/09/14 22:33:01", 2.130
"2013/09/14 22:33:03", 2.110
"2013/09/14 22:35:39", 2.120
"2013/09/14 22:35:41", 2.130
"2013/09/14 22:35:43", 2.120
"2013/09/14 22:35:45", 2.110
"2013/09/14 22:35:47", 2.120
"2013/09/14 22:35:49", 2.110
"2013/09/14 22:35:51", 2.110
"2013/09/14 22:35:53", 2.110
"2013/09/14 22:35:55", 2.100
"2013/09/14 22:35:57", 2.100
"2013/09/14 22:35:59", 2.100
"2013/09/14 22:36:01", 2.110
"2013/09/14 22:36:03", 2.110
"2013/09/14 22:38:38", 2.150
"2013/09/14 22:38:40", 2.130
"2013/09/14 22:38:42", 2.120
"2013/09/14 22:38:44", 2.120
"2013/09/14 22:38:46", 2.120
"2013/09/14 22:38:48", 2.120
"2013/09/14 22:38:50", 2.110
"2013/09/14 22:38:52", 2.100
"2013/09/14 22:38:54", 2.110
"2013/09/14 22:38:56", 2.110
"2013/09/14 22:38:58", 2.100
"2013/09/14 22:39:00", 2.100
"2013/09/14 22:39:02", 2.110
"2013/09/14 22:39:04", 2.110
"2013/09/14 22:39:06", 2.110
"2013/09/14 22:39:08", 2.110
"2013/09/14 22:39:10", 2.120
"2013/09/14 22:39:12", 2.120
"2013/09/14 22:39:14", 2.120
"2013/09/14 22:39:16", 2.100
"2013/09/14 22:39:18", 2.110
"2013/09/14 22:39:20", 2.110
"2013/09/14 22:39:22", 2.120
"2013/09/14 22:39:24", 2.120
"2013/09/14 22:39:26", 2.120
"2013/09/14 22:39:28", 2.110
"2013/09/14 22:39:30", 2.110
"2013/09/14 22:39:32", 2.110
"2013/09/14 22:39:34", 2.120
"2013/09/14 22:39:36", 2.110
"2013/09/14 22:39:38", 2.110
"2013/09/14 22:39:40", 2.120
"2013/09/14 22:39:42", 2.120
"2013/09/14 22:39:44", 2.110
"2013/09/14 22:39:46", 2.120
"2013/09/14 22:39:48", 2.120
"2013/09/14 22:39:50", 2.120
"2013/09/14 22:39:52", 2.110
"2013/09/14 22:39:54", 2.110
"2013/09/14 22:39:56", 2.110
"2013/09/14 22:39:58", 2.110
"2013/09/14 22:40:00", 2.120
"2013/09/14 22:40:02", 2.110
"2013/09/14 22:41:38", 2.140
"2013/09/14 22:41:40", 2.130
"2013/09/14 22:41:42", 2.140
"2013/09/14 22:41:44", 2.140
"2013/09/14 22:41:46", 2.120
"2013/09/14 22:41:48", 2.150
"2013/09/14 22:41:50", 2.130
"2013/09/14 22:41:52", 2.120
"2013/09/14 22:41:54", 2.130
"2013/09/14 22:41:56", 2.130
"2013/09/14 22:41:58", 2.120
"2013/09/14 22:42:00", 2.130
"2013/09/14 22:42:02", 2.150
"2013/09/14 22:44:39", 2.150
"2013/09/14 22:44:41", 2.140
"2013/09/14 22:44:43", 2.140
"2013/09/14 22:44:45", 2.120
"2013/09/14 22:44:47", 2.140
"2013/09/14 22:44:49", 2.130
"2013/09/14 22:44:51", 2.110
"2013/09/14 22:44:53", 2.200
"2013/09/14 22:44:55", 2.140
"2013/09/14 22:44:57", 2.150
"2013/09/14 22:44:59", 2.130
"2013/09/14 22:45:01", 2.130
"2013/09/14 22:45:03", 2.140
"2013/09/14 22:47:40", 2.160
"2013/09/14 22:47:42", 2.160
"2013/09/14 22:47:44", 2.160
"2013/09/14 22:47:46", 2.110
"2013/09/14 22:47:48", 2.120
"2013/09/14 22:47:50", 2.130
"2013/09/14 22:47:52", 2.170
"2013/09/14 22:47:54", 2.130
"2013/09/14 22:47:56", 2.130
"2013/09/14 22:47:58", 2.140
"2013/09/14 22:48:00", 2.150
"2013/09/14 22:48:02", 2.130
"2013/09/14 22:50:40", 2.260
"2013/09/14 22:50:42", 2.210
"2013/09/14 22:50:44", 2.230
"2013/09/14 22:50:46", 2.230
"2013/09/14 22:50:48", 2.270
"2013/09/14 22:50:50", 2.210
"2013/09/14 22:50:52", 2.150
"2013/09/14 22:50:54", 2.150
"2013/09/14 22:50:56", 2.160
"2013/09/14 22:50:58", 2.150
"2013/09/14 22:51:00", 2.150
"2013/09/14 22:51:02", 2.120
"2013/09/14 22:51:04", 2.110
"2013/09/14 22:53:39", 2.170
"2013/09/14 22:53:41", 2.140
"2013/09/14 22:53:43", 2.110
"2013/09/14 22:53:45", 2.120
"2013/09/14 22:53:47", 2.120
"2013/09/14 22:53:49", 2.100
"2013/09/14 22:53:51", 2.090
"2013/09/14 22:53:53", 2.090
"2013/09/14 22:53:55", 2.090
"2013/09/14 22:53:57", 2.100
"2013/09/14 22:53:59", 2.100
"2013/09/14 22:54:01", 2.110
"2013/09/14 22:54:03", 2.120
"2013/09/14 22:56:39", 2.120
"2013/09/14 22:56:41", 2.130
"2013/09/14 22:56:43", 2.110
"2013/09/14 22:56:45", 2.110
"2013/09/14 22:56:47", 2.110
"2013/09/14 22:56:49", 2.120
"2013/09/14 22:56:51", 2.110
"2013/09/14 22:56:53", 2.130
"2013/09/14 22:56:55", 2.120
"2013/09/14 22:56:57", 2.110
"2013/09/14 22:56:59", 2.110
"2013/09/14 22:57:01", 2.110
"2013/09/14 22:57:03", 2.110
"2013/09/14 22:59:38", 2.160
"2013/09/14 22:59:40", 2.170
"2013/09/14 22:59:42", 2.130
"2013/09/14 22:59:44", 2.120
"2013/09/14 22:59:46", 2.130
"2013/09/14 22:59:48", 2.110
"2013/09/14 22:59:50", 2.110
"2013/09/14 22:59:52", 2.120
"2013/09/14 22:59:54", 2.110
"2013/09/14 22:59:56", 2.120
"2013/09/14 22:59:58", 2.120
"2013/09/14 23:00:00", 2.130
"2013/09/14 23:00:02", 2.120
"2013/09/14 23:02:38", 2.170
"2013/09/14 23:02:40", 2.190
"2013/09/14 23:02:42", 2.220
"2013/09/14 23:02:44", 2.170
"2013/09/14 23:02:46", 2.160
"2013/09/14 23:02:48", 2.160
"2013/09/14 23:02:50", 2.160
"2013/09/14 23:02:52", 2.150
"2013/09/14 23:02:53", 2.150
"2013/09/14 23:02:55", 2.140
"2013/09/14 23:02:57", 2.150
"2013/09/14 23:02:59", 2.160
"2013/09/14 23:03:01", 2.150
"2013/09/14 23:03:03", 2.140
"2013/09/14 23:05:39", 2.220
"2013/09/14 23:05:41", 2.170
"2013/09/14 23:05:43", 2.170
"2013/09/14 23:05:45", 2.180
"2013/09/14 23:05:47", 2.210
"2013/09/14 23:05:49", 2.210
"2013/09/14 23:05:51", 2.180
"2013/09/14 23:05:53", 2.180
"2013/09/14 23:05:55", 2.170
"2013/09/14 23:05:57", 2.150
"2013/09/14 23:05:59", 2.150
"2013/09/14 23:06:01", 2.150
"2013/09/14 23:06:03", 2.150
"2013/09/14 23:08:40", 2.160
"2013/09/14 23:08:42", 2.150
"2013/09/14 23:08:44", 2.150
"2013/09/14 23:08:46", 2.140
"2013/09/14 23:08:48", 2.140
"2013/09/14 23:08:50", 2.230
"2013/09/14 23:08:52", 2.220
"2013/09/14 23:08:54", 2.150
"2013/09/14 23:08:56", 2.140
"2013/09/14 23:08:58", 2.140
"2013/09/14 23:09:00", 2.140
"2013/09/14 23:09:02", 2.140
"2013/09/14 23:11:40", 2.180
"2013/09/14 23:11:42", 2.170
"2013/09/14 23:11:44", 2.150
"2013/09/14 23:11:46", 2.160
"2013/09/14 23:11:48", 2.150
"2013/09/14 23:11:50", 2.150
"2013/09/14 23:11:52", 2.170
"2013/09/14 23:11:54", 2.160
"2013/09/14 23:11:56", 2.160
"2013/09/14 23:11:58", 2.150
"2013/09/14 23:12:00", 2.150
"2013/09/14 23:12:02", 2.150
"2013/09/14 23:14:39", 2.180
"2013/09/14 23:14:41", 2.140
"2013/09/14 23:14:43", 2.130
"2013/09/14 23:14:45", 2.150
"2013/09/14 23:14:47", 2.160
"2013/09/14 23:14:49", 2.150
"2013/09/14 23:14:51", 2.140
"2013/09/14 23:14:53", 2.140
"2013/09/14 23:14:55", 2.130
"2013/09/14 23:14:57", 2.120
"2013/09/14 23:14:59", 2.120
"2013/09/14 23:15:01", 2.120
"2013/09/14 23:15:03", 2.120
"2013/09/14 23:17:39", 2.170
"2013/09/14 23:17:41", 2.130
"2013/09/14 23:17:43", 2.130
"2013/09/14 23:17:45", 2.140
"2013/09/14 23:17:47", 2.140
"2013/09/14 23:17:49", 2.130
"2013/09/14 23:17:51", 2.130
"2013/09/14 23:17:53", 2.130
"2013/09/14 23:17:55", 2.110
"2013/09/14 23:17:57", 2.120
"2013/09/14 23:17:59", 2.140
"2013/09/14 23:18:01", 2.130
"2013/09/14 23:18:03", 2.120
"2013/09/14 23:23:39", 2.190
"2013/09/14 23:23:41", 2.160
"2013/09/14 23:23:43", 2.170
"2013/09/14 23:23:45", 2.170
"2013/09/14 23:23:47", 2.160
"2013/09/14 23:23:49", 2.150
"2013/09/14 23:23:51", 2.160
"2013/09/14 23:23:53", 2.150
"2013/09/14 23:23:55", 2.150
"2013/09/14 23:23:57", 2.150
"2013/09/14 23:23:59", 2.160
"2013/09/14 23:24:01", 2.150
"2013/09/14 23:24:03", 2.150
"2013/09/14 23:26:39", 2.190
"2013/09/14 23:26:41", 2.190
"2013/09/14 23:26:43", 2.170
"2013/09/14 23:26:45", 2.180
"2013/09/14 23:26:47", 2.170
"2013/09/14 23:26:49", 2.180
"2013/09/14 23:26:51", 2.170
"2013/09/14 23:26:53", 2.170
"2013/09/14 23:26:55", 2.170
"2013/09/14 23:26:57", 2.170
"2013/09/14 23:26:59", 2.160
"2013/09/14 23:27:01", 2.160
"2013/09/14 23:27:03", 2.180
"2013/09/14 23:29:38", 2.230
"2013/09/14 23:29:40", 2.210
"2013/09/14 23:29:42", 2.190
"2013/09/14 23:29:44", 2.210
"2013/09/14 23:29:46", 2.210
"2013/09/14 23:29:48", 2.190
"2013/09/14 23:29:50", 2.180
"2013/09/14 23:29:52", 2.200
"2013/09/14 23:29:54", 2.190
"2013/09/14 23:29:56", 2.180
"2013/09/14 23:29:58", 2.180
"2013/09/14 23:30:00", 2.170
"2013/09/14 23:30:02", 2.180
"2013/09/14 23:32:38", 2.210
"2013/09/14 23:32:40", 2.200
"2013/09/14 23:32:42", 2.210
"2013/09/14 23:32:44", 2.200
"2013/09/14 23:32:46", 2.190
"2013/09/14 23:32:48", 2.200
"2013/09/14 23:32:50", 2.200
"2013/09/14 23:32:52", 2.210
"2013/09/14 23:32:53", 2.210
"2013/09/14 23:32:55", 2.200
"2013/09/14 23:32:57", 2.190
"2013/09/14 23:32:59", 2.200
"2013/09/14 23:33:01", 2.200
"2013/09/14 23:33:03", 2.210
"2013/09/14 23:35:39", 2.240
"2013/09/14 23:35:41", 2.230
"2013/09/14 23:35:43", 2.240
"2013/09/14 23:35:45", 2.230
"2013/09/14 23:35:47", 2.240
"2013/09/14 23:35:49", 2.250
"2013/09/14 23:35:51", 2.280
"2013/09/14 23:35:53", 2.250
"2013/09/14 23:35:55", 2.260
"2013/09/14 23:35:57", 2.250
"2013/09/14 23:35:59", 2.260
"2013/09/14 23:36:01", 2.250
"2013/09/14 23:36:03", 2.230
"2013/09/14 23:38:38", 2.230
"2013/09/14 23:38:40", 2.200
"2013/09/14 23:38:42", 2.190
"2013/09/14 23:38:44", 2.190
"2013/09/14 23:38:46", 2.190
"2013/09/14 23:38:48", 2.200
"2013/09/14 23:38:50", 2.250
"2013/09/14 23:38:52", 2.210
"2013/09/14 23:38:54", 2.210
"2013/09/14 23:38:56", 2.210
"2013/09/14 23:38:58", 2.200
"2013/09/14 23:39:00", 2.210
"2013/09/14 23:39:02", 2.190
"2013/09/14 23:39:04", 2.200
"2013/09/14 23:39:06", 2.200
"2013/09/14 23:39:08", 2.190
"2013/09/14 23:39:10", 2.180
"2013/09/14 23:39:12", 2.180
"2013/09/14 23:39:14", 2.180
"2013/09/14 23:39:16", 2.180
"2013/09/14 23:39:18", 2.190
"2013/09/14 23:39:20", 2.180
"2013/09/14 23:39:22", 2.180
"2013/09/14 23:39:24", 2.190
"2013/09/14 23:39:26", 2.200
"2013/09/14 23:39:28", 2.200
"2013/09/14 23:39:30", 2.200
"2013/09/14 23:39:32", 2.190
"2013/09/14 23:39:34", 2.200
"2013/09/14 23:39:36", 2.190
"2013/09/14 23:39:38", 2.190
"2013/09/14 23:39:40", 2.200
"2013/09/14 23:39:42", 2.190
"2013/09/14 23:39:44", 2.190
"2013/09/14 23:39:46", 2.200
"2013/09/14 23:39:48", 2.200
"2013/09/14 23:39:50", 2.190
"2013/09/14 23:39:52", 2.190
"2013/09/14 23:39:54", 2.190
"2013/09/14 23:39:56", 2.190
"2013/09/14 23:39:58", 2.200
"2013/09/14 23:40:00", 2.190
"2013/09/14 23:40:02", 2.190
"2013/09/14 23:41:40", 2.240
"2013/09/14 23:41:42", 2.230
"2013/09/14 23:41:44", 2.200
"2013/09/14 23:41:46", 2.220
"2013/09/14 23:41:48", 2.220
"2013/09/14 23:41:50", 2.210
"2013/09/14 23:41:52", 2.220
"2013/09/14 23:41:54", 2.210
"2013/09/14 23:41:56", 2.210
"2013/09/14 23:41:58", 2.200
"2013/09/14 23:42:00", 2.200
"2013/09/14 23:42:02", 2.210
"2013/09/14 23:44:39", 2.230
"2013/09/14 23:44:41", 2.240
"2013/09/14 23:44:43", 2.240
"2013/09/14 23:44:45", 2.220
"2013/09/14 23:44:47", 2.240
"2013/09/14 23:44:49", 2.250
"2013/09/14 23:44:51", 2.230
"2013/09/14 23:44:53", 2.220
"2013/09/14 23:44:55", 2.220
"2013/09/14 23:44:57", 2.210
"2013/09/14 23:44:59", 2.220
"2013/09/14 23:45:01", 2.210
"2013/09/14 23:45:03", 2.210
"2013/09/14 23:47:39", 2.230
"2013/09/14 23:47:41", 2.240
"2013/09/14 23:47:43", 2.260
"2013/09/14 23:47:45", 2.250
"2013/09/14 23:47:47", 2.250
"2013/09/14 23:47:49", 2.240
"2013/09/14 23:47:52", 2.230
"2013/09/14 23:47:53", 2.230
"2013/09/14 23:47:56", 2.240
"2013/09/14 23:47:57", 2.230
"2013/09/14 23:48:00", 2.220
"2013/09/14 23:48:02", 2.220
"2013/09/14 23:48:04", 2.220
"2013/09/14 23:50:40", 2.250
"2013/09/14 23:50:42", 2.220
"2013/09/14 23:50:44", 2.240
"2013/09/14 23:50:46", 2.260
"2013/09/14 23:50:48", 2.220
"2013/09/14 23:50:50", 2.220
"2013/09/14 23:50:52", 2.230
"2013/09/14 23:50:54", 2.220
"2013/09/14 23:50:56", 2.210
"2013/09/14 23:50:58", 2.220
"2013/09/14 23:51:00", 2.220
"2013/09/14 23:51:02", 2.220
"2013/09/14 23:53:39", 2.220
"2013/09/14 23:53:41", 2.210
"2013/09/14 23:53:43", 2.210
"2013/09/14 23:53:45", 2.200
"2013/09/14 23:53:47", 2.200
"2013/09/14 23:53:49", 2.190
"2013/09/14 23:53:51", 2.190
"2013/09/14 23:53:53", 2.180
"2013/09/14 23:53:55", 2.180
"2013/09/14 23:53:57", 2.190
"2013/09/14 23:53:59", 2.220
"2013/09/14 23:54:01", 2.210
"2013/09/14 23:54:03", 2.220
"2013/09/14 23:56:39", 2.180
"2013/09/14 23:56:41", 2.200
"2013/09/14 23:56:43", 2.210
"2013/09/14 23:56:45", 2.180
"2013/09/14 23:56:47", 2.160
"2013/09/14 23:56:49", 2.160
"2013/09/14 23:56:51", 2.170
"2013/09/14 23:56:53", 2.160
"2013/09/14 23:56:55", 2.150
"2013/09/14 23:56:57", 2.130
"2013/09/14 23:56:59", 2.140
"2013/09/14 23:57:01", 2.180
"2013/09/14 23:57:03", 2.150
"2013/09/14 23:59:38", 2.160
"2013/09/14 23:59:40", 2.170
"2013/09/14 23:59:42", 2.160
"2013/09/14 23:59:44", 2.150
"2013/09/14 23:59:46", 2.150
"2013/09/14 23:59:48", 2.160
"2013/09/14 23:59:50", 2.160
"2013/09/14 23:59:52", 2.170
"2013/09/14 23:59:54", 2.190
"2013/09/14 23:59:56", 2.200
"2013/09/14 23:59:58", 2.180
"2013/09/15 00:00:00", 2.160
"2013/09/15 00:00:02", 2.140
"2013/09/15 00:02:38", 2.190
"2013/09/15 00:02:40", 2.190
"2013/09/15 00:02:42", 2.210
"2013/09/15 00:02:44", 2.170
"2013/09/15 00:02:46", 2.170
"2013/09/15 00:02:48", 2.160
"2013/09/15 00:02:50", 2.160
"2013/09/15 00:02:52", 2.180
"2013/09/15 00:02:54", 2.170
"2013/09/15 00:02:56", 2.160
"2013/09/15 00:02:58", 2.160
"2013/09/15 00:03:00", 2.160
"2013/09/15 00:03:02", 2.170
"2013/09/15 00:05:39", 2.180
"2013/09/15 00:05:41", 2.170
"2013/09/15 00:05:43", 2.210
"2013/09/15 00:05:45", 2.180
"2013/09/15 00:05:47", 2.190
"2013/09/15 00:05:49", 2.180
"2013/09/15 00:05:51", 2.180
"2013/09/15 00:05:53", 2.180
"2013/09/15 00:05:55", 2.160
"2013/09/15 00:05:57", 2.160
"2013/09/15 00:05:59", 2.210
"2013/09/15 00:06:01", 2.190
"2013/09/15 00:06:03", 2.180
"2013/09/15 00:08:40", 2.170
"2013/09/15 00:08:42", 2.170
"2013/09/15 00:08:44", 2.170
"2013/09/15 00:08:46", 2.150
"2013/09/15 00:08:48", 2.160
"2013/09/15 00:08:50", 2.160
"2013/09/15 00:08:52", 2.150
"2013/09/15 00:08:54", 2.150
"2013/09/15 00:08:56", 2.160
"2013/09/15 00:08:58", 2.160
"2013/09/15 00:09:00", 2.180
"2013/09/15 00:09:02", 2.160
"2013/09/15 00:11:40", 2.190
"2013/09/15 00:11:42", 2.230
"2013/09/15 00:11:44", 2.240
"2013/09/15 00:11:46", 2.210
"2013/09/15 00:11:48", 2.210
"2013/09/15 00:11:50", 2.210
"2013/09/15 00:11:52", 2.190
"2013/09/15 00:11:54", 2.210
"2013/09/15 00:11:56", 2.190
"2013/09/15 00:11:58", 2.180
"2013/09/15 00:12:00", 2.180
"2013/09/15 00:12:02", 2.170
"2013/09/15 00:12:04", 2.180
"2013/09/15 00:14:39", 2.230
"2013/09/15 00:14:41", 2.230
"2013/09/15 00:14:43", 2.220
"2013/09/15 00:14:45", 2.230
"2013/09/15 00:14:47", 2.200
"2013/09/15 00:14:49", 2.170
"2013/09/15 00:14:51", 2.160
"2013/09/15 00:14:53", 2.170
"2013/09/15 00:14:55", 2.160
"2013/09/15 00:14:57", 2.160
"2013/09/15 00:14:59", 2.160
"2013/09/15 00:15:01", 2.180
"2013/09/15 00:15:03", 2.180
"2013/09/15 00:17:39", 2.180
"2013/09/15 00:17:41", 2.170
"2013/09/15 00:17:43", 2.170
"2013/09/15 00:17:45", 2.170
"2013/09/15 00:17:47", 2.170
"2013/09/15 00:17:49", 2.160
"2013/09/15 00:17:51", 2.160
"2013/09/15 00:17:53", 2.160
"2013/09/15 00:17:55", 2.160
"2013/09/15 00:17:57", 2.160
"2013/09/15 00:17:59", 2.150
"2013/09/15 00:18:01", 2.150
"2013/09/15 00:18:03", 2.150
"2013/09/15 00:23:38", 2.180
"2013/09/15 00:23:40", 2.180
"2013/09/15 00:23:42", 2.170
"2013/09/15 00:23:44", 2.180
"2013/09/15 00:23:46", 2.180
"2013/09/15 00:23:48", 2.160
"2013/09/15 00:23:50", 2.160
"2013/09/15 00:23:52", 2.160
"2013/09/15 00:23:54", 2.170
"2013/09/15 00:23:56", 2.170
"2013/09/15 00:23:58", 2.170
"2013/09/15 00:24:00", 2.160
"2013/09/15 00:24:02", 2.160
"2013/09/15 00:26:39", 2.160
"2013/09/15 00:26:41", 2.160
"2013/09/15 00:26:43", 2.150
