time[YYYY-MM-DD hh:mm:ss PST], turbidity
"2013/09/10 18:26:47", 2.050
"2013/09/10 18:26:49", 2.070
"2013/09/10 18:26:51", 2.070
"2013/09/10 18:26:53", 2.070
"2013/09/10 18:26:55", 2.060
"2013/09/10 18:26:57", 2.060
"2013/09/10 18:26:59", 2.060
"2013/09/10 18:27:01", 2.060
"2013/09/10 18:29:39", 2.060
"2013/09/10 18:29:41", 2.060
"2013/09/10 18:29:43", 2.060
"2013/09/10 18:29:45", 2.060
"2013/09/10 18:29:47", 2.060
"2013/09/10 18:29:49", 2.060
"2013/09/10 18:29:51", 2.060
"2013/09/10 18:29:53", 2.060
"2013/09/10 18:29:55", 2.060
"2013/09/10 18:29:57", 2.060
"2013/09/10 18:29:59", 2.060
"2013/09/10 18:30:01", 2.070
"2013/09/10 18:32:39", 2.060
"2013/09/10 18:32:41", 2.060
"2013/09/10 18:32:43", 2.060
"2013/09/10 18:32:45", 2.070
"2013/09/10 18:32:47", 2.060
"2013/09/10 18:32:49", 2.060
"2013/09/10 18:32:51", 2.060
"2013/09/10 18:32:53", 2.070
"2013/09/10 18:32:55", 2.060
"2013/09/10 18:32:57", 2.070
"2013/09/10 18:32:59", 2.060
"2013/09/10 18:33:01", 2.070
"2013/09/10 18:35:37", 2.060
"2013/09/10 18:35:39", 2.060
"2013/09/10 18:35:41", 2.060
"2013/09/10 18:35:43", 2.060
"2013/09/10 18:35:45", 2.060
"2013/09/10 18:35:47", 2.060
"2013/09/10 18:35:49", 2.060
"2013/09/10 18:35:51", 2.060
"2013/09/10 18:35:53", 2.060
"2013/09/10 18:35:55", 2.060
"2013/09/10 18:35:57", 2.060
"2013/09/10 18:35:59", 2.060
"2013/09/10 18:36:01", 2.060
"2013/09/10 18:38:39", 2.050
"2013/09/10 18:38:41", 2.050
"2013/09/10 18:38:43", 2.050
"2013/09/10 18:38:45", 2.060
"2013/09/10 18:38:47", 2.050
"2013/09/10 18:38:49", 2.050
"2013/09/10 18:38:51", 2.060
"2013/09/10 18:38:53", 2.060
"2013/09/10 18:38:55", 2.060
"2013/09/10 18:38:57", 2.050
"2013/09/10 18:38:59", 2.050
"2013/09/10 18:39:01", 2.060
"2013/09/10 18:39:03", 2.050
"2013/09/10 18:39:05", 2.050
"2013/09/10 18:39:07", 2.060
"2013/09/10 18:39:09", 2.050
"2013/09/10 18:39:11", 2.060
"2013/09/10 18:39:13", 2.060
"2013/09/10 18:39:15", 2.060
"2013/09/10 18:39:17", 2.060
"2013/09/10 18:39:19", 2.060
"2013/09/10 18:39:21", 2.060
"2013/09/10 18:39:23", 2.060
"2013/09/10 18:39:25", 2.070
"2013/09/10 18:39:27", 2.070
"2013/09/10 18:39:29", 2.080
"2013/09/10 18:39:31", 2.080
"2013/09/10 18:39:33", 2.080
"2013/09/10 18:39:35", 2.080
"2013/09/10 18:39:37", 2.080
"2013/09/10 18:39:39", 2.080
"2013/09/10 18:39:41", 2.070
"2013/09/10 18:39:43", 2.070
"2013/09/10 18:39:45", 2.070
"2013/09/10 18:39:47", 2.070
"2013/09/10 18:39:49", 2.070
"2013/09/10 18:39:51", 2.060
"2013/09/10 18:39:53", 2.070
"2013/09/10 18:39:55", 2.060
"2013/09/10 18:39:57", 2.070
"2013/09/10 18:39:59", 2.060
"2013/09/10 18:40:01", 2.070
"2013/09/10 18:40:03", 2.070
"2013/09/10 18:41:45", 2.070
"2013/09/10 18:41:47", 2.070
"2013/09/10 18:41:49", 2.070
"2013/09/10 18:41:51", 2.060
"2013/09/10 18:41:53", 2.050
"2013/09/10 18:41:55", 2.060
"2013/09/10 18:41:57", 2.060
"2013/09/10 18:41:59", 2.060
"2013/09/10 18:42:01", 2.060
"2013/09/10 18:44:39", 2.060
"2013/09/10 18:44:41", 2.060
"2013/09/10 18:44:43", 2.070
"2013/09/10 18:44:45", 2.070
"2013/09/10 18:44:47", 2.070
"2013/09/10 18:44:49", 2.060
"2013/09/10 18:44:51", 2.060
"2013/09/10 18:44:53", 2.070
"2013/09/10 18:44:55", 2.070
"2013/09/10 18:44:57", 2.070
"2013/09/10 18:44:59", 2.060
"2013/09/10 18:45:01", 2.070
"2013/09/10 18:47:39", 2.060
"2013/09/10 18:47:41", 2.060
"2013/09/10 18:47:43", 2.060
"2013/09/10 18:47:45", 2.060
"2013/09/10 18:47:47", 2.060
"2013/09/10 18:47:49", 2.060
"2013/09/10 18:47:51", 2.070
"2013/09/10 18:47:53", 2.070
"2013/09/10 18:47:55", 2.070
"2013/09/10 18:47:57", 2.070
"2013/09/10 18:47:59", 2.070
"2013/09/10 18:48:01", 2.070
"2013/09/10 18:50:39", 2.080
"2013/09/10 18:50:41", 2.080
"2013/09/10 18:50:43", 2.090
"2013/09/10 18:50:45", 2.090
"2013/09/10 18:50:47", 2.080
"2013/09/10 18:50:49", 2.070
"2013/09/10 18:50:51", 2.080
"2013/09/10 18:50:53", 2.080
"2013/09/10 18:50:55", 2.080
"2013/09/10 18:50:57", 2.080
"2013/09/10 18:50:59", 2.080
"2013/09/10 18:51:01", 2.070
"2013/09/10 18:53:37", 2.080
"2013/09/10 18:53:39", 2.080
"2013/09/10 18:53:41", 2.080
"2013/09/10 18:53:43", 2.080
"2013/09/10 18:53:45", 2.080
"2013/09/10 18:53:47", 2.080
"2013/09/10 18:53:49", 2.090
"2013/09/10 18:53:51", 2.080
"2013/09/10 18:53:53", 2.080
"2013/09/10 18:53:55", 2.090
"2013/09/10 18:53:57", 2.090
"2013/09/10 18:53:59", 2.090
"2013/09/10 18:54:01", 2.080
"2013/09/10 18:56:37", 2.080
"2013/09/10 18:56:39", 2.080
"2013/09/10 18:56:41", 2.070
"2013/09/10 18:56:43", 2.070
"2013/09/10 18:56:45", 2.070
"2013/09/10 18:56:47", 2.070
"2013/09/10 18:56:49", 2.070
"2013/09/10 18:56:51", 2.070
"2013/09/10 18:56:53", 2.060
"2013/09/10 18:56:55", 2.070
"2013/09/10 18:56:57", 2.070
"2013/09/10 18:56:59", 2.070
"2013/09/10 18:57:01", 2.080
"2013/09/10 18:59:37", 2.060
"2013/09/10 18:59:39", 2.070
"2013/09/10 18:59:41", 2.060
"2013/09/10 18:59:43", 2.060
"2013/09/10 18:59:45", 2.060
"2013/09/10 18:59:47", 2.060
"2013/09/10 18:59:49", 2.050
"2013/09/10 18:59:51", 2.060
"2013/09/10 18:59:53", 2.060
"2013/09/10 18:59:55", 2.060
"2013/09/10 18:59:57", 2.060
"2013/09/10 18:59:59", 2.060
"2013/09/10 19:00:01", 2.060
"2013/09/10 19:02:39", 2.070
"2013/09/10 19:02:41", 2.060
"2013/09/10 19:02:43", 2.060
"2013/09/10 19:02:45", 2.060
"2013/09/10 19:02:47", 2.060
"2013/09/10 19:02:49", 2.060
"2013/09/10 19:02:51", 2.060
"2013/09/10 19:02:53", 2.070
"2013/09/10 19:02:55", 2.070
"2013/09/10 19:02:57", 2.060
"2013/09/10 19:02:59", 2.060
"2013/09/10 19:03:01", 2.060
"2013/09/10 19:05:39", 2.070
"2013/09/10 19:05:41", 2.060
"2013/09/10 19:05:43", 2.070
"2013/09/10 19:05:45", 2.070
"2013/09/10 19:05:47", 2.070
"2013/09/10 19:05:49", 2.060
"2013/09/10 19:05:51", 2.070
"2013/09/10 19:05:53", 2.060
"2013/09/10 19:05:55", 2.060
"2013/09/10 19:05:57", 2.060
"2013/09/10 19:05:59", 2.060
"2013/09/10 19:06:01", 2.070
"2013/09/10 19:08:39", 2.090
"2013/09/10 19:08:41", 2.090
"2013/09/10 19:08:43", 2.080
"2013/09/10 19:08:45", 2.080
"2013/09/10 19:08:47", 2.080
"2013/09/10 19:08:49", 2.090
"2013/09/10 19:08:51", 2.090
"2013/09/10 19:08:53", 2.090
"2013/09/10 19:08:55", 2.080
"2013/09/10 19:08:57", 2.080
"2013/09/10 19:08:59", 2.090
"2013/09/10 19:09:01", 2.090
"2013/09/10 19:11:41", 2.090
"2013/09/10 19:11:43", 2.090
"2013/09/10 19:11:45", 2.080
"2013/09/10 19:11:47", 2.080
"2013/09/10 19:11:49", 2.090
"2013/09/10 19:11:51", 2.090
"2013/09/10 19:11:53", 2.090
"2013/09/10 19:11:55", 2.090
"2013/09/10 19:11:57", 2.090
"2013/09/10 19:11:59", 2.090
"2013/09/10 19:12:01", 2.090
"2013/09/10 19:14:37", 2.070
"2013/09/10 19:14:39", 2.070
"2013/09/10 19:14:41", 2.070
"2013/09/10 19:14:43", 2.070
"2013/09/10 19:14:45", 2.070
"2013/09/10 19:14:47", 2.080
"2013/09/10 19:14:49", 2.070
"2013/09/10 19:14:51", 2.060
"2013/09/10 19:14:53", 2.060
"2013/09/10 19:14:55", 2.070
"2013/09/10 19:14:57", 2.070
"2013/09/10 19:14:59", 2.070
"2013/09/10 19:15:01", 2.070
"2013/09/10 19:17:37", 2.070
"2013/09/10 19:17:39", 2.070
"2013/09/10 19:17:41", 2.070
"2013/09/10 19:17:43", 2.070
"2013/09/10 19:17:45", 2.070
"2013/09/10 19:17:47", 2.070
"2013/09/10 19:17:49", 2.070
"2013/09/10 19:17:51", 2.060
"2013/09/10 19:17:53", 2.070
"2013/09/10 19:17:55", 2.070
"2013/09/10 19:17:57", 2.070
"2013/09/10 19:17:59", 2.060
"2013/09/10 19:18:01", 2.070
"2013/09/10 19:23:37", 2.120
"2013/09/10 19:23:39", 2.120
"2013/09/10 19:23:41", 2.110
"2013/09/10 19:23:43", 2.120
"2013/09/10 19:23:45", 2.110
"2013/09/10 19:23:47", 2.110
"2013/09/10 19:23:49", 2.120
"2013/09/10 19:23:51", 2.110
"2013/09/10 19:23:53", 2.110
"2013/09/10 19:23:55", 2.110
"2013/09/10 19:23:57", 2.110
"2013/09/10 19:23:59", 2.120
"2013/09/10 19:24:01", 2.130
"2013/09/10 19:26:37", 2.130
"2013/09/10 19:26:39", 2.130
"2013/09/10 19:26:41", 2.120
"2013/09/10 19:26:43", 2.130
"2013/09/10 19:26:45", 2.150
"2013/09/10 19:26:47", 2.140
"2013/09/10 19:26:49", 2.130
"2013/09/10 19:26:51", 2.130
"2013/09/10 19:26:53", 2.140
"2013/09/10 19:26:55", 2.140
"2013/09/10 19:26:57", 2.130
"2013/09/10 19:26:59", 2.130
"2013/09/10 19:27:01", 2.130
"2013/09/10 19:29:37", 2.090
"2013/09/10 19:29:39", 2.090
"2013/09/10 19:29:41", 2.100
"2013/09/10 19:29:43", 2.090
"2013/09/10 19:29:45", 2.090
"2013/09/10 19:29:47", 2.100
"2013/09/10 19:29:49", 2.100
"2013/09/10 19:29:51", 2.100
"2013/09/10 19:29:53", 2.100
"2013/09/10 19:29:55", 2.100
"2013/09/10 19:29:57", 2.090
"2013/09/10 19:29:59", 2.090
"2013/09/10 19:30:01", 2.090
"2013/09/10 19:32:37", 2.100
"2013/09/10 19:32:39", 2.100
"2013/09/10 19:32:41", 2.100
"2013/09/10 19:32:43", 2.100
"2013/09/10 19:32:45", 2.100
"2013/09/10 19:32:47", 2.110
"2013/09/10 19:32:49", 2.100
"2013/09/10 19:32:51", 2.100
"2013/09/10 19:32:53", 2.100
"2013/09/10 19:32:55", 2.110
"2013/09/10 19:32:57", 2.100
"2013/09/10 19:32:59", 2.100
"2013/09/10 19:33:01", 2.100
"2013/09/10 19:35:37", 2.110
"2013/09/10 19:35:39", 2.100
"2013/09/10 19:35:41", 2.100
"2013/09/10 19:35:43", 2.100
"2013/09/10 19:35:45", 2.100
"2013/09/10 19:35:47", 2.100
"2013/09/10 19:35:49", 2.100
"2013/09/10 19:35:51", 2.100
"2013/09/10 19:35:53", 2.100
"2013/09/10 19:35:55", 2.090
"2013/09/10 19:35:57", 2.100
"2013/09/10 19:35:59", 2.100
"2013/09/10 19:36:01", 2.100
"2013/09/10 19:38:37", 2.090
"2013/09/10 19:38:39", 2.090
"2013/09/10 19:38:41", 2.090
"2013/09/10 19:38:43", 2.100
"2013/09/10 19:38:45", 2.100
"2013/09/10 19:38:47", 2.100
"2013/09/10 19:38:49", 2.100
"2013/09/10 19:38:51", 2.100
"2013/09/10 19:38:53", 2.090
"2013/09/10 19:38:55", 2.100
"2013/09/10 19:38:57", 2.100
"2013/09/10 19:38:59", 2.100
"2013/09/10 19:39:01", 2.100
"2013/09/10 19:39:03", 2.090
"2013/09/10 19:39:05", 2.100
"2013/09/10 19:39:07", 2.100
"2013/09/10 19:39:09", 2.100
"2013/09/10 19:39:11", 2.090
"2013/09/10 19:39:13", 2.090
"2013/09/10 19:39:15", 2.100
"2013/09/10 19:39:17", 2.100
"2013/09/10 19:39:19", 2.100
"2013/09/10 19:39:21", 2.100
"2013/09/10 19:39:23", 2.100
"2013/09/10 19:39:25", 2.110
"2013/09/10 19:39:27", 2.100
"2013/09/10 19:39:29", 2.110
"2013/09/10 19:39:31", 2.110
"2013/09/10 19:39:33", 2.120
"2013/09/10 19:39:35", 2.120
"2013/09/10 19:39:37", 2.120
"2013/09/10 19:39:39", 2.120
"2013/09/10 19:39:41", 2.110
"2013/09/10 19:39:43", 2.110
"2013/09/10 19:39:45", 2.100
"2013/09/10 19:39:47", 2.100
"2013/09/10 19:39:49", 2.100
"2013/09/10 19:39:51", 2.100
"2013/09/10 19:39:53", 2.100
"2013/09/10 19:39:55", 2.100
"2013/09/10 19:39:57", 2.090
"2013/09/10 19:39:59", 2.100
"2013/09/10 19:40:01", 2.090
"2013/09/10 19:40:03", 2.090
"2013/09/10 19:41:37", 2.090
"2013/09/10 19:41:39", 2.090
"2013/09/10 19:41:41", 2.090
"2013/09/10 19:41:43", 2.090
"2013/09/10 19:41:45", 2.090
"2013/09/10 19:41:47", 2.090
"2013/09/10 19:41:49", 2.090
"2013/09/10 19:41:51", 2.090
"2013/09/10 19:41:53", 2.090
"2013/09/10 19:41:55", 2.090
"2013/09/10 19:41:57", 2.090
"2013/09/10 19:41:59", 2.090
"2013/09/10 19:42:01", 2.090
"2013/09/10 19:44:37", 2.090
"2013/09/10 19:44:39", 2.090
"2013/09/10 19:44:41", 2.100
"2013/09/10 19:44:43", 2.100
"2013/09/10 19:44:45", 2.100
"2013/09/10 19:44:47", 2.100
"2013/09/10 19:44:49", 2.100
"2013/09/10 19:44:51", 2.090
"2013/09/10 19:44:53", 2.100
"2013/09/10 19:44:55", 2.100
"2013/09/10 19:44:57", 2.090
"2013/09/10 19:44:59", 2.090
"2013/09/10 19:45:01", 2.090
"2013/09/10 19:47:37", 2.140
"2013/09/10 19:47:39", 2.140
"2013/09/10 19:47:41", 2.130
"2013/09/10 19:47:43", 2.130
"2013/09/10 19:47:45", 2.150
"2013/09/10 19:47:47", 2.150
"2013/09/10 19:47:49", 2.140
"2013/09/10 19:47:51", 2.150
"2013/09/10 19:47:53", 2.130
"2013/09/10 19:47:55", 2.140
"2013/09/10 19:47:57", 2.140
"2013/09/10 19:47:59", 2.130
"2013/09/10 19:48:01", 2.130
"2013/09/10 19:50:37", 2.100
"2013/09/10 19:50:39", 2.110
"2013/09/10 19:50:41", 2.110
"2013/09/10 19:50:43", 2.110
"2013/09/10 19:50:45", 2.110
"2013/09/10 19:50:47", 2.110
"2013/09/10 19:50:49", 2.110
"2013/09/10 19:50:51", 2.100
"2013/09/10 19:50:53", 2.100
"2013/09/10 19:50:55", 2.100
"2013/09/10 19:50:57", 2.100
"2013/09/10 19:50:59", 2.100
"2013/09/10 19:51:01", 2.100
"2013/09/10 19:53:37", 2.100
"2013/09/10 19:53:39", 2.100
"2013/09/10 19:53:41", 2.100
"2013/09/10 19:53:43", 2.100
"2013/09/10 19:53:45", 2.100
"2013/09/10 19:53:47", 2.110
"2013/09/10 19:53:49", 2.110
"2013/09/10 19:53:51", 2.100
"2013/09/10 19:53:53", 2.100
"2013/09/10 19:53:55", 2.110
"2013/09/10 19:53:57", 2.100
"2013/09/10 19:53:59", 2.090
"2013/09/10 19:54:01", 2.090
"2013/09/10 19:56:37", 2.090
"2013/09/10 19:56:39", 2.090
"2013/09/10 19:56:41", 2.090
"2013/09/10 19:56:43", 2.090
"2013/09/10 19:56:45", 2.090
"2013/09/10 19:56:47", 2.090
"2013/09/10 19:56:49", 2.090
"2013/09/10 19:56:51", 2.090
"2013/09/10 19:56:53", 2.090
"2013/09/10 19:56:55", 2.090
"2013/09/10 19:56:57", 2.090
"2013/09/10 19:56:59", 2.100
"2013/09/10 19:57:01", 2.090
"2013/09/10 19:59:37", 2.120
"2013/09/10 19:59:39", 2.130
"2013/09/10 19:59:41", 2.130
"2013/09/10 19:59:43", 2.130
"2013/09/10 19:59:45", 2.130
"2013/09/10 19:59:47", 2.130
"2013/09/10 19:59:49", 2.130
"2013/09/10 19:59:51", 2.140
"2013/09/10 19:59:53", 2.130
"2013/09/10 19:59:55", 2.130
"2013/09/10 19:59:57", 2.120
"2013/09/10 19:59:59", 2.120
"2013/09/10 20:00:01", 2.120
"2013/09/10 20:02:39", 2.130
"2013/09/10 20:02:41", 2.130
"2013/09/10 20:02:43", 2.130
"2013/09/10 20:02:45", 2.130
"2013/09/10 20:02:47", 2.130
"2013/09/10 20:02:49", 2.130
"2013/09/10 20:02:51", 2.130
"2013/09/10 20:02:53", 2.130
"2013/09/10 20:02:55", 2.130
"2013/09/10 20:02:57", 2.130
"2013/09/10 20:02:59", 2.130
"2013/09/10 20:03:01", 2.130
"2013/09/10 20:05:39", 2.110
"2013/09/10 20:05:41", 2.120
"2013/09/10 20:05:43", 2.120
"2013/09/10 20:05:45", 2.120
"2013/09/10 20:05:47", 2.110
"2013/09/10 20:05:49", 2.110
"2013/09/10 20:05:51", 2.120
"2013/09/10 20:05:53", 2.110
"2013/09/10 20:05:55", 2.120
"2013/09/10 20:05:57", 2.120
"2013/09/10 20:05:59", 2.120
"2013/09/10 20:06:01", 2.110
"2013/09/10 20:08:37", 2.100
"2013/09/10 20:08:39", 2.100
"2013/09/10 20:08:41", 2.100
"2013/09/10 20:08:43", 2.100
"2013/09/10 20:08:45", 2.100
"2013/09/10 20:08:47", 2.100
"2013/09/10 20:08:49", 2.110
"2013/09/10 20:08:51", 2.110
"2013/09/10 20:08:53", 2.110
"2013/09/10 20:08:55", 2.110
"2013/09/10 20:08:57", 2.110
"2013/09/10 20:08:59", 2.110
"2013/09/10 20:09:01", 2.110
"2013/09/10 20:11:37", 2.120
"2013/09/10 20:11:39", 2.120
"2013/09/10 20:11:41", 2.120
"2013/09/10 20:11:43", 2.120
"2013/09/10 20:11:45", 2.120
"2013/09/10 20:11:47", 2.130
"2013/09/10 20:11:49", 2.120
"2013/09/10 20:11:51", 2.130
"2013/09/10 20:11:53", 2.130
"2013/09/10 20:11:55", 2.120
"2013/09/10 20:11:57", 2.130
"2013/09/10 20:11:59", 2.130
"2013/09/10 20:12:01", 2.130
"2013/09/10 20:14:39", 2.170
"2013/09/10 20:14:41", 2.180
"2013/09/10 20:14:43", 2.170
"2013/09/10 20:14:45", 2.180
"2013/09/10 20:14:47", 2.190
"2013/09/10 20:14:49", 2.180
"2013/09/10 20:14:51", 2.200
"2013/09/10 20:14:53", 2.210
"2013/09/10 20:14:55", 2.180
"2013/09/10 20:14:57", 2.170
"2013/09/10 20:14:59", 2.170
"2013/09/10 20:15:01", 2.160
"2013/09/10 20:17:39", 2.120
"2013/09/10 20:17:41", 2.130
"2013/09/10 20:17:43", 2.130
"2013/09/10 20:17:45", 2.130
"2013/09/10 20:17:47", 2.130
"2013/09/10 20:17:49", 2.130
"2013/09/10 20:17:51", 2.140
"2013/09/10 20:17:53", 2.130
"2013/09/10 20:17:55", 2.130
"2013/09/10 20:17:57", 2.130
"2013/09/10 20:17:59", 2.130
"2013/09/10 20:18:01", 2.130
"2013/09/10 20:23:39", 2.140
"2013/09/10 20:23:41", 2.140
"2013/09/10 20:23:43", 2.140
"2013/09/10 20:23:45", 2.140
"2013/09/10 20:23:47", 2.140
"2013/09/10 20:23:49", 2.140
"2013/09/10 20:23:51", 2.150
"2013/09/10 20:23:53", 2.160
"2013/09/10 20:23:55", 2.150
"2013/09/10 20:23:57", 2.150
"2013/09/10 20:23:59", 2.150
"2013/09/10 20:24:01", 2.140
"2013/09/10 20:26:41", 3.200
"2013/09/10 20:26:43", 2.990
"2013/09/10 20:26:45", 2.970
"2013/09/10 20:26:47", 3.320
"2013/09/10 20:26:49", 3.180
"2013/09/10 20:26:51", 2.700
"2013/09/10 20:26:53", 2.490
"2013/09/10 20:26:55", 2.590
"2013/09/10 20:26:57", 2.550
"2013/09/10 20:26:59", 2.490
"2013/09/10 20:27:01", 2.530
"2013/09/10 20:29:37", 2.160
"2013/09/10 20:29:39", 2.160
"2013/09/10 20:29:41", 2.160
"2013/09/10 20:29:43", 2.170
"2013/09/10 20:29:45", 2.180
"2013/09/10 20:29:47", 2.170
"2013/09/10 20:29:49", 2.170
"2013/09/10 20:29:51", 2.160
"2013/09/10 20:29:53", 2.160
"2013/09/10 20:29:55", 2.150
"2013/09/10 20:29:57", 2.160
"2013/09/10 20:29:59", 2.150
"2013/09/10 20:30:01", 2.150
"2013/09/10 20:32:37", 2.160
"2013/09/10 20:32:39", 2.160
"2013/09/10 20:32:41", 2.150
"2013/09/10 20:32:43", 2.160
"2013/09/10 20:32:45", 2.150
"2013/09/10 20:32:47", 2.160
"2013/09/10 20:32:49", 2.160
"2013/09/10 20:32:51", 2.150
"2013/09/10 20:32:53", 2.150
"2013/09/10 20:32:55", 2.140
"2013/09/10 20:32:57", 2.140
"2013/09/10 20:32:59", 2.140
"2013/09/10 20:33:01", 2.150
"2013/09/10 20:35:37", 2.130
"2013/09/10 20:35:39", 2.130
"2013/09/10 20:35:41", 2.140
"2013/09/10 20:35:43", 2.130
"2013/09/10 20:35:45", 2.130
"2013/09/10 20:35:47", 2.130
"2013/09/10 20:35:49", 2.130
"2013/09/10 20:35:51", 2.130
"2013/09/10 20:35:53", 2.130
"2013/09/10 20:35:55", 2.130
"2013/09/10 20:35:57", 2.120
"2013/09/10 20:35:59", 2.120
"2013/09/10 20:36:01", 2.120
"2013/09/10 20:38:37", 2.130
"2013/09/10 20:38:39", 2.140
"2013/09/10 20:38:41", 2.130
"2013/09/10 20:38:43", 2.120
"2013/09/10 20:38:45", 2.120
"2013/09/10 20:38:47", 2.130
"2013/09/10 20:38:49", 2.120
"2013/09/10 20:38:51", 2.130
"2013/09/10 20:38:53", 2.180
"2013/09/10 20:38:55", 2.140
"2013/09/10 20:38:57", 2.120
"2013/09/10 20:38:59", 2.120
"2013/09/10 20:39:01", 2.120
"2013/09/10 20:39:03", 2.120
"2013/09/10 20:39:05", 2.120
"2013/09/10 20:39:07", 2.120
"2013/09/10 20:39:09", 2.120
"2013/09/10 20:39:11", 2.130
"2013/09/10 20:39:13", 2.130
"2013/09/10 20:39:15", 2.130
"2013/09/10 20:39:17", 2.120
"2013/09/10 20:39:19", 2.120
"2013/09/10 20:39:21", 2.130
"2013/09/10 20:39:23", 2.130
"2013/09/10 20:39:25", 2.130
"2013/09/10 20:39:27", 2.140
"2013/09/10 20:39:29", 2.150
"2013/09/10 20:39:31", 2.150
"2013/09/10 20:39:33", 2.150
"2013/09/10 20:39:35", 2.150
"2013/09/10 20:39:37", 2.150
"2013/09/10 20:39:39", 2.150
"2013/09/10 20:39:41", 2.150
"2013/09/10 20:39:43", 2.140
"2013/09/10 20:39:45", 2.140
"2013/09/10 20:39:47", 2.140
"2013/09/10 20:39:49", 2.130
"2013/09/10 20:39:51", 2.130
"2013/09/10 20:39:53", 2.130
"2013/09/10 20:39:55", 2.130
"2013/09/10 20:39:57", 2.130
"2013/09/10 20:39:59", 2.120
"2013/09/10 20:40:01", 2.120
"2013/09/10 20:40:03", 2.130
"2013/09/10 20:41:37", 2.120
"2013/09/10 20:41:39", 2.130
"2013/09/10 20:41:41", 2.130
"2013/09/10 20:41:43", 2.120
"2013/09/10 20:41:45", 2.120
"2013/09/10 20:41:47", 2.120
"2013/09/10 20:41:51", 2.120
"2013/09/10 20:41:55", 2.120
"2013/09/10 20:41:59", 2.120
"2013/09/10 20:42:01", 2.120
"2013/09/10 20:44:37", 2.110
"2013/09/10 20:44:39", 2.110
"2013/09/10 20:44:41", 2.110
"2013/09/10 20:44:43", 2.110
"2013/09/10 20:44:45", 2.110
"2013/09/10 20:44:47", 2.120
"2013/09/10 20:44:49", 2.110
"2013/09/10 20:44:51", 2.110
"2013/09/10 20:44:53", 2.110
"2013/09/10 20:44:55", 2.110
"2013/09/10 20:44:57", 2.110
"2013/09/10 20:44:59", 2.120
"2013/09/10 20:47:37", 2.160
"2013/09/10 20:47:39", 2.180
"2013/09/10 20:47:41", 2.170
"2013/09/10 20:47:43", 2.160
"2013/09/10 20:47:45", 2.150
"2013/09/10 20:47:47", 2.170
"2013/09/10 20:47:49", 2.200
"2013/09/10 20:47:51", 2.170
"2013/09/10 20:47:53", 2.160
"2013/09/10 20:47:55", 2.150
"2013/09/10 20:47:57", 2.140
"2013/09/10 20:47:59", 2.160
"2013/09/10 20:48:01", 2.170
"2013/09/10 20:50:37", 2.130
"2013/09/10 20:50:39", 2.130
"2013/09/10 20:50:41", 2.130
"2013/09/10 20:50:43", 2.130
"2013/09/10 20:50:45", 2.140
"2013/09/10 20:50:47", 2.140
"2013/09/10 20:50:49", 2.140
"2013/09/10 20:50:51", 2.130
"2013/09/10 20:50:53", 2.130
"2013/09/10 20:50:55", 2.130
"2013/09/10 20:50:57", 2.130
"2013/09/10 20:50:59", 2.140
"2013/09/10 20:51:01", 2.150
"2013/09/10 20:53:37", 2.150
"2013/09/10 20:53:39", 2.150
"2013/09/10 20:53:41", 2.140
"2013/09/10 20:53:43", 2.140
"2013/09/10 20:53:45", 2.150
"2013/09/10 20:53:47", 2.160
"2013/09/10 20:53:49", 2.150
"2013/09/10 20:53:51", 2.140
"2013/09/10 20:53:53", 2.140
"2013/09/10 20:53:55", 2.150
"2013/09/10 20:53:57", 2.140
"2013/09/10 20:53:59", 2.150
"2013/09/10 20:54:01", 2.140
"2013/09/10 20:56:37", 2.140
"2013/09/10 20:56:39", 2.140
"2013/09/10 20:56:41", 2.130
"2013/09/10 20:56:43", 2.140
"2013/09/10 20:56:45", 2.140
"2013/09/10 20:56:47", 2.130
"2013/09/10 20:56:49", 2.140
"2013/09/10 20:56:51", 2.140
"2013/09/10 20:56:53", 2.140
"2013/09/10 20:56:55", 2.130
"2013/09/10 20:56:57", 2.140
"2013/09/10 20:56:59", 2.140
"2013/09/10 20:57:01", 2.150
"2013/09/10 20:59:37", 2.160
"2013/09/10 20:59:41", 2.160
"2013/09/10 20:59:45", 2.160
"2013/09/10 20:59:47", 2.150
"2013/09/10 20:59:49", 2.150
"2013/09/10 20:59:51", 2.150
"2013/09/10 20:59:53", 2.160
"2013/09/10 20:59:55", 2.160
"2013/09/10 20:59:57", 2.150
"2013/09/10 20:59:59", 2.150
"2013/09/10 21:00:01", 2.150
"2013/09/10 21:02:41", 2.140
"2013/09/10 21:02:43", 2.130
"2013/09/10 21:02:45", 2.140
"2013/09/10 21:02:47", 2.130
"2013/09/10 21:02:49", 2.140
"2013/09/10 21:02:51", 2.130
"2013/09/10 21:02:53", 2.130
"2013/09/10 21:02:55", 2.140
"2013/09/10 21:02:57", 2.140
"2013/09/10 21:02:59", 2.140
"2013/09/10 21:05:37", 2.150
"2013/09/10 21:05:39", 2.150
"2013/09/10 21:05:41", 2.150
"2013/09/10 21:05:43", 2.140
"2013/09/10 21:05:45", 2.130
"2013/09/10 21:05:47", 2.130
"2013/09/10 21:05:49", 2.130
"2013/09/10 21:05:51", 2.140
"2013/09/10 21:05:53", 2.140
"2013/09/10 21:05:55", 2.140
"2013/09/10 21:05:57", 2.140
"2013/09/10 21:05:59", 2.150
"2013/09/10 21:06:01", 2.140
"2013/09/10 21:08:37", 2.150
"2013/09/10 21:08:39", 2.150
