time[YYYY-MM-DD hh:mm:ss PST], water_salinity, water_electrical_conductivity, water_temperature
"2013/09/08 22:39:16", 4.841, 0.793, 20.628
"2013/09/08 22:39:21", 4.831, 0.792, 20.639
"2013/09/08 22:39:26", 4.821, 0.791, 20.647
"2013/09/08 22:39:31", 4.813, 0.790, 20.650
"2013/09/08 22:39:36", 4.811, 0.789, 20.650
"2013/09/08 22:39:41", 4.817, 0.790, 20.651
"2013/09/08 22:39:46", 4.823, 0.791, 20.656
"2013/09/08 22:39:51", 4.825, 0.792, 20.663
"2013/09/08 22:39:56", 4.821, 0.791, 20.665
"2013/09/08 22:40:01", 4.819, 0.791, 20.668
"2013/09/08 22:41:41", 5.026, 0.821, 20.578
"2013/09/08 22:41:46", 5.015, 0.819, 20.590
"2013/09/08 22:41:51", 5.003, 0.818, 20.599
"2013/09/08 22:41:56", 4.992, 0.816, 20.604
"2013/09/08 22:42:01", 4.987, 0.815, 20.612
"2013/09/08 22:44:41", 5.381, 0.873, 20.486
"2013/09/08 22:44:46", 5.353, 0.869, 20.493
"2013/09/08 22:44:51", 5.327, 0.865, 20.501
"2013/09/08 22:44:56", 5.313, 0.863, 20.507
"2013/09/08 22:45:01", 5.307, 0.862, 20.521
"2013/09/08 22:47:41", 5.580, 0.902, 20.431
"2013/09/08 22:47:46", 5.559, 0.899, 20.436
"2013/09/08 22:47:51", 5.548, 0.897, 20.441
"2013/09/08 22:47:56", 5.537, 0.896, 20.446
"2013/09/08 22:48:01", 5.523, 0.894, 20.453
"2013/09/08 22:50:41", 5.723, 0.922, 20.385
"2013/09/08 22:50:46", 5.691, 0.918, 20.392
"2013/09/08 22:50:51", 5.667, 0.914, 20.400
"2013/09/08 22:50:56", 5.649, 0.912, 20.406
"2013/09/08 22:51:01", 5.639, 0.910, 20.416
"2013/09/08 22:53:41", 5.863, 0.943, 20.341
"2013/09/08 22:53:46", 5.845, 0.940, 20.351
"2013/09/08 22:53:51", 5.820, 0.936, 20.357
"2013/09/08 22:53:56", 5.794, 0.933, 20.364
"2013/09/08 22:54:01", 5.773, 0.930, 20.373
"2013/09/08 22:56:41", 5.891, 0.947, 20.329
"2013/09/08 22:56:46", 5.903, 0.948, 20.337
"2013/09/08 22:56:51", 5.899, 0.948, 20.341
"2013/09/08 22:56:56", 5.867, 0.943, 20.347
"2013/09/08 22:57:01", 5.868, 0.944, 20.360
"2013/09/08 22:59:41", 5.952, 0.955, 20.300
"2013/09/08 22:59:46", 5.972, 0.958, 20.306
"2013/09/08 22:59:51", 5.944, 0.954, 20.312
"2013/09/08 22:59:56", 5.910, 0.949, 20.323
"2013/09/08 23:00:01", 5.948, 0.955, 20.331
"2013/09/08 23:02:41", 5.996, 0.960, 20.215
"2013/09/08 23:02:46", 5.905, 0.947, 20.246
"2013/09/08 23:02:51", 5.841, 0.938, 20.271
"2013/09/08 23:02:56", 5.808, 0.933, 20.291
"2013/09/08 23:03:01", 5.848, 0.940, 20.305
"2013/09/08 23:05:41", 6.140, 0.982, 20.245
"2013/09/08 23:05:46", 6.122, 0.979, 20.257
"2013/09/08 23:05:51", 6.118, 0.979, 20.263
"2013/09/08 23:05:56", 6.115, 0.979, 20.270
"2013/09/08 23:06:01", 6.091, 0.975, 20.282
"2013/09/08 23:08:41", 6.433, 1.024, 20.208
"2013/09/08 23:08:46", 6.443, 1.026, 20.214
"2013/09/08 23:08:51", 6.454, 1.028, 20.212
"2013/09/08 23:08:56", 6.457, 1.028, 20.219
"2013/09/08 23:09:01", 6.510, 1.036, 20.224
"2013/09/08 23:11:41", 7.583, 1.186, 19.941
"2013/09/08 23:11:46", 7.707, 1.204, 19.947
"2013/09/08 23:11:51", 8.044, 1.252, 19.895
"2013/09/08 23:11:56", 7.666, 1.197, 19.906
"2013/09/08 23:12:01", 7.736, 1.208, 19.932
"2013/09/08 23:14:41", 7.563, 1.183, 19.932
"2013/09/08 23:14:46", 7.444, 1.166, 19.931
"2013/09/08 23:14:51", 7.661, 1.197, 19.922
"2013/09/08 23:14:56", 7.499, 1.173, 19.914
"2013/09/08 23:15:01", 7.617, 1.191, 19.935
"2013/09/08 23:17:41", 7.320, 1.147, 19.890
"2013/09/08 23:17:46", 7.206, 1.131, 19.936
"2013/09/08 23:17:51", 7.445, 1.166, 19.943
"2013/09/08 23:17:56", 7.539, 1.179, 19.926
"2013/09/08 23:18:01", 7.226, 1.135, 19.949
"2013/09/08 23:23:41", 7.696, 1.200, 19.856
"2013/09/08 23:23:46", 7.730, 1.205, 19.861
"2013/09/08 23:23:51", 7.798, 1.215, 19.855
"2013/09/08 23:23:56", 7.588, 1.185, 19.874
"2013/09/08 23:24:01", 7.710, 1.203, 19.887
"2013/09/08 23:26:41", 7.990, 1.241, 19.797
"2013/09/08 23:26:46", 8.038, 1.248, 19.791
"2013/09/08 23:26:51", 8.153, 1.264, 19.782
"2013/09/08 23:26:56", 8.060, 1.251, 19.778
"2013/09/08 23:27:01", 7.824, 1.218, 19.813
"2013/09/08 23:29:41", 7.523, 1.177, 19.922
"2013/09/08 23:29:46", 7.423, 1.163, 19.929
"2013/09/08 23:29:51", 7.500, 1.174, 19.919
"2013/09/08 23:29:56", 7.275, 1.141, 19.933
"2013/09/08 23:30:01", 7.552, 1.182, 19.934
"2013/09/08 23:32:41", 7.391, 1.159, 19.950
"2013/09/08 23:32:46", 7.557, 1.182, 19.935
"2013/09/08 23:32:51", 7.498, 1.174, 19.924
"2013/09/08 23:32:56", 7.480, 1.171, 19.936
"2013/09/08 23:33:01", 7.519, 1.177, 19.937
"2013/09/08 23:35:41", 8.169, 1.266, 19.746
"2013/09/08 23:35:46", 8.244, 1.276, 19.748
"2013/09/08 23:35:51", 8.205, 1.271, 19.753
"2013/09/08 23:35:56", 8.281, 1.281, 19.744
"2013/09/08 23:36:01", 8.335, 1.289, 19.747
"2013/09/08 23:38:41", 8.521, 1.313, 19.640
"2013/09/08 23:38:46", 8.352, 1.289, 19.664
"2013/09/08 23:38:51", 8.197, 1.268, 19.695
"2013/09/08 23:38:56", 8.070, 1.250, 19.714
"2013/09/08 23:39:01", 8.340, 1.289, 19.726
"2013/09/08 23:39:06", 8.338, 1.289, 19.727
"2013/09/08 23:39:11", 8.255, 1.278, 19.742
"2013/09/08 23:39:16", 8.228, 1.274, 19.760
"2013/09/08 23:39:21", 8.275, 1.281, 19.765
"2013/09/08 23:39:26", 8.362, 1.293, 19.760
"2013/09/08 23:39:31", 8.343, 1.291, 19.759
"2013/09/08 23:39:36", 8.421, 1.302, 19.750
"2013/09/08 23:39:41", 8.396, 1.298, 19.748
"2013/09/08 23:39:46", 8.344, 1.291, 19.748
"2013/09/08 23:39:51", 8.280, 1.282, 19.758
"2013/09/08 23:39:56", 8.238, 1.276, 19.766
"2013/09/08 23:41:41", 8.495, 1.311, 19.692
"2013/09/08 23:41:46", 8.515, 1.313, 19.691
"2013/09/08 23:41:51", 8.514, 1.313, 19.694
"2013/09/08 23:41:56", 8.477, 1.308, 19.701
"2013/09/08 23:42:01", 8.442, 1.304, 19.719
"2013/09/08 23:44:41", 8.265, 1.278, 19.705
"2013/09/08 23:44:46", 8.232, 1.274, 19.720
"2013/09/08 23:44:51", 8.458, 1.306, 19.708
"2013/09/08 23:44:56", 8.484, 1.309, 19.688
"2013/09/08 23:45:01", 8.539, 1.317, 19.695
"2013/09/08 23:47:41", 8.606, 1.325, 19.638
"2013/09/08 23:47:46", 8.566, 1.319, 19.645
"2013/09/08 23:47:51", 8.524, 1.313, 19.650
"2013/09/08 23:47:56", 8.495, 1.310, 19.655
"2013/09/08 23:48:01", 8.515, 1.313, 19.670
"2013/09/08 23:50:41", 8.633, 1.328, 19.630
"2013/09/08 23:50:46", 8.714, 1.340, 19.625
"2013/09/08 23:50:51", 8.725, 1.341, 19.621
"2013/09/08 23:50:56", 8.662, 1.332, 19.622
"2013/09/08 23:51:01", 8.641, 1.330, 19.640
"2013/09/08 23:53:41", 8.606, 1.324, 19.612
"2013/09/08 23:53:46", 8.572, 1.319, 19.618
"2013/09/08 23:53:51", 8.587, 1.322, 19.622
"2013/09/08 23:53:56", 8.565, 1.319, 19.624
"2013/09/08 23:54:01", 8.513, 1.312, 19.636
"2013/09/08 23:56:41", 8.274, 1.278, 19.661
"2013/09/08 23:56:46", 8.415, 1.298, 19.660
"2013/09/08 23:56:51", 8.446, 1.302, 19.645
"2013/09/08 23:56:56", 8.177, 1.265, 19.671
"2013/09/08 23:57:01", 8.038, 1.245, 19.696
"2013/09/08 23:59:41", 8.426, 1.299, 19.614
"2013/09/08 23:59:46", 8.629, 1.328, 19.620
"2013/09/08 23:59:51", 8.462, 1.304, 19.617
"2013/09/08 23:59:56", 8.336, 1.286, 19.635
"2013/09/09 00:00:01", 8.528, 1.314, 19.645
"2013/09/09 00:02:41", 9.309, 1.417, 19.409
"2013/09/09 00:02:46", 9.223, 1.406, 19.432
"2013/09/09 00:02:51", 9.285, 1.415, 19.443
"2013/09/09 00:02:56", 9.313, 1.419, 19.448
"2013/09/09 00:03:01", 9.177, 1.400, 19.460
"2013/09/09 00:05:41", 9.852, 1.491, 19.342
"2013/09/09 00:05:46", 9.845, 1.490, 19.342
"2013/09/09 00:05:51", 9.838, 1.490, 19.343
"2013/09/09 00:05:56", 9.849, 1.491, 19.345
"2013/09/09 00:06:01", 9.805, 1.485, 19.356
"2013/09/09 00:08:41", 9.864, 1.493, 19.347
"2013/09/09 00:08:46", 9.915, 1.500, 19.343
"2013/09/09 00:08:51", 10.000, 1.512, 19.335
"2013/09/09 00:08:56", 9.942, 1.504, 19.334
"2013/09/09 00:09:01", 9.940, 1.504, 19.344
"2013/09/09 00:11:41", 9.872, 1.494, 19.330
"2013/09/09 00:11:46", 9.900, 1.498, 19.330
"2013/09/09 00:11:51", 9.860, 1.492, 19.331
"2013/09/09 00:11:56", 9.862, 1.493, 19.337
"2013/09/09 00:12:01", 9.897, 1.498, 19.343
"2013/09/09 00:14:41", 10.280, 1.549, 19.279
"2013/09/09 00:14:46", 10.326, 1.555, 19.262
"2013/09/09 00:14:51", 10.330, 1.555, 19.252
"2013/09/09 00:14:56", 10.418, 1.567, 19.241
"2013/09/09 00:15:01", 10.393, 1.563, 19.234
"2013/09/09 00:17:41", 10.079, 1.519, 19.214
"2013/09/09 00:17:46", 10.145, 1.528, 19.229
"2013/09/09 00:17:51", 10.280, 1.547, 19.217
"2013/09/09 00:17:56", 10.211, 1.537, 19.219
"2013/09/09 00:23:41", 10.445, 1.566, 19.101
"2013/09/09 00:23:46", 10.478, 1.571, 19.119
"2013/09/09 00:23:51", 10.450, 1.567, 19.120
"2013/09/09 00:23:56", 10.539, 1.580, 19.127
"2013/09/09 00:24:01", 10.362, 1.556, 19.151
"2013/09/09 00:26:41", 9.941, 1.498, 19.165
"2013/09/09 00:26:46", 10.036, 1.512, 19.186
"2013/09/09 00:26:51", 9.940, 1.499, 19.188
"2013/09/09 00:26:56", 9.992, 1.507, 19.207
"2013/09/09 00:27:01", 10.028, 1.512, 19.217
"2013/09/09 00:29:41", 10.666, 1.595, 19.079
"2013/09/09 00:29:46", 10.806, 1.614, 19.071
"2013/09/09 00:29:51", 10.714, 1.602, 19.072
"2013/09/09 00:29:56", 10.539, 1.578, 19.091
"2013/09/09 00:30:01", 10.595, 1.587, 19.114
"2013/09/09 00:32:41", 10.547, 1.578, 19.054
"2013/09/09 00:32:46", 10.511, 1.574, 19.076
"2013/09/09 00:32:51", 10.456, 1.567, 19.089
"2013/09/09 00:32:56", 10.431, 1.564, 19.108
"2013/09/09 00:33:01", 10.304, 1.548, 19.140
"2013/09/09 00:35:41", 10.956, 1.634, 19.028
"2013/09/09 00:35:46", 10.886, 1.624, 19.023
"2013/09/09 00:35:51", 10.688, 1.597, 19.042
"2013/09/09 00:35:56", 10.569, 1.582, 19.076
"2013/09/09 00:36:01", 10.463, 1.568, 19.112
"2013/09/09 00:38:41", 11.288, 1.676, 18.947
"2013/09/09 00:38:46", 11.356, 1.685, 18.948
"2013/09/09 00:38:51", 11.237, 1.669, 18.952
"2013/09/09 00:38:56", 11.259, 1.673, 18.971
"2013/09/09 00:39:01", 11.241, 1.671, 18.988
"2013/09/09 00:39:06", 11.264, 1.675, 19.007
"2013/09/09 00:39:11", 11.262, 1.675, 19.024
"2013/09/09 00:39:16", 11.244, 1.673, 19.024
"2013/09/09 00:39:21", 11.186, 1.666, 19.042
"2013/09/09 00:39:26", 11.218, 1.670, 19.042
"2013/09/09 00:39:31", 11.319, 1.684, 19.036
"2013/09/09 00:39:36", 11.376, 1.691, 19.025
"2013/09/09 00:39:41", 11.471, 1.704, 19.016
"2013/09/09 00:39:46", 11.537, 1.712, 19.002
"2013/09/09 00:39:51", 11.655, 1.728, 18.989
"2013/09/09 00:39:56", 11.674, 1.730, 18.974
"2013/09/09 00:40:01", 11.624, 1.723, 18.976
"2013/09/09 00:41:41", 12.173, 1.791, 18.806
"2013/09/09 00:41:46", 12.203, 1.795, 18.812
"2013/09/09 00:41:51", 12.125, 1.785, 18.823
"2013/09/09 00:41:56", 12.128, 1.786, 18.829
"2013/09/09 00:42:01", 12.193, 1.795, 18.843
"2013/09/09 00:44:41", 12.787, 1.865, 18.602
"2013/09/09 00:44:46", 12.773, 1.863, 18.600
"2013/09/09 00:44:51", 12.885, 1.878, 18.599
"2013/09/09 00:44:56", 12.882, 1.878, 18.602
"2013/09/09 00:45:01", 12.799, 1.867, 18.612
"2013/09/09 00:47:41", 12.861, 1.871, 18.509
"2013/09/09 00:47:46", 12.873, 1.874, 18.530
"2013/09/09 00:47:51", 12.937, 1.883, 18.536
"2013/09/09 00:47:56", 13.036, 1.896, 18.537
"2013/09/09 00:48:01", 12.980, 1.889, 18.542
"2013/09/09 00:50:41", 14.480, 2.071, 18.179
"2013/09/09 00:50:46", 14.520, 2.077, 18.179
"2013/09/09 00:50:51", 14.454, 2.068, 18.192
"2013/09/09 00:50:56", 14.527, 2.078, 18.195
"2013/09/09 00:51:01", 14.587, 2.086, 18.197
"2013/09/09 00:53:41", 14.963, 2.129, 18.059
"2013/09/09 00:53:46", 14.863, 2.117, 18.079
"2013/09/09 00:53:51", 14.845, 2.115, 18.090
"2013/09/09 00:53:56", 14.930, 2.126, 18.095
"2013/09/09 00:54:01", 15.040, 2.140, 18.086
"2013/09/09 00:56:41", 15.227, 2.160, 18.001
"2013/09/09 00:56:46", 15.048, 2.138, 18.022
"2013/09/09 00:56:51", 15.139, 2.151, 18.034
"2013/09/09 00:56:56", 15.215, 2.160, 18.023
"2013/09/09 00:57:01", 15.267, 2.167, 18.021
"2013/09/09 00:59:41", 15.759, 2.223, 17.869
"2013/09/09 00:59:46", 15.775, 2.225, 17.867
"2013/09/09 00:59:51", 15.809, 2.229, 17.863
"2013/09/09 00:59:56", 15.752, 2.222, 17.871
"2013/09/09 01:00:01", 15.716, 2.218, 17.881
"2013/09/09 01:02:41", 15.256, 2.160, 17.923
"2013/09/09 01:02:46", 15.089, 2.140, 17.955
"2013/09/09 01:02:51", 15.140, 2.148, 17.974
"2013/09/09 01:02:56", 15.101, 2.143, 17.983
"2013/09/09 01:03:01", 15.088, 2.142, 17.995
"2013/09/09 01:05:41", 15.283, 2.166, 17.963
"2013/09/09 01:05:46", 15.152, 2.150, 17.981
"2013/09/09 01:05:51", 15.212, 2.158, 17.997
"2013/09/09 01:05:56", 15.227, 2.160, 17.990
"2013/09/09 01:06:01", 15.354, 2.177, 17.996
"2013/09/09 01:08:41", 15.659, 2.210, 17.879
"2013/09/09 01:08:46", 15.499, 2.190, 17.895
"2013/09/09 01:08:51", 15.666, 2.212, 17.897
"2013/09/09 01:08:56", 15.944, 2.247, 17.867
"2013/09/09 01:09:01", 16.031, 2.257, 17.850
"2013/09/09 01:11:41", 15.674, 2.212, 17.881
"2013/09/09 01:11:46", 15.259, 2.159, 17.887
"2013/09/09 01:11:51", 15.093, 2.141, 17.963
"2013/09/09 01:11:56", 15.293, 2.167, 17.964
"2013/09/09 01:12:01", 15.261, 2.162, 17.946
"2013/09/09 01:14:41", 16.721, 2.335, 17.654
"2013/09/09 01:14:46", 16.758, 2.339, 17.635
"2013/09/09 01:14:51", 16.585, 2.317, 17.633
"2013/09/09 01:14:56", 16.613, 2.322, 17.653
"2013/09/09 01:15:01", 16.487, 2.306, 17.664
"2013/09/09 01:15:06", 16.573, 2.317, 17.670
"2013/09/09 01:15:11", 16.750, 2.340, 17.663
"2013/09/09 01:15:16", 16.849, 2.351, 17.640
"2013/09/09 01:15:21", 16.612, 2.321, 17.644
"2013/09/09 01:15:26", 16.593, 2.319, 17.661
"2013/09/09 01:15:31", 16.570, 2.317, 17.675
"2013/09/09 01:15:36", 16.658, 2.328, 17.669
"2013/09/09 01:15:41", 16.532, 2.312, 17.662
"2013/09/09 01:15:46", 16.394, 2.295, 17.686
"2013/09/09 01:15:51", 16.523, 2.312, 17.687
"2013/09/09 01:15:56", 16.610, 2.322, 17.671
"2013/09/09 01:16:01", 16.537, 2.313, 17.674
"2013/09/09 01:17:41", 16.509, 2.311, 17.716
"2013/09/09 01:17:46", 16.643, 2.327, 17.693
"2013/09/09 01:17:51", 16.697, 2.333, 17.674
"2013/09/09 01:17:56", 16.586, 2.319, 17.668
"2013/09/09 01:18:01", 16.244, 2.278, 17.725
"2013/09/09 01:23:41", 17.615, 2.434, 17.384
"2013/09/09 01:23:46", 17.482, 2.419, 17.401
"2013/09/09 01:23:51", 17.593, 2.433, 17.403
"2013/09/09 01:23:56", 17.385, 2.407, 17.413
"2013/09/09 01:24:01", 17.527, 2.426, 17.432
"2013/09/09 01:26:41", 15.803, 2.223, 17.751
"2013/09/09 01:26:46", 15.919, 2.238, 17.768
"2013/09/09 01:26:51", 15.685, 2.210, 17.809
"2013/09/09 01:26:56", 16.064, 2.258, 17.792
"2013/09/09 01:27:01", 15.931, 2.241, 17.794
"2013/09/09 01:29:41", 16.182, 2.270, 17.717
"2013/09/09 01:29:46", 15.822, 2.225, 17.753
"2013/09/09 01:29:51", 15.467, 2.182, 17.816
"2013/09/09 01:29:56", 15.297, 2.163, 17.867
"2013/09/09 01:30:01", 15.026, 2.131, 17.928
"2013/09/09 01:32:46", 14.507, 2.071, 18.101
"2013/09/09 01:32:51", 14.327, 2.049, 18.123
"2013/09/09 01:32:56", 14.408, 2.060, 18.147
"2013/09/09 01:33:01", 14.733, 2.102, 18.131
"2013/09/09 01:35:41", 15.085, 2.138, 17.923
"2013/09/09 01:35:46", 15.103, 2.141, 17.925
"2013/09/09 01:35:51", 15.295, 2.166, 17.939
"2013/09/09 01:35:56", 15.347, 2.172, 17.911
"2013/09/09 01:36:01", 15.441, 2.184, 17.917
"2013/09/09 01:38:41", 16.476, 2.304, 17.651
"2013/09/09 01:38:46", 16.549, 2.314, 17.666
"2013/09/09 01:38:51", 16.841, 2.349, 17.618
"2013/09/09 01:38:56", 16.652, 2.325, 17.625
"2013/09/09 01:39:01", 16.675, 2.329, 17.636
"2013/09/09 01:39:06", 16.655, 2.327, 17.649
"2013/09/09 01:39:11", 17.332, 2.410, 17.602
"2013/09/09 01:39:16", 17.529, 2.431, 17.522
"2013/09/09 01:39:21", 17.608, 2.439, 17.481
"2013/09/09 01:39:26", 17.575, 2.434, 17.474
"2013/09/09 01:39:31", 18.050, 2.491, 17.415
"2013/09/09 01:39:36", 17.738, 2.450, 17.386
"2013/09/09 01:39:41", 17.968, 2.479, 17.392
"2013/09/09 01:39:46", 18.134, 2.498, 17.343
"2013/09/09 01:39:51", 17.769, 2.452, 17.355
"2013/09/09 01:39:56", 17.674, 2.442, 17.393
"2013/09/09 01:40:01", 17.597, 2.433, 17.393
"2013/09/09 01:41:51", 17.098, 2.380, 17.596
"2013/09/09 01:41:56", 17.562, 2.436, 17.531
"2013/09/09 01:42:01", 17.759, 2.458, 17.473
"2013/09/09 01:44:41", 19.330, 2.626, 16.981
"2013/09/09 01:44:46", 19.285, 2.620, 16.972
"2013/09/09 01:44:51", 19.125, 2.601, 16.992
"2013/09/09 01:44:56", 19.232, 2.615, 16.994
"2013/09/09 01:45:01", 19.272, 2.620, 16.997
"2013/09/09 01:47:41", 19.648, 2.659, 16.879
"2013/09/09 01:47:46", 19.527, 2.644, 16.879
"2013/09/09 01:47:51", 19.616, 2.655, 16.880
"2013/09/09 01:47:56", 19.591, 2.652, 16.883
"2013/09/09 01:48:01", 19.579, 2.652, 16.896
"2013/09/09 01:50:46", 19.919, 2.686, 16.775
"2013/09/09 01:50:51", 19.908, 2.685, 16.774
"2013/09/09 01:50:56", 19.909, 2.685, 16.783
"2013/09/09 01:51:01", 19.910, 2.686, 16.792
"2013/09/09 01:56:41", 19.873, 2.686, 16.866
"2013/09/09 01:56:46", 19.848, 2.683, 16.871
"2013/09/09 01:56:51", 19.911, 2.691, 16.864
"2013/09/09 01:56:56", 19.839, 2.682, 16.865
"2013/09/09 01:57:01", 19.840, 2.682, 16.868
"2013/09/09 01:59:46", 20.557, 2.754, 16.613
"2013/09/09 01:59:51", 20.561, 2.755, 16.612
"2013/09/09 01:59:56", 20.577, 2.757, 16.614
"2013/09/09 02:00:01", 20.515, 2.750, 16.623
"2013/09/09 02:02:46", 20.697, 2.765, 16.516
"2013/09/09 02:02:51", 20.611, 2.756, 16.537
"2013/09/09 02:02:56", 20.612, 2.757, 16.547
"2013/09/09 02:03:01", 20.583, 2.754, 16.555
"2013/09/09 02:05:41", 19.720, 2.655, 16.661
"2013/09/09 02:05:46", 19.314, 2.611, 16.770
"2013/09/09 02:05:51", 19.150, 2.594, 16.821
"2013/09/09 02:05:56", 18.956, 2.574, 16.878
"2013/09/09 02:06:01", 19.039, 2.586, 16.914
"2013/09/09 02:08:41", 15.556, 2.187, 17.669
"2013/09/09 02:08:46", 15.754, 2.213, 17.685
"2013/09/09 02:08:51", 15.886, 2.230, 17.675
"2013/09/09 02:08:56", 15.684, 2.205, 17.703
"2013/09/09 02:09:01", 15.395, 2.169, 17.732
"2013/09/09 02:11:41", 16.107, 2.260, 17.716
"2013/09/09 02:11:46", 16.126, 2.262, 17.707
"2013/09/09 02:11:51", 16.331, 2.287, 17.679
"2013/09/09 02:11:56", 16.422, 2.298, 17.662
"2013/09/09 02:12:01", 16.318, 2.285, 17.670
"2013/09/09 02:14:41", 17.117, 2.367, 17.300
"2013/09/09 02:14:46", 17.064, 2.362, 17.336
"2013/09/09 02:14:51", 17.078, 2.365, 17.359
"2013/09/09 02:14:56", 17.061, 2.364, 17.370
"2013/09/09 02:15:01", 17.047, 2.363, 17.390
"2013/09/09 02:17:46", 17.982, 2.471, 17.208
"2013/09/09 02:17:51", 18.026, 2.476, 17.202
"2013/09/09 02:17:56", 18.202, 2.499, 17.217
"2013/09/09 02:18:01", 18.207, 2.500, 17.216
"2013/09/09 02:23:41", 19.323, 2.616, 16.832
"2013/09/09 02:23:46", 19.516, 2.641, 16.844
"2013/09/09 02:23:51", 19.404, 2.627, 16.847
"2013/09/09 02:23:56", 19.155, 2.600, 16.911
"2013/09/09 02:24:01", 19.227, 2.611, 16.940
"2013/09/09 02:26:41", 20.758, 2.774, 16.538
"2013/09/09 02:26:46", 20.761, 2.774, 16.534
"2013/09/09 02:26:51", 20.802, 2.779, 16.536
"2013/09/09 02:26:56", 20.676, 2.765, 16.549
"2013/09/09 02:27:01", 20.597, 2.757, 16.587
"2013/09/09 02:35:41", 20.539, 2.751, 16.590
"2013/09/09 02:35:46", 20.559, 2.753, 16.588
"2013/09/09 02:35:51", 20.630, 2.761, 16.583
"2013/09/09 02:35:56", 20.657, 2.765, 16.591
"2013/09/09 02:36:01", 20.549, 2.753, 16.610
"2013/09/09 02:39:16", 20.324, 2.731, 16.692
"2013/09/09 02:39:21", 20.338, 2.732, 16.683
"2013/09/09 02:39:31", 20.314, 2.728, 16.671
"2013/09/09 02:39:36", 20.198, 2.715, 16.682
"2013/09/09 02:39:41", 20.085, 2.702, 16.704
"2013/09/09 02:39:51", 20.215, 2.718, 16.697
"2013/09/09 02:39:56", 20.134, 2.708, 16.702
"2013/09/09 02:40:01", 20.083, 2.702, 16.713
"2013/09/09 02:41:56", 20.076, 2.705, 16.761
"2013/09/09 02:42:01", 20.006, 2.697, 16.781
"2013/09/09 02:44:51", 20.217, 2.711, 16.592
"2013/09/09 02:44:56", 20.251, 2.717, 16.615
"2013/09/09 02:45:01", 20.220, 2.715, 16.641
"2013/09/09 02:51:01", 20.218, 2.713, 16.610
"2013/09/09 02:56:51", 21.220, 2.813, 16.273
"2013/09/09 02:57:01", 21.153, 2.810, 16.344
"2013/09/09 03:05:46", 21.644, 2.855, 16.135
"2013/09/09 03:05:51", 21.649, 2.857, 16.154
"2013/09/09 03:06:01", 21.614, 2.857, 16.219
"2013/09/09 03:30:11", 21.783, 2.875, 16.176
"2013/09/09 03:30:16", 21.766, 2.873, 16.189
"2013/09/09 03:30:21", 21.800, 2.877, 16.189
"2013/09/09 03:30:26", 21.821, 2.879, 16.180
"2013/09/09 03:30:31", 21.766, 2.873, 16.181
"2013/09/09 03:30:36", 21.721, 2.868, 16.186
"2013/09/09 03:30:41", 21.663, 2.862, 16.198
"2013/09/09 03:30:46", 21.652, 2.861, 16.203
"2013/09/09 03:30:51", 21.618, 2.857, 16.212
"2013/09/09 03:30:56", 21.581, 2.853, 16.221
"2013/09/09 03:31:01", 21.533, 2.848, 16.234
"2013/09/09 03:35:41", 21.882, 2.877, 16.026
"2013/09/09 03:35:46", 21.831, 2.872, 16.046
"2013/09/09 03:35:51", 21.814, 2.872, 16.073
"2013/09/09 03:35:56", 21.818, 2.874, 16.100
"2013/09/09 03:36:01", 21.842, 2.879, 16.129
"2013/09/09 03:39:16", 21.820, 2.878, 16.155
"2013/09/09 03:39:21", 21.765, 2.872, 16.170
"2013/09/09 03:39:26", 21.787, 2.875, 16.174
"2013/09/09 03:39:31", 21.798, 2.876, 16.170
"2013/09/09 03:39:36", 21.821, 2.879, 16.168
"2013/09/09 03:39:41", 21.822, 2.878, 16.163
"2013/09/09 03:39:46", 21.787, 2.874, 16.167
"2013/09/09 03:39:51", 21.741, 2.869, 16.173
"2013/09/09 03:39:56", 21.731, 2.869, 16.183
"2013/09/09 03:40:01", 21.752, 2.871, 16.186
"2013/09/09 03:40:06", 21.752, 2.871, 16.186
"2013/09/09 03:44:41", 22.215, 2.912, 15.963
"2013/09/09 03:44:51", 22.106, 2.902, 15.999
"2013/09/09 03:44:56", 22.099, 2.902, 16.026
"2013/09/09 03:45:01", 22.069, 2.901, 16.059
"2013/09/09 03:53:41", 21.297, 2.816, 16.167
"2013/09/09 03:53:46", 21.243, 2.810, 16.186
"2013/09/09 03:53:51", 21.290, 2.817, 16.206
"2013/09/09 03:54:01", 21.326, 2.824, 16.249
"2013/09/09 03:56:46", 21.193, 2.805, 16.201
"2013/09/09 03:56:51", 21.135, 2.800, 16.229
"2013/09/09 03:57:01", 21.275, 2.820, 16.278
"2013/09/09 03:59:41", 21.273, 2.814, 16.183
"2013/09/09 03:59:46", 21.273, 2.815, 16.199
"2013/09/09 03:59:51", 21.250, 2.813, 16.217
"2013/09/09 04:00:01", 21.134, 2.804, 16.297
"2013/09/09 04:02:46", 20.876, 2.765, 16.171
"2013/09/09 04:02:51", 20.902, 2.771, 16.206
"2013/09/09 04:03:01", 20.773, 2.758, 16.258
"2013/09/09 04:05:41", 21.164, 2.805, 16.250
"2013/09/09 04:05:46", 21.175, 2.807, 16.257
"2013/09/09 04:05:51", 21.152, 2.805, 16.267
"2013/09/09 04:06:01", 20.982, 2.789, 16.344
"2013/09/09 04:06:06", 20.933, 2.785, 16.378
"2013/09/09 04:06:11", 20.943, 2.788, 16.396
"2013/09/09 04:06:21", 20.906, 2.784, 16.415
"2013/09/09 04:06:26", 21.026, 2.798, 16.408
