time[YYYY-MM-DD hh:mm:ss PST], nitrate
"2013/10/01 20:38:56", 21.610
"2013/10/01 20:38:57", 22.300
"2013/10/01 20:38:58", 21.110
"2013/10/01 20:39:00", 21.560
"2013/10/01 20:39:01", 23.390
"2013/10/01 20:39:02", 22.190
"2013/10/01 20:39:03", 22.460
"2013/10/01 20:39:04", 22.400
"2013/10/01 20:39:06", 23.190
"2013/10/01 20:39:07", 20.890
"2013/10/01 20:39:09", 23.240
"2013/10/01 20:39:10", 22.100
"2013/10/01 20:39:12", 22.910
"2013/10/01 20:39:13", 22.480
"2013/10/01 20:39:14", 23.150
"2013/10/01 20:39:15", 21.810
"2013/10/01 21:38:56", 18.690
"2013/10/01 21:38:57", 17.200
"2013/10/01 21:38:58", 18.290
"2013/10/01 21:38:59", 19.340
"2013/10/01 21:39:00", 17.420
"2013/10/01 21:39:02", 18.060
"2013/10/01 21:39:03", 18.630
"2013/10/01 21:39:04", 19.000
"2013/10/01 21:39:05", 18.940
"2013/10/01 21:39:06", 19.340
"2013/10/01 21:39:09", 18.990
"2013/10/01 21:39:10", 18.390
"2013/10/01 21:39:11", 20.230
"2013/10/01 21:39:12", 20.390
"2013/10/01 21:39:14", 21.310
"2013/10/01 21:39:15", 18.740
"2013/10/01 22:38:56", 18.790
"2013/10/01 22:38:57", 18.730
"2013/10/01 22:38:58", 21.250
"2013/10/01 22:39:00", 20.330
"2013/10/01 22:39:01", 19.200
"2013/10/01 22:39:02", 21.110
"2013/10/01 22:39:03", 19.620
"2013/10/01 22:39:04", 20.950
"2013/10/01 22:39:06", 19.540
"2013/10/01 22:39:07", 20.790
"2013/10/01 22:39:09", 21.270
"2013/10/01 22:39:10", 20.200
"2013/10/01 22:39:12", 21.690
"2013/10/01 22:39:13", 21.410
"2013/10/01 22:39:14", 20.350
"2013/10/01 22:39:15", 20.430
"2013/10/01 23:38:56", 21.220
"2013/10/01 23:38:57", 23.310
"2013/10/01 23:38:58", 22.070
"2013/10/01 23:39:00", 22.900
"2013/10/01 23:39:01", 22.380
"2013/10/01 23:39:02", 21.880
"2013/10/01 23:39:03", 21.260
"2013/10/01 23:39:04", 22.750
"2013/10/01 23:39:06", 23.600
"2013/10/01 23:39:07", 23.630
"2013/10/01 23:39:09", 22.900
"2013/10/01 23:39:10", 23.600
"2013/10/01 23:39:12", 23.830
"2013/10/01 23:39:13", 23.680
"2013/10/01 23:39:14", 24.670
"2013/10/01 23:39:15", 23.850
"2013/10/02 00:38:56", 22.960
"2013/10/02 00:38:57", 23.400
"2013/10/02 00:38:58", 21.890
"2013/10/02 00:39:00", 23.750
"2013/10/02 00:39:01", 24.540
"2013/10/02 00:39:02", 24.200
"2013/10/02 00:39:03", 24.130
"2013/10/02 00:39:04", 24.680
"2013/10/02 00:39:06", 23.180
"2013/10/02 00:39:07", 24.680
"2013/10/02 00:39:09", 24.080
"2013/10/02 00:39:10", 22.750
"2013/10/02 00:39:12", 23.360
"2013/10/02 00:39:13", 24.710
"2013/10/02 00:39:14", 23.860
"2013/10/02 00:39:15", 25.130
"2013/10/02 01:38:55", 26.800
"2013/10/02 01:38:57", 26.580
"2013/10/02 01:38:58", 25.510
"2013/10/02 01:38:59", 25.280
"2013/10/02 01:39:00", 25.490
"2013/10/02 01:39:02", 25.800
"2013/10/02 01:39:03", 26.160
"2013/10/02 01:39:04", 26.470
"2013/10/02 01:39:05", 24.710
"2013/10/02 01:39:06", 25.230
"2013/10/02 01:39:09", 26.710
"2013/10/02 01:39:10", 28.310
"2013/10/02 01:39:11", 26.530
"2013/10/02 01:39:12", 25.520
"2013/10/02 01:39:14", 27.070
"2013/10/02 01:39:15", 26.940
"2013/10/02 02:38:56", 24.090
"2013/10/02 02:38:57", 23.500
"2013/10/02 02:38:58", 24.900
"2013/10/02 02:39:00", 25.440
"2013/10/02 02:39:01", 26.580
"2013/10/02 02:39:02", 25.540
"2013/10/02 02:39:03", 25.170
"2013/10/02 02:39:04", 26.030
"2013/10/02 02:39:06", 24.330
"2013/10/02 02:39:07", 24.880
"2013/10/02 02:39:09", 26.560
"2013/10/02 02:39:10", 26.470
"2013/10/02 02:39:12", 25.670
"2013/10/02 02:39:13", 27.070
"2013/10/02 02:39:14", 27.170
"2013/10/02 02:39:15", 25.090
"2013/10/02 03:38:57", 26.710
"2013/10/02 03:38:58", 25.490
"2013/10/02 03:38:59", 25.390
"2013/10/02 03:39:00", 26.120
"2013/10/02 03:39:01", 26.060
"2013/10/02 03:39:03", 26.200
"2013/10/02 03:39:04", 25.270
"2013/10/02 03:39:05", 26.480
"2013/10/02 03:39:06", 25.830
"2013/10/02 03:39:07", 27.200
"2013/10/02 03:39:10", 27.360
"2013/10/02 03:39:11", 27.040
"2013/10/02 03:39:12", 26.280
"2013/10/02 03:39:13", 26.840
"2013/10/02 03:39:15", 27.290
"2013/10/02 03:39:16", 26.430
"2013/10/02 04:38:56", 28.760
"2013/10/02 04:38:57", 28.310
"2013/10/02 04:38:58", 29.950
"2013/10/02 04:38:59", 28.060
"2013/10/02 04:39:01", 30.640
"2013/10/02 04:39:02", 29.050
"2013/10/02 04:39:03", 28.810
"2013/10/02 04:39:04", 27.890
"2013/10/02 04:39:05", 29.100
"2013/10/02 04:39:07", 29.170
"2013/10/02 04:39:09", 30.250
"2013/10/02 04:39:10", 28.850
"2013/10/02 04:39:11", 31.220
"2013/10/02 04:39:13", 29.100
"2013/10/02 04:39:14", 30.680
"2013/10/02 04:39:15", 30.130
"2013/10/02 05:38:56", 28.870
"2013/10/02 05:38:57", 27.270
"2013/10/02 05:38:58", 28.900
"2013/10/02 05:39:00", 28.680
"2013/10/02 05:39:01", 28.340
"2013/10/02 05:39:02", 27.510
"2013/10/02 05:39:03", 26.990
"2013/10/02 05:39:04", 28.680
"2013/10/02 05:39:06", 26.630
"2013/10/02 05:39:07", 27.860
"2013/10/02 05:39:09", 28.800
"2013/10/02 05:39:10", 27.040
"2013/10/02 05:39:12", 28.120
"2013/10/02 05:39:13", 28.380
"2013/10/02 05:39:14", 28.530
"2013/10/02 05:39:15", 27.520
"2013/10/02 06:38:56", 26.180
"2013/10/02 06:38:57", 28.530
"2013/10/02 06:38:58", 27.780
"2013/10/02 06:38:59", 29.020
"2013/10/02 06:39:00", 28.720
"2013/10/02 06:39:02", 27.100
"2013/10/02 06:39:03", 27.340
"2013/10/02 06:39:04", 27.770
"2013/10/02 06:39:05", 29.590
"2013/10/02 06:39:06", 27.900
"2013/10/02 06:39:09", 28.230
"2013/10/02 06:39:10", 29.690
"2013/10/02 06:39:11", 28.540
"2013/10/02 06:39:12", 29.310
"2013/10/02 06:39:14", 29.700
"2013/10/02 06:39:15", 28.430
"2013/10/02 07:38:56", 27.640
"2013/10/02 07:38:57", 28.880
"2013/10/02 07:38:58", 26.420
"2013/10/02 07:39:00", 26.940
"2013/10/02 07:39:01", 26.220
"2013/10/02 07:39:02", 26.710
"2013/10/02 07:39:03", 25.760
"2013/10/02 07:39:04", 28.140
"2013/10/02 07:39:06", 27.430
"2013/10/02 07:39:07", 26.190
"2013/10/02 07:39:09", 28.720
"2013/10/02 07:39:11", 27.810
"2013/10/02 07:39:12", 28.600
"2013/10/02 07:39:13", 26.960
"2013/10/02 07:39:14", 28.430
"2013/10/02 07:39:15", 28.320
"2013/10/02 08:38:56", 24.660
"2013/10/02 08:38:57", 25.270
"2013/10/02 08:38:58", 23.900
"2013/10/02 08:38:59", 23.880
"2013/10/02 08:39:00", 24.050
"2013/10/02 08:39:02", 23.660
"2013/10/02 08:39:03", 25.160
"2013/10/02 08:39:04", 24.520
"2013/10/02 08:39:05", 23.610
"2013/10/02 08:39:06", 24.720
"2013/10/02 08:39:09", 23.490
"2013/10/02 08:39:10", 26.450
"2013/10/02 08:39:11", 25.650
"2013/10/02 08:39:12", 25.930
"2013/10/02 08:39:14", 24.330
"2013/10/02 08:39:15", 25.550
"2013/10/02 09:38:56", 22.340
"2013/10/02 09:38:57", 21.820
"2013/10/02 09:38:58", 21.910
"2013/10/02 09:38:59", 21.310
"2013/10/02 09:39:01", 21.710
"2013/10/02 09:39:02", 21.540
"2013/10/02 09:39:03", 22.920
"2013/10/02 09:39:04", 21.800
"2013/10/02 09:39:05", 19.770
"2013/10/02 09:39:07", 21.740
"2013/10/02 09:39:09", 21.920
"2013/10/02 09:39:10", 22.560
"2013/10/02 09:39:11", 21.500
"2013/10/02 09:39:13", 21.310
"2013/10/02 09:39:14", 23.000
"2013/10/02 09:39:15", 22.180
"2013/10/02 10:38:56", 20.850
"2013/10/02 10:38:57", 21.280
"2013/10/02 10:38:58", 20.540
"2013/10/02 10:39:00", 21.170
"2013/10/02 10:39:01", 21.150
"2013/10/02 10:39:02", 19.690
"2013/10/02 10:39:03", 20.990
"2013/10/02 10:39:04", 20.350
"2013/10/02 10:39:06", 21.840
"2013/10/02 10:39:07", 22.400
"2013/10/02 10:39:09", 21.790
"2013/10/02 10:39:11", 21.730
"2013/10/02 10:39:12", 21.110
"2013/10/02 10:39:13", 21.590
"2013/10/02 10:39:14", 20.670
"2013/10/02 10:39:15", 20.800
"2013/10/02 11:38:56", 21.160
"2013/10/02 11:38:57", 20.270
"2013/10/02 11:38:59", 19.930
"2013/10/02 11:39:00", 19.900
"2013/10/02 11:39:01", 22.310
"2013/10/02 11:39:02", 20.740
"2013/10/02 11:39:03", 19.660
"2013/10/02 11:39:05", 21.620
"2013/10/02 11:39:06", 21.450
"2013/10/02 11:39:07", 20.870
"2013/10/02 11:39:09", 20.550
"2013/10/02 11:39:11", 22.030
"2013/10/02 11:39:12", 22.560
"2013/10/02 11:39:13", 21.130
"2013/10/02 11:39:14", 21.160
"2013/10/02 11:39:15", 21.590
"2013/10/02 12:38:56", 24.840
"2013/10/02 12:38:57", 24.100
"2013/10/02 12:38:58", 24.150
"2013/10/02 12:38:59", 26.040
"2013/10/02 12:39:01", 25.880
"2013/10/02 12:39:02", 25.300
"2013/10/02 12:39:03", 24.440
"2013/10/02 12:39:04", 25.590
"2013/10/02 12:39:05", 24.610
"2013/10/02 12:39:07", 25.570
"2013/10/02 12:39:09", 25.540
"2013/10/02 12:39:10", 27.060
"2013/10/02 12:39:11", 26.350
"2013/10/02 12:39:13", 25.020
"2013/10/02 12:39:14", 25.430
"2013/10/02 12:39:15", 27.120
"2013/10/02 13:38:57", 26.170
"2013/10/02 13:38:58", 25.720
"2013/10/02 13:38:59", 25.330
"2013/10/02 13:39:00", 26.580
"2013/10/02 13:39:02", 23.290
"2013/10/02 13:39:03", 25.300
"2013/10/02 13:39:04", 25.780
"2013/10/02 13:39:05", 24.640
"2013/10/02 13:39:06", 24.880
"2013/10/02 13:39:08", 25.310
"2013/10/02 13:39:10", 26.980
"2013/10/02 13:39:11", 26.410
"2013/10/02 13:39:12", 25.610
"2013/10/02 13:39:14", 25.270
"2013/10/02 13:39:15", 24.260
"2013/10/02 13:39:16", 25.270
"2013/10/02 14:38:56", 25.120
"2013/10/02 14:38:57", 26.930
"2013/10/02 14:38:58", 26.140
"2013/10/02 14:38:59", 27.710
"2013/10/02 14:39:01", 27.640
"2013/10/02 14:39:02", 26.880
"2013/10/02 14:39:03", 27.100
"2013/10/02 14:39:05", 26.710
"2013/10/02 14:39:06", 27.730
"2013/10/02 14:39:08", 26.190
"2013/10/02 14:39:10", 27.730
"2013/10/02 14:39:11", 28.040
"2013/10/02 14:39:12", 27.050
"2013/10/02 14:39:14", 25.400
"2013/10/02 14:39:15", 27.100
"2013/10/02 14:39:16", 27.040
"2013/10/02 15:38:56", 28.080
"2013/10/02 15:38:57", 27.110
"2013/10/02 15:38:58", 27.090
"2013/10/02 15:38:59", 27.340
"2013/10/02 15:39:01", 27.730
"2013/10/02 15:39:02", 28.360
"2013/10/02 15:39:03", 28.200
"2013/10/02 15:39:04", 26.140
"2013/10/02 15:39:05", 27.610
"2013/10/02 15:39:07", 27.220
"2013/10/02 15:39:09", 29.420
"2013/10/02 15:39:10", 28.280
"2013/10/02 15:39:11", 27.120
"2013/10/02 15:39:13", 28.050
"2013/10/02 15:39:14", 28.640
"2013/10/02 15:39:15", 29.070
"2013/10/02 16:38:56", 26.700
"2013/10/02 16:38:57", 26.250
"2013/10/02 16:38:58", 28.300
"2013/10/02 16:39:00", 26.180
"2013/10/02 16:39:01", 26.510
"2013/10/02 16:39:02", 26.520
"2013/10/02 16:39:03", 26.180
"2013/10/02 16:39:05", 27.690
"2013/10/02 16:39:06", 26.860
"2013/10/02 16:39:07", 28.530
"2013/10/02 16:39:09", 27.560
"2013/10/02 16:39:10", 28.470
"2013/10/02 16:39:12", 27.030
"2013/10/02 16:39:13", 27.050
"2013/10/02 16:39:14", 29.160
"2013/10/02 16:39:15", 28.830
"2013/10/02 17:38:56", 28.410
"2013/10/02 17:38:57", 26.800
"2013/10/02 17:38:58", 27.500
"2013/10/02 17:39:00", 29.190
"2013/10/02 17:39:01", 28.840
"2013/10/02 17:39:02", 28.060
"2013/10/02 17:39:03", 28.100
"2013/10/02 17:39:04", 29.130
"2013/10/02 17:39:06", 29.200
"2013/10/02 17:39:07", 29.690
"2013/10/02 17:39:09", 29.520
"2013/10/02 17:39:10", 29.520
"2013/10/02 17:39:12", 29.480
"2013/10/02 17:39:13", 30.100
"2013/10/02 17:39:14", 28.430
"2013/10/02 17:39:15", 29.590
"2013/10/02 18:38:56", 27.370
"2013/10/02 18:38:57", 28.160
"2013/10/02 18:38:58", 29.140
"2013/10/02 18:39:00", 28.070
"2013/10/02 18:39:01", 29.530
"2013/10/02 18:39:02", 30.000
"2013/10/02 18:39:03", 27.770
"2013/10/02 18:39:05", 29.120
"2013/10/02 18:39:06", 27.410
"2013/10/02 18:39:07", 28.100
"2013/10/02 18:39:09", 30.010
"2013/10/02 18:39:10", 28.700
"2013/10/02 18:39:12", 29.600
"2013/10/02 18:39:13", 30.770
"2013/10/02 18:39:14", 28.690
"2013/10/02 18:39:15", 29.280
"2013/10/02 19:38:56", 28.980
"2013/10/02 19:38:57", 27.610
"2013/10/02 19:38:58", 27.530
"2013/10/02 19:38:59", 27.060
"2013/10/02 19:39:01", 26.530
"2013/10/02 19:39:02", 27.470
"2013/10/02 19:39:03", 28.700
"2013/10/02 19:39:04", 27.240
"2013/10/02 19:39:05", 28.370
"2013/10/02 19:39:07", 27.710
"2013/10/02 19:39:09", 29.640
"2013/10/02 19:39:10", 27.410
"2013/10/02 19:39:11", 27.550
"2013/10/02 19:39:13", 29.880
"2013/10/02 19:39:14", 28.510
"2013/10/02 19:39:15", 30.170
"2013/10/02 20:38:56", 24.890
"2013/10/02 20:38:57", 25.880
"2013/10/02 20:38:59", 27.010
"2013/10/02 20:39:00", 25.580
"2013/10/02 20:39:01", 26.200
"2013/10/02 20:39:02", 26.660
"2013/10/02 20:39:03", 26.510
"2013/10/02 20:39:05", 26.690
"2013/10/02 20:39:06", 27.180
"2013/10/02 20:39:07", 23.960
"2013/10/02 20:39:09", 26.850
"2013/10/02 20:39:11", 25.470
"2013/10/02 20:39:12", 26.060
"2013/10/02 20:39:13", 24.970
"2013/10/02 20:39:14", 25.210
"2013/10/02 20:39:15", 26.180
"2013/10/02 21:38:56", 22.080
"2013/10/02 21:38:57", 20.390
"2013/10/02 21:38:59", 21.080
"2013/10/02 21:39:00", 19.910
"2013/10/02 21:39:01", 20.070
"2013/10/02 21:39:02", 20.640
"2013/10/02 21:39:03", 21.400
"2013/10/02 21:39:05", 21.710
"2013/10/02 21:39:06", 21.560
"2013/10/02 21:39:07", 20.400
"2013/10/02 21:39:09", 21.730
"2013/10/02 21:39:11", 19.260
"2013/10/02 21:39:12", 21.070
"2013/10/02 21:39:13", 22.030
"2013/10/02 21:39:14", 21.130
"2013/10/02 21:39:15", 22.720
"2013/10/02 22:38:57", 18.610
"2013/10/02 22:38:58", 18.230
"2013/10/02 22:38:59", 18.340
"2013/10/02 22:39:00", 18.430
"2013/10/02 22:39:02", 17.130
"2013/10/02 22:39:03", 18.690
"2013/10/02 22:39:04", 17.860
"2013/10/02 22:39:05", 17.370
"2013/10/02 22:39:06", 19.180
"2013/10/02 22:39:08", 17.820
"2013/10/02 22:39:10", 19.160
"2013/10/02 22:39:11", 18.250
"2013/10/02 22:39:12", 18.700
"2013/10/02 22:39:14", 17.560
"2013/10/02 22:39:15", 16.150
"2013/10/02 22:39:16", 19.680
"2013/10/02 23:38:56", 20.280
"2013/10/02 23:38:57", 20.470
"2013/10/02 23:38:59", 19.800
"2013/10/02 23:39:00", 21.620
"2013/10/02 23:39:01", 19.880
"2013/10/02 23:39:02", 18.740
"2013/10/02 23:39:03", 19.730
"2013/10/02 23:39:05", 21.270
"2013/10/02 23:39:06", 20.170
"2013/10/02 23:39:07", 19.990
"2013/10/02 23:39:09", 21.210
"2013/10/02 23:39:10", 20.250
"2013/10/02 23:39:12", 20.380
"2013/10/02 23:39:13", 21.500
"2013/10/02 23:39:14", 22.240
"2013/10/02 23:39:15", 22.030
"2013/10/03 00:38:56", 26.640
"2013/10/03 00:38:57", 25.100
"2013/10/03 00:38:58", 24.000
"2013/10/03 00:39:00", 25.170
"2013/10/03 00:39:01", 26.040
"2013/10/03 00:39:02", 25.130
"2013/10/03 00:39:03", 23.580
"2013/10/03 00:39:04", 25.770
"2013/10/03 00:39:06", 24.500
"2013/10/03 00:39:07", 24.640
"2013/10/03 00:39:09", 26.450
"2013/10/03 00:39:10", 26.070
"2013/10/03 00:39:12", 25.220
"2013/10/03 00:39:13", 25.360
"2013/10/03 00:39:14", 25.310
"2013/10/03 00:39:15", 26.570
"2013/10/03 01:38:56", 25.810
"2013/10/03 01:38:57", 26.190
"2013/10/03 01:38:58", 25.830
"2013/10/03 01:38:59", 26.480
"2013/10/03 01:39:01", 25.500
"2013/10/03 01:39:02", 25.890
"2013/10/03 01:39:03", 24.980
"2013/10/03 01:39:04", 24.870
"2013/10/03 01:39:05", 25.430
"2013/10/03 01:39:07", 25.250
"2013/10/03 01:39:09", 25.490
"2013/10/03 01:39:10", 26.800
"2013/10/03 01:39:11", 26.190
"2013/10/03 01:39:13", 27.090
"2013/10/03 01:39:14", 26.550
"2013/10/03 01:39:15", 27.290
"2013/10/03 02:38:57", 26.940
"2013/10/03 02:38:58", 27.310
"2013/10/03 02:39:00", 27.590
"2013/10/03 02:39:01", 28.830
"2013/10/03 02:39:02", 28.870
"2013/10/03 02:39:03", 29.100
"2013/10/03 02:39:05", 28.720
"2013/10/03 02:39:06", 26.920
"2013/10/03 02:39:07", 29.040
"2013/10/03 02:39:08", 27.270
"2013/10/03 02:39:10", 27.870
"2013/10/03 02:39:12", 28.410
"2013/10/03 02:39:13", 28.630
"2013/10/03 02:39:14", 29.440
"2013/10/03 02:39:15", 29.220
"2013/10/03 02:39:17", 28.230
"2013/10/03 04:38:56", 27.790
"2013/10/03 04:38:57", 28.410
"2013/10/03 04:38:59", 28.860
"2013/10/03 04:39:00", 30.060
"2013/10/03 04:39:01", 29.270
"2013/10/03 04:39:02", 28.160
"2013/10/03 04:39:03", 29.900
"2013/10/03 04:39:05", 27.940
"2013/10/03 04:39:06", 28.970
"2013/10/03 04:39:07", 27.530
"2013/10/03 04:39:09", 29.220
"2013/10/03 04:39:11", 28.610
"2013/10/03 04:39:12", 31.010
"2013/10/03 04:39:13", 29.070
"2013/10/03 04:39:14", 28.190
"2013/10/03 04:39:15", 29.720
"2013/10/03 05:38:57", 28.890
"2013/10/03 05:38:58", 29.260
"2013/10/03 05:39:00", 29.870
"2013/10/03 05:39:01", 30.080
"2013/10/03 05:39:02", 30.910
"2013/10/03 05:39:03", 28.630
"2013/10/03 05:39:04", 29.570
"2013/10/03 05:39:06", 28.900
"2013/10/03 05:39:07", 29.940
"2013/10/03 05:39:08", 29.730
"2013/10/03 05:39:10", 30.160
"2013/10/03 05:39:12", 31.300
"2013/10/03 05:39:13", 31.370
"2013/10/03 05:39:14", 30.360
"2013/10/03 05:39:15", 31.090
"2013/10/03 05:39:16", 30.290
"2013/10/03 06:38:56", 28.550
"2013/10/03 06:38:57", 29.700
"2013/10/03 06:38:58", 29.720
"2013/10/03 06:38:59", 29.740
"2013/10/03 06:39:01", 29.840
"2013/10/03 06:39:02", 29.970
"2013/10/03 06:39:03", 29.900
"2013/10/03 06:39:04", 28.600
"2013/10/03 06:39:05", 29.030
"2013/10/03 06:39:07", 28.290
"2013/10/03 06:39:09", 28.190
"2013/10/03 06:39:10", 30.860
"2013/10/03 06:39:11", 30.600
"2013/10/03 06:39:13", 30.750
"2013/10/03 06:39:14", 30.930
"2013/10/03 06:39:15", 32.230
"2013/10/03 07:38:57", 30.950
"2013/10/03 07:38:58", 30.280
"2013/10/03 07:38:59", 30.780
"2013/10/03 07:39:00", 28.590
"2013/10/03 07:39:02", 29.750
"2013/10/03 07:39:03", 30.290
"2013/10/03 07:39:04", 27.910
"2013/10/03 07:39:05", 30.300
"2013/10/03 07:39:06", 29.630
"2013/10/03 07:39:08", 28.620
"2013/10/03 07:39:10", 30.240
"2013/10/03 07:39:11", 28.490
"2013/10/03 07:39:12", 30.180
"2013/10/03 07:39:14", 31.520
"2013/10/03 07:39:15", 30.400
"2013/10/03 07:39:16", 30.000
"2013/10/03 08:38:56", 26.990
"2013/10/03 08:38:57", 27.400
"2013/10/03 08:38:59", 27.540
"2013/10/03 08:39:00", 28.080
"2013/10/03 08:39:01", 26.450
"2013/10/03 08:39:02", 27.690
"2013/10/03 08:39:03", 27.910
"2013/10/03 08:39:05", 25.750
"2013/10/03 08:39:06", 28.600
"2013/10/03 08:39:07", 26.870
"2013/10/03 08:39:09", 28.130
"2013/10/03 08:39:11", 28.320
"2013/10/03 08:39:12", 28.470
