time[YYYY-MM-DD hh:mm:ss PST], airtemp, par, atmpres, humidity, winddir, windspeed, windgust
"2013/09/15 05:48:25", 15.000, 0.000, 100840.000, 99.000, 195.567, 1.700, 1.900
"2013/09/15 06:17:45", 15.000, 3.041, 100840.000, 99.000, 186.567, 2.370, 2.880
"2013/09/15 06:47:43", 15.000, 12.165, 100850.000, 99.000, 189.567, 2.880, 3.190
"2013/09/15 07:17:03", 15.000, 27.371, 100840.000, 99.000, 196.567, 2.930, 3.240
"2013/09/15 07:47:01", 15.100, 39.536, 100850.000, 99.000, 197.567, 2.880, 3.290
"2013/09/15 08:16:21", 15.300, 111.006, 100870.000, 99.000, 196.567, 2.680, 2.930
"2013/09/15 08:46:19", 15.300, 62.346, 100890.000, 99.000, 184.567, 2.620, 3.090
"2013/09/15 09:15:39", 15.400, 161.186, 100910.000, 99.000, 194.567, 3.140, 3.600
"2013/09/15 09:45:37", 15.600, 333.017, 100920.000, 99.000, 199.567, 3.400, 3.760
"2013/09/15 10:14:57", 15.700, 177.913, 100950.000, 99.000, 193.567, 3.190, 3.650
"2013/09/15 10:44:55", 15.700, 171.831, 100940.000, 99.000, 197.567, 4.060, 4.320
"2013/09/15 11:14:15", 15.800, 299.563, 100970.000, 99.000, 192.567, 3.500, 3.860
"2013/09/15 11:44:13", 15.600, 266.109, 100980.000, 99.000, 251.567, 2.520, 2.830
"2013/09/15 12:13:33", 15.400, 652.348, 100980.000, 98.000, 255.567, 1.750, 2.110
"2013/09/15 12:43:31", 15.800, 203.764, 101000.000, 98.000, 231.567, 2.470, 2.880
"2013/09/15 13:12:51", 15.900, 177.913, 101010.000, 97.000, 186.567, 3.650, 4.060
"2013/09/15 13:42:49", 15.700, 153.583, 101040.000, 98.000, 191.567, 3.140, 3.650
"2013/09/15 14:12:09", 15.800, 121.650, 101060.000, 98.000, 192.567, 3.340, 4.010
"2013/09/15 14:42:07", 15.900, 191.599, 101070.000, 98.000, 247.567, 2.680, 3.140
"2013/09/15 15:11:27", 16.100, 109.485, 101080.000, 97.000, 205.567, 3.910, 4.370
"2013/09/15 15:41:25", 15.900, 171.831, 101080.000, 98.000, 203.567, 4.120, 4.730
"2013/09/15 16:10:45", 15.800, 69.949, 101080.000, 97.000, 202.567, 4.940, 5.400
"2013/09/15 16:40:43", 15.800, 34.974, 101070.000, 98.000, 200.567, 4.730, 5.350
"2013/09/15 17:10:03", 15.700, 42.578, 101070.000, 98.000, 206.567, 4.420, 5.090
"2013/09/15 17:40:01", 16.200, 24.330, 101080.000, 97.000, 227.567, 2.980, 3.400
"2013/09/15 18:09:21", 16.300, 3.041, 101080.000, 96.000, 226.567, 2.680, 3.140
"2013/09/15 18:39:19", 16.200, 0.000, 101120.000, 95.000, 207.567, 4.220, 4.780
"2013/09/15 19:08:39", 15.900, 0.000, 101130.000, 95.000, 187.567, 4.170, 4.580
"2013/09/15 19:38:38", 15.700, 0.000, 101150.000, 97.000, 193.567, 4.680, 5.350
"2013/09/15 20:07:57", 15.700, 0.000, 101160.000, 96.000, 202.567, 3.910, 4.480
"2013/09/15 20:37:56", 15.400, 0.000, 101180.000, 97.000, 172.567, 5.810, 6.580
"2013/09/15 21:07:16", 15.200, 0.000, 101170.000, 97.000, 175.567, 7.200, 8.180
"2013/09/15 21:37:14", 15.200, 0.000, 101150.000, 97.000, 178.567, 7.720, 8.540
"2013/09/15 22:06:34", 15.200, 0.000, 101150.000, 97.000, 178.567, 7.870, 9.000
"2013/09/15 22:36:32", 15.100, 0.000, 101180.000, 97.000, 170.567, 7.150, 8.390
"2013/09/15 23:05:52", 15.300, 0.000, 101190.000, 97.000, 181.567, 8.440, 9.410
"2013/09/15 23:35:50", 15.500, 0.000, 101180.000, 95.000, 184.567, 9.110, 10.490
"2013/09/16 00:05:10", 15.400, 0.000, 101210.000, 95.000, 186.567, 8.230, 9.470
"2013/09/16 00:35:08", 15.300, 0.000, 101220.000, 96.000, 182.567, 8.230, 9.260
"2013/09/16 01:04:28", 15.500, 0.000, 101230.000, 96.000, 180.567, 8.540, 10.130
"2013/09/16 01:34:26", 15.400, 0.000, 101260.000, 97.000, 187.567, 7.770, 8.540
"2013/09/16 02:03:46", 15.400, 0.000, 101270.000, 97.000, 189.567, 6.890, 8.130
"2013/09/16 02:33:44", 15.600, 0.000, 101290.000, 97.000, 201.567, 5.040, 5.560
"2013/09/16 03:03:04", 15.600, 0.000, 101310.000, 95.000, 195.567, 5.040, 5.710
"2013/09/16 03:33:02", 15.700, 0.000, 101320.000, 95.000, 203.567, 4.940, 5.400
"2013/09/16 04:02:22", 15.600, 0.000, 101320.000, 96.000, 219.567, 4.840, 5.810
"2013/09/16 04:32:20", 15.600, 0.000, 101330.000, 97.000, 202.567, 5.760, 6.840
"2013/09/16 05:01:40", 15.700, 0.000, 101340.000, 97.000, 203.567, 5.400, 6.070
"2013/09/16 05:31:38", 15.700, 0.000, 101350.000, 97.000, 205.567, 5.200, 5.970
"2013/09/16 06:00:58", 15.700, 1.521, 101370.000, 97.000, 205.567, 4.220, 4.780
"2013/09/16 06:30:56", 15.700, 13.686, 101390.000, 97.000, 212.567, 3.040, 3.450
"2013/09/16 07:00:16", 15.800, 57.784, 101400.000, 97.000, 225.567, 3.140, 3.600
"2013/09/16 07:30:14", 15.700, 91.238, 101410.000, 95.000, 248.567, 1.950, 2.730
"2013/09/16 07:59:34", 15.700, 101.882, 101430.000, 94.000, 233.567, 1.950, 2.520
"2013/09/16 08:29:32", 15.800, 147.501, 101460.000, 94.000, 230.567, 1.750, 2.110
"2013/09/16 08:58:52", 15.700, 141.418, 101480.000, 95.000, 212.567, 2.010, 2.320
"2013/09/16 09:28:50", 15.800, 199.202, 101490.000, 95.000, 256.567, 3.040, 3.600
"2013/09/16 09:58:10", 15.800, 174.872, 101510.000, 95.000, 231.567, 4.320, 5.090
"2013/09/16 10:28:00", 15.700, 250.903, 101540.000, 93.000, 224.567, 3.290, 3.700
"2013/09/16 10:57:28", 16.000, 597.606, 101560.000, 95.000, 225.567, 1.800, 2.060
"2013/09/16 11:27:26", 16.100, 355.826, 101580.000, 95.000, 240.567, 1.650, 2.010
"2013/09/16 11:56:46", 16.400, 442.502, 101590.000, 93.000, 252.567, 1.490, 1.950
"2013/09/16 12:26:44", 16.500, 682.761, 101590.000, 93.000, 242.567, 0.980, 1.340
"2013/09/16 12:56:04", 16.500, 460.749, 101610.000, 93.000, 263.567, 1.750, 2.210
"2013/09/16 13:26:02", 16.900, 802.890, 101590.000, 88.000, 266.567, 1.900, 2.570
"2013/09/16 13:55:22", 16.900, 602.168, 101590.000, 88.000, 284.567, 1.800, 2.160
"2013/09/16 14:25:20", 16.900, 501.806, 101580.000, 89.000, 293.567, 2.830, 3.550
"2013/09/16 14:54:40", 16.500, 296.522, 101580.000, 92.000, 323.567, 2.930, 3.700
"2013/09/16 15:24:38", 16.600, 346.703, 101570.000, 89.000, 325.567, 1.950, 2.320
"2013/09/16 15:53:58", 16.300, 301.084, 101560.000, 91.000, 327.567, 1.490, 1.950
"2013/09/16 16:23:56", 16.200, 180.954, 101540.000, 92.000, 335.567, 0.870, 1.130
"2013/09/16 16:53:16", 16.200, 152.063, 101530.000, 92.000, 297.567, 0.720, 0.980
"2013/09/16 17:23:14", 16.400, 130.774, 101520.000, 90.000, 302.567, 1.340, 1.850
"2013/09/16 17:52:34", 15.900, 21.289, 101510.000, 93.000, 302.567, 1.650, 2.010
"2013/09/16 18:22:32", 15.800, 0.000, 101500.000, 94.000, 317.567, 1.590, 1.950
"2013/09/16 18:51:52", 16.000, 0.000, 101490.000, 93.000, 305.567, 1.700, 2.060
"2013/09/16 19:21:50", 15.900, 0.000, 101500.000, 93.000, 306.567, 1.180, 1.700
"2013/09/16 19:51:10", 15.900, 0.000, 101500.000, 93.000, 279.567, 1.440, 1.900
"2013/09/16 20:21:08", 15.900, 0.000, 101490.000, 93.000, 295.567, 0.870, 1.290
"2013/09/16 20:50:28", 15.900, 0.000, 101500.000, 92.000, 315.567, 1.180, 1.590
"2013/09/16 21:20:26", 15.900, 0.000, 101490.000, 91.000, 346.567, 1.030, 1.540
"2013/09/16 21:49:46", 15.800, 0.000, 101480.000, 93.000, 347.567, 1.130, 1.340
"2013/09/16 22:19:36", 15.900, 0.000, 101480.000, 91.000, 348.567, 2.210, 2.620
"2013/09/16 22:49:04", 16.000, 0.000, 101470.000, 89.000, 9.567, 2.930, 3.340
"2013/09/16 23:19:02", 15.600, 0.000, 101470.000, 92.000, 42.567, 2.320, 2.780
"2013/09/16 23:48:22", 15.500, 0.000, 101450.000, 92.000, 57.567, 2.260, 2.830
"2013/09/17 00:18:20", 15.400, 0.000, 101450.000, 92.000, 70.567, 1.750, 2.320
"2013/09/17 00:47:40", 15.300, 0.000, 101430.000, 91.000, 73.567, 1.750, 2.260
"2013/09/17 01:17:38", 15.300, 0.000, 101420.000, 91.000, 70.567, 1.030, 1.590
"2013/09/17 01:46:58", 15.200, 0.000, 101410.000, 91.000, 60.567, 1.130, 1.750
"2013/09/17 02:16:56", 15.100, 0.000, 101400.000, 92.000, 52.567, 0.410, 0.620
"2013/09/17 02:46:16", 15.000, 0.000, 101380.000, 92.000, 32.567, 1.290, 1.700
"2013/09/17 03:16:14", 14.800, 0.000, 101380.000, 94.000, 348.567, 0.260, 0.820
"2013/09/17 03:45:35", 14.700, 0.000, 101380.000, 94.000, 277.567, 0.720, 0.980
"2013/09/17 04:15:25", 15.000, 0.000, 101380.000, 92.000, 277.567, 0.410, 0.770
"2013/09/17 04:44:53", 14.900, 0.000, 101380.000, 92.000, 261.567, 0.720, 1.130
"2013/09/17 05:14:51", 14.900, 0.000, 101380.000, 92.000, 293.567, 0.000, 0.310
"2013/09/17 05:44:11", 15.000, 0.000, 101370.000, 93.000, 267.567, 1.180, 1.490
"2013/09/17 06:14:09", 14.800, 12.165, 101360.000, 93.000, 311.567, 0.510, 0.870
"2013/09/17 06:43:29", 15.000, 76.031, 101350.000, 93.000, 266.567, 0.000, 0.100
"2013/09/17 07:13:27", 15.700, 144.459, 101330.000, 88.000, 270.567, 0.050, 0.510
"2013/09/17 07:42:47", 15.700, 301.084, 101340.000, 87.000, 229.567, 0.770, 1.030
"2013/09/17 08:12:45", 15.700, 269.151, 101340.000, 85.000, 243.567, 0.820, 1.230
"2013/09/17 08:42:05", 15.900, 319.331, 101340.000, 85.000, 209.567, 0.820, 1.290
"2013/09/17 09:12:03", 15.700, 176.393, 101360.000, 86.000, 186.567, 0.930, 1.340
"2013/09/17 09:41:23", 15.400, 95.799, 101380.000, 87.000, 210.567, 1.180, 1.540
"2013/09/17 10:11:21", 14.300, 106.444, 101380.000, 90.000, 24.567, 2.060, 3.090
"2013/09/17 10:40:41", 14.800, 190.078, 101380.000, 78.000, 242.567, 1.080, 1.650
"2013/09/17 11:10:39", 14.500, 722.297, 101380.000, 89.000, 220.567, 2.980, 3.340
"2013/09/17 11:39:59", 14.900, 440.981, 101390.000, 83.000, 226.567, 3.140, 3.650
"2013/09/17 12:09:57", 15.100, 711.653, 101390.000, 83.000, 208.567, 3.450, 3.810
"2013/09/17 12:39:17", 15.300, 685.802, 101390.000, 82.000, 229.567, 3.860, 4.480
"2013/09/17 13:09:15", 15.500, 600.647, 101390.000, 85.000, 241.567, 4.060, 4.580
"2013/09/17 13:38:35", 15.700, 396.883, 101420.000, 87.000, 235.567, 4.480, 5.040
"2013/09/17 14:08:33", 15.600, 448.584, 101430.000, 82.000, 259.567, 4.630, 5.450
"2013/09/17 14:37:53", 16.200, 643.224, 101430.000, 83.000, 278.567, 3.400, 4.270
"2013/09/17 15:07:51", 16.200, 206.805, 101450.000, 83.000, 264.567, 3.650, 4.320
"2013/09/17 15:37:11", 16.200, 477.476, 101470.000, 85.000, 259.567, 4.120, 4.680
"2013/09/17 16:07:09", 16.600, 384.718, 101470.000, 82.000, 284.567, 3.700, 4.580
"2013/09/17 16:32:39", 16.700, 285.878, 101480.000, 80.000, 282.567, 4.480, 5.400
"2013/09/17 17:02:37", 16.800, 183.996, 101480.000, 81.000, 287.567, 4.270, 5.090
"2013/09/17 17:31:57", 16.600, 97.320, 101480.000, 82.000, 288.567, 4.270, 5.090
"2013/09/17 18:01:55", 16.300, 24.330, 101510.000, 83.000, 290.567, 3.550, 4.270
"2013/09/17 18:31:15", 16.100, 0.000, 101520.000, 86.000, 287.567, 3.960, 4.940
"2013/09/17 19:01:13", 16.200, 0.000, 101550.000, 84.000, 286.567, 3.910, 4.680
"2013/09/17 19:30:33", 16.100, 0.000, 101580.000, 86.000, 282.567, 3.450, 4.320
"2013/09/17 20:00:31", 16.000, 0.000, 101600.000, 84.000, 287.567, 3.810, 4.630
"2013/09/17 20:29:51", 16.000, 0.000, 101620.000, 84.000, 287.567, 3.550, 4.170
"2013/09/17 20:59:49", 16.000, 0.000, 101630.000, 86.000, 287.567, 3.600, 4.370
"2013/09/17 21:29:09", 15.900, 0.000, 101630.000, 87.000, 284.567, 3.190, 3.760
"2013/09/17 21:59:07", 15.900, 0.000, 101650.000, 86.000, 274.567, 3.190, 3.650
"2013/09/17 22:28:27", 15.900, 0.000, 101650.000, 86.000, 284.567, 3.190, 3.810
"2013/09/17 22:58:25", 15.700, 0.000, 101660.000, 88.000, 269.567, 2.730, 3.400
"2013/09/17 23:27:45", 15.900, 0.000, 101690.000, 87.000, 296.567, 4.220, 6.640
"2013/09/17 23:57:43", 14.800, 0.000, 101710.000, 87.000, 287.567, 4.120, 5.090
"2013/09/18 00:27:03", 15.800, 0.000, 101730.000, 81.000, 254.567, 3.650, 4.120
"2013/09/18 00:57:01", 15.800, 0.000, 101760.000, 85.000, 282.567, 2.930, 3.500
"2013/09/18 01:26:21", 16.100, 0.000, 101770.000, 85.000, 294.567, 4.010, 4.630
"2013/09/18 01:56:19", 16.200, 0.000, 101770.000, 82.000, 291.567, 4.680, 5.860
"2013/09/18 02:25:39", 16.200, 0.000, 101780.000, 89.000, 311.567, 4.320, 4.890
"2013/09/18 02:55:37", 16.900, 0.000, 101800.000, 1099511627776.000, 307.567, 3.910, 4.780
"2013/09/18 03:24:57", 1099511627776.000, 0.000, 101820.000, 1099511627776.000, 306.567, 4.170, 4.730
"2013/09/18 03:54:55", 1099511627776.000, 0.000, 101830.000, 1099511627776.000, 307.567, 2.420, 2.980
"2013/09/18 04:24:15", 1099511627776.000, 0.000, 101830.000, 1099511627776.000, 298.567, 1.290, 1.590
"2013/09/18 04:54:13", 1099511627776.000, 0.000, 101830.000, 1099511627776.000, 250.567, 0.930, 1.230
"2013/09/18 05:23:33", 1099511627776.000, 0.000, 101850.000, 1099511627776.000, 284.567, 1.130, 1.590
"2013/09/18 05:53:31", 1099511627776.000, 0.000, 101870.000, 1099511627776.000, 251.567, 0.570, 1.030
"2013/09/18 06:22:51", 1099511627776.000, 12.165, 101900.000, 1099511627776.000, 317.567, 0.510, 1.230
"2013/09/18 06:52:49", 1099511627776.000, 36.495, 101910.000, 1099511627776.000, 165.567, 0.050, 0.310
"2013/09/18 07:22:09", 1099511627776.000, 165.748, 101920.000, 1099511627776.000, 128.567, 0.820, 1.340
"2013/09/18 07:52:08", 1099511627776.000, 232.656, 101920.000, 1099511627776.000, 171.567, 1.180, 1.750
"2013/09/18 08:21:27", 1099511627776.000, 275.233, 101940.000, 1099511627776.000, 158.567, 1.440, 1.800
"2013/09/18 08:51:26", 1099511627776.000, 384.718, 101940.000, 1099511627776.000, 178.567, 1.130, 1.900
"2013/09/18 09:20:46", 1099511627776.000, 442.502, 101940.000, 1099511627776.000, 191.567, 1.590, 1.950
"2013/09/18 09:50:44", 1099511627776.000, 486.600, 101970.000, 1099511627776.000, 184.567, 3.960, 4.730
"2013/09/18 10:20:04", 1099511627776.000, 471.394, 101980.000, 1099511627776.000, 189.567, 5.140, 5.970
"2013/09/18 10:50:02", 1099511627776.000, 442.502, 101970.000, 1099511627776.000, 199.567, 5.090, 5.710
"2013/09/18 11:19:22", 1099511627776.000, 229.614, 101980.000, 1099511627776.000, 201.567, 4.630, 5.760
"2013/09/18 11:49:20", 1099511627776.000, 343.661, 101970.000, 1099511627776.000, 198.567, 4.220, 4.990
"2013/09/18 12:18:40", 1099511627776.000, 445.543, 101990.000, 1099511627776.000, 201.567, 4.420, 4.990
"2013/09/18 12:48:30", 1099511627776.000, 568.714, 101980.000, 1099511627776.000, 214.567, 4.170, 4.730
"2013/09/18 13:17:58", 6.900, 506.368, 101970.000, 1099511627776.000, 217.567, 3.040, 3.450
"2013/09/18 13:47:56", 18.200, 626.498, 101960.000, 1099511627776.000, 216.567, 2.930, 3.550
"2013/09/18 14:17:16", 18.800, 555.028, 101940.000, 1099511627776.000, 230.567, 2.570, 3.290
"2013/09/18 14:47:14", 20.400, 472.914, 101930.000, 1099511627776.000, 258.567, 1.900, 2.780
"2013/09/18 15:16:34", 23.800, 510.930, 101940.000, 1099511627776.000, 269.567, 1.650, 2.520
"2013/09/18 15:46:32", 22.200, 439.461, 101920.000, 1099511627776.000, 281.567, 0.570, 1.030
"2013/09/18 16:15:52", 18.900, 342.141, 101910.000, 1099511627776.000, 284.567, 0.870, 1.340
"2013/09/18 16:45:50", 17.900, 255.465, 101890.000, 1099511627776.000, 309.567, 1.290, 1.850
"2013/09/18 17:15:10", 17.700, 170.310, 101860.000, 1099511627776.000, 10.567, 2.010, 2.260
"2013/09/18 17:45:08", 17.400, 69.949, 101870.000, 1099511627776.000, 4.567, 1.340, 1.700
"2013/09/18 18:14:28", 16.900, 6.083, 101880.000, 1099511627776.000, 357.567, 1.650, 2.110
"2013/09/18 18:44:26", 16.100, 0.000, 101870.000, 1099511627776.000, 15.567, 1.700, 1.950
"2013/09/18 19:13:46", 16.300, 0.000, 101880.000, 1099511627776.000, 8.567, 1.950, 2.370
"2013/09/18 19:43:44", 16.300, 0.000, 101870.000, 1099511627776.000, 10.567, 2.110, 2.370
"2013/09/18 20:13:04", 17.700, 0.000, 101840.000, 1099511627776.000, 41.567, 2.210, 2.520
"2013/09/18 20:43:02", 16.100, 0.000, 101820.000, 1099511627776.000, 54.567, 2.730, 3.090
"2013/09/18 21:12:22", 15.900, 0.000, 101780.000, 1099511627776.000, 58.567, 2.780, 3.140
"2013/09/18 21:42:20", 15.700, 0.000, 101780.000, 1099511627776.000, 52.567, 2.880, 3.290
"2013/09/18 22:11:40", 15.600, 0.000, 101750.000, 1099511627776.000, 73.567, 2.830, 3.240
"2013/09/18 22:41:38", 15.400, 0.000, 101720.000, 1099511627776.000, 116.567, 2.780, 3.550
"2013/09/18 23:10:58", 15.300, 0.000, 101690.000, 1099511627776.000, 113.567, 3.450, 4.120
"2013/09/18 23:40:56", 15.100, 0.000, 101640.000, 1099511627776.000, 108.567, 4.480, 5.350
"2013/09/19 00:10:16", 14.600, 0.000, 101630.000, 1099511627776.000, 121.567, 4.060, 4.580
"2013/09/19 00:40:14", 14.900, 0.000, 101610.000, 1099511627776.000, 118.567, 4.680, 5.500
"2013/09/19 01:09:34", 14.600, 0.000, 101590.000, 1099511627776.000, 116.567, 5.660, 6.690
"2013/09/19 01:39:32", 14.700, 0.000, 101570.000, 1099511627776.000, 117.567, 5.760, 6.890
"2013/09/19 02:08:52", 14.900, 0.000, 101560.000, 1099511627776.000, 116.567, 5.710, 6.740
"2013/09/19 02:38:50", 14.500, 0.000, 101540.000, 1099511627776.000, 110.567, 5.660, 6.430
"2013/09/19 03:08:10", 14.600, 0.000, 101500.000, 1099511627776.000, 109.567, 5.660, 7.200
"2013/09/19 03:38:08", 14.600, 0.000, 101490.000, 1099511627776.000, 112.567, 6.380, 7.360
"2013/09/19 04:07:28", 14.800, 0.000, 101470.000, 1099511627776.000, 122.567, 6.120, 6.890
"2013/09/19 04:37:26", 14.600, 0.000, 101450.000, 1099511627776.000, 116.567, 6.740, 7.720
"2013/09/19 05:06:46", 14.400, 0.000, 101430.000, 1099511627776.000, 116.567, 7.250, 8.080
"2013/09/19 05:36:44", 14.500, 0.000, 101430.000, 98.000, 112.567, 6.580, 7.410
"2013/09/19 06:06:04", 14.400, 9.124, 101430.000, 93.000, 113.567, 5.920, 6.950
"2013/09/19 06:36:02", 14.400, 44.098, 101400.000, 92.000, 114.567, 7.310, 8.280
"2013/09/19 07:05:22", 14.500, 91.238, 101380.000, 87.000, 112.567, 7.360, 8.130
"2013/09/19 07:35:20", 14.600, 173.351, 101330.000, 85.000, 119.567, 8.490, 9.570
"2013/09/19 08:04:40", 14.600, 202.243, 101340.000, 87.000, 118.567, 7.360, 8.750
"2013/09/19 08:34:38", 14.900, 147.501, 101330.000, 86.000, 118.567, 7.150, 7.920
"2013/09/19 09:03:58", 15.300, 170.310, 101340.000, 85.000, 120.567, 5.300, 5.970
"2013/09/19 09:33:56", 15.700, 253.944, 101330.000, 83.000, 123.567, 4.480, 4.990
"2013/09/19 10:03:16", 16.000, 66.908, 101320.000, 83.000, 120.567, 3.500, 4.060
"2013/09/19 10:33:14", 16.400, 571.755, 101290.000, 81.000, 110.567, 3.190, 3.600
"2013/09/19 11:02:34", 16.600, 611.291, 101270.000, 83.000, 113.567, 2.570, 3.040
"2013/09/19 11:32:32", 16.800, 644.745, 101240.000, 84.000, 119.567, 2.260, 2.570
"2013/09/19 12:01:53", 17.300, 547.425, 101230.000, 80.000, 167.567, 1.230, 1.440
"2013/09/19 12:31:51", 17.800, 661.472, 101220.000, 62.000, 210.567, 0.570, 0.820
"2013/09/19 13:01:10", 18.000, 532.219, 101210.000, 66.000, 246.567, 0.210, 0.570
"2013/09/19 13:31:09", 17.500, 640.183, 101180.000, 70.000, 191.567, 1.080, 1.390
"2013/09/19 14:00:29", 17.300, 596.085, 101180.000, 77.000, 205.567, 1.850, 2.110
"2013/09/19 14:30:27", 17.200, 555.028, 101160.000, 77.000, 212.567, 2.730, 3.040
"2013/09/19 14:59:47", 17.200, 517.013, 101130.000, 79.000, 208.567, 2.320, 2.620
"2013/09/19 15:29:45", 17.200, 447.064, 101120.000, 82.000, 198.567, 2.680, 3.240
"2013/09/19 15:59:05", 17.100, 364.950, 101110.000, 82.000, 188.567, 3.090, 3.550
"2013/09/19 16:29:03", 17.000, 290.439, 101090.000, 83.000, 172.567, 3.290, 3.860
"2013/09/19 16:58:23", 16.900, 215.929, 101080.000, 86.000, 169.567, 3.240, 4.010
"2013/09/19 17:28:21", 16.600, 138.377, 101060.000, 88.000, 163.567, 4.170, 4.630
"2013/09/19 17:57:41", 16.400, 30.413, 101020.000, 87.000, 166.567, 5.140, 5.810
"2013/09/19 18:27:39", 16.400, 0.000, 101010.000, 86.000, 189.567, 5.350, 6.020
"2013/09/19 18:56:59", 16.400, 0.000, 101000.000, 86.000, 184.567, 4.990, 5.500
"2013/09/19 19:26:57", 16.300, 0.000, 101010.000, 85.000, 190.567, 5.560, 6.220
"2013/09/19 19:56:17", 16.300, 0.000, 101010.000, 85.000, 199.567, 5.860, 6.380
"2013/09/19 20:26:15", 16.100, 0.000, 100990.000, 87.000, 195.567, 5.250, 5.970
"2013/09/19 20:55:35", 16.200, 0.000, 100980.000, 86.000, 190.567, 5.350, 6.220
"2013/09/19 21:25:33", 16.400, 0.000, 100980.000, 83.000, 188.567, 5.450, 6.020
"2013/09/19 21:54:53", 16.700, 0.000, 100960.000, 80.000, 188.567, 5.860, 6.330
"2013/09/19 22:24:51", 16.800, 0.000, 100940.000, 79.000, 177.567, 5.090, 5.710
"2013/09/19 22:54:11", 16.800, 0.000, 100920.000, 78.000, 192.567, 5.450, 6.020
"2013/09/19 23:24:09", 16.700, 0.000, 100860.000, 80.000, 192.567, 5.040, 5.560
"2013/09/19 23:53:29", 16.600, 0.000, 100850.000, 82.000, 188.567, 4.630, 5.250
"2013/09/20 00:23:27", 16.900, 0.000, 100840.000, 78.000, 184.567, 5.090, 5.920
"2013/09/20 00:52:47", 17.000, 0.000, 100820.000, 74.000, 189.567, 5.350, 6.220
"2013/09/20 01:22:45", 16.900, 0.000, 100800.000, 74.000, 178.567, 6.170, 6.840
"2013/09/20 01:52:05", 16.800, 0.000, 100790.000, 76.000, 175.567, 5.660, 6.690
"2013/09/20 02:22:03", 16.800, 0.000, 100760.000, 74.000, 154.567, 6.330, 7.250
"2013/09/20 02:51:23", 16.600, 0.000, 100750.000, 75.000, 150.567, 5.250, 6.170
"2013/09/20 03:21:21", 16.300, 0.000, 100720.000, 76.000, 149.567, 4.630, 5.710
"2013/09/20 03:50:41", 15.600, 0.000, 100650.000, 82.000, 118.567, 3.600, 4.780
"2013/09/20 04:20:39", 15.400, 0.000, 100600.000, 86.000, 128.567, 3.450, 4.990
"2013/09/20 04:49:59", 14.900, 0.000, 100590.000, 83.000, 150.567, 3.550, 5.040
"2013/09/20 05:19:57", 14.700, 0.000, 100570.000, 84.000, 124.567, 2.830, 4.270
"2013/09/20 05:49:17", 14.800, 0.000, 100560.000, 86.000, 116.567, 3.140, 4.320
"2013/09/20 06:19:15", 15.000, 12.165, 100590.000, 87.000, 129.567, 3.340, 4.480
"2013/09/20 06:48:35", 15.000, 42.578, 100570.000, 86.000, 128.567, 4.220, 5.400
"2013/09/20 07:18:33", 15.100, 66.908, 100550.000, 85.000, 130.567, 4.170, 6.280
"2013/09/20 07:47:53", 15.500, 104.923, 100530.000, 86.000, 133.567, 4.680, 6.070
"2013/09/20 08:17:51", 15.500, 44.098, 100530.000, 86.000, 132.567, 4.220, 5.250
"2013/09/20 08:47:11", 16.400, 92.758, 100520.000, 86.000, 202.567, 6.020, 6.790
"2013/09/20 09:17:09", 16.300, 106.444, 100480.000, 87.000, 188.567, 6.480, 8.080
"2013/09/20 09:46:29", 16.300, 226.573, 100460.000, 87.000, 190.567, 7.310, 8.080
"2013/09/20 10:16:27", 15.500, 187.037, 100460.000, 93.000, 193.567, 7.670, 8.440
"2013/09/20 10:45:47", 15.400, 153.583, 100430.000, 96.000, 193.567, 9.110, 10.750
"2013/09/20 11:15:45", 14.800, 95.799, 100460.000, 97.000, 209.567, 7.360, 8.490
"2013/09/20 11:45:05", 14.900, 158.145, 100460.000, 98.000, 218.567, 5.710, 6.380
"2013/09/20 12:15:03", 15.100, 109.485, 100520.000, 95.000, 203.567, 7.670, 8.750
"2013/09/20 12:44:23", 15.400, 100.361, 100510.000, 94.000, 193.567, 7.970, 9.050
"2013/09/20 13:14:21", 15.200, 176.393, 100490.000, 94.000, 181.567, 7.250, 7.920
"2013/09/20 13:43:41", 15.200, 127.733, 100460.000, 93.000, 171.567, 5.810, 6.580
"2013/09/20 14:13:39", 15.200, 241.779, 100440.000, 91.000, 162.567, 6.380, 7.310
"2013/09/20 14:42:59", 15.700, 85.155, 100460.000, 87.000, 158.567, 7.000, 8.180
"2013/09/20 15:12:57", 16.000, 144.459, 100430.000, 91.000, 172.567, 7.560, 8.850
"2013/09/20 15:42:17", 16.000, 79.073, 100440.000, 91.000, 175.567, 6.740, 7.920
"2013/09/20 16:12:15", 16.400, 62.346, 100440.000, 85.000, 177.567, 7.100, 8.180
"2013/09/20 16:41:35", 15.700, 25.851, 100460.000, 89.000, 191.567, 8.750, 10.240
"2013/09/20 17:11:33", 14.700, 22.809, 100430.000, 98.000, 185.567, 11.110, 13.020
"2013/09/20 17:40:54", 15.500, 18.248, 100420.000, 94.000, 190.567, 11.780, 13.430
"2013/09/20 18:10:52", 15.800, 4.562, 100450.000, 93.000, 191.567, 10.490, 12.500
"2013/09/20 18:40:12", 16.000, 0.000, 100470.000, 93.000, 193.567, 8.280, 9.520
"2013/09/20 19:10:09", 16.100, 0.000, 100480.000, 93.000, 197.567, 8.130, 9.260
"2013/09/20 19:39:30", 16.100, 0.000, 100510.000, 94.000, 193.567, 6.690, 7.460
"2013/09/20 20:09:28", 16.100, 0.000, 100540.000, 94.000, 217.567, 4.370, 5.200
