time[YYYY-MM-DD hh:mm:ss PST], oxygensat, oxygen
"2013/10/01 15:56:00", 80.936, 5.465
"2013/10/01 15:59:00", 81.156, 5.468
"2013/10/01 16:02:00", 81.350, 5.486
"2013/10/01 16:05:00", 81.169, 5.482
"2013/10/01 16:08:00", 81.008, 5.471
"2013/10/01 16:11:00", 81.063, 5.470
"2013/10/01 16:14:00", 81.171, 5.470
"2013/10/01 16:17:00", 81.043, 5.466
"2013/10/01 16:23:00", 80.841, 5.459
"2013/10/01 16:26:00", 80.799, 5.456
"2013/10/01 16:29:00", 80.777, 5.455
"2013/10/01 16:32:00", 80.802, 5.455
"2013/10/01 16:35:00", 80.675, 5.450
"2013/10/01 16:38:00", 80.713, 5.449
"2013/10/01 16:39:00", 80.734, 5.450
"2013/10/01 16:41:00", 80.562, 5.444
"2013/10/01 16:44:00", 80.470, 5.440
"2013/10/01 16:47:00", 80.532, 5.437
"2013/10/01 16:50:00", 80.543, 5.443
"2013/10/01 16:53:00", 80.411, 5.436
"2013/10/01 16:56:00", 80.434, 5.430
"2013/10/01 16:59:00", 80.518, 5.434
"2013/10/01 17:02:00", 80.546, 5.437
"2013/10/01 17:05:00", 80.585, 5.441
"2013/10/01 17:08:00", 80.575, 5.445
"2013/10/01 17:11:00", 80.463, 5.438
"2013/10/01 17:14:00", 80.539, 5.443
"2013/10/01 17:17:00", 80.537, 5.445
"2013/10/01 17:23:00", 80.514, 5.446
"2013/10/01 17:26:00", 80.545, 5.449
"2013/10/01 17:29:00", 80.470, 5.445
"2013/10/01 17:32:00", 80.447, 5.442
"2013/10/01 17:35:00", 80.388, 5.438
"2013/10/01 17:38:00", 80.412, 5.440
"2013/10/01 17:39:00", 80.453, 5.444
"2013/10/01 17:41:00", 80.439, 5.450
"2013/10/01 17:44:00", 80.435, 5.448
"2013/10/01 17:47:00", 80.425, 5.449
"2013/10/01 17:50:00", 80.413, 5.449
"2013/10/01 17:53:00", 80.404, 5.448
"2013/10/01 17:56:00", 80.385, 5.446
"2013/10/01 17:59:00", 80.375, 5.450
"2013/10/01 18:02:00", 80.262, 5.436
"2013/10/01 18:05:00", 80.233, 5.433
"2013/10/01 18:08:00", 80.189, 5.428
"2013/10/01 18:11:00", 80.197, 5.429
"2013/10/01 18:14:00", 80.149, 5.428
"2013/10/01 18:15:00", 80.105, 5.425
"2013/10/01 18:17:00", 80.174, 5.428
"2013/10/01 18:23:00", 80.165, 5.427
"2013/10/01 18:26:00", 80.120, 5.426
"2013/10/01 18:29:00", 80.176, 5.437
"2013/10/01 18:32:00", 80.208, 5.439
"2013/10/01 18:35:00", 80.218, 5.440
"2013/10/01 18:38:00", 80.179, 5.436
"2013/10/01 18:39:00", 80.203, 5.439
"2013/10/01 18:41:00", 80.174, 5.437
"2013/10/01 18:44:00", 80.258, 5.442
"2013/10/01 18:47:00", 80.193, 5.431
"2013/10/01 18:50:00", 80.268, 5.429
"2013/10/01 18:53:00", 80.382, 5.435
"2013/10/01 18:56:00", 80.320, 5.433
"2013/10/01 18:59:00", 80.325, 5.432
"2013/10/01 19:02:00", 80.373, 5.432
"2013/10/01 19:05:00", 80.422, 5.436
"2013/10/01 19:08:00", 80.384, 5.428
"2013/10/01 19:11:00", 80.413, 5.429
"2013/10/01 19:14:00", 80.417, 5.427
"2013/10/01 19:17:00", 80.374, 5.413
"2013/10/01 19:23:00", 80.462, 5.393
"2013/10/01 19:26:00", 80.516, 5.396
"2013/10/01 19:29:00", 80.575, 5.407
"2013/10/01 19:32:00", 80.541, 5.397
"2013/10/01 19:35:00", 80.653, 5.396
"2013/10/01 19:38:00", 81.241, 5.430
"2013/10/01 19:39:00", 81.169, 5.430
"2013/10/01 19:41:00", 80.854, 5.424
"2013/10/01 19:44:00", 80.751, 5.429
"2013/10/01 19:47:00", 80.810, 5.422
"2013/10/01 19:50:00", 81.198, 5.429
"2013/10/01 19:53:00", 81.074, 5.427
"2013/10/01 19:56:00", 80.942, 5.433
"2013/10/01 19:59:00", 80.942, 5.401
"2013/10/01 20:02:00", 80.932, 5.344
"2013/10/01 20:03:00", 80.985, 5.354
"2013/10/01 20:05:00", 81.206, 5.379
"2013/10/01 20:08:00", 81.597, 5.427
"2013/10/01 20:11:00", 81.382, 5.422
"2013/10/01 20:14:00", 81.007, 5.392
"2013/10/01 20:17:00", 80.999, 5.368
"2013/10/01 20:23:00", 81.157, 5.362
"2013/10/01 20:24:00", 81.162, 5.371
"2013/10/01 20:26:00", 81.113, 5.368
"2013/10/01 20:29:00", 81.078, 5.347
"2013/10/01 20:32:00", 81.139, 5.339
"2013/10/01 20:35:00", 81.236, 5.348
"2013/10/01 20:38:00", 81.240, 5.356
"2013/10/01 20:39:00", 81.244, 5.361
"2013/10/01 20:41:00", 81.134, 5.370
"2013/10/01 20:44:00", 80.941, 5.401
"2013/10/01 20:47:00", 81.148, 5.386
"2013/10/01 20:50:00", 81.355, 5.374
"2013/10/01 20:53:00", 81.558, 5.376
"2013/10/01 20:56:00", 81.372, 5.380
"2013/10/01 20:59:00", 81.347, 5.377
"2013/10/01 21:02:00", 81.271, 5.377
"2013/10/01 21:05:00", 81.174, 5.372
"2013/10/01 21:08:00", 81.319, 5.360
"2013/10/01 21:11:00", 81.522, 5.322
"2013/10/01 21:12:00", 81.544, 5.319
"2013/10/01 21:14:00", 81.801, 5.305
"2013/10/01 21:17:00", 82.033, 5.294
"2013/10/01 21:23:00", 81.262, 5.357
"2013/10/01 21:26:00", 82.964, 5.317
"2013/10/01 21:29:00", 82.725, 5.324
"2013/10/01 21:32:00", 82.887, 5.268
"2013/10/01 21:35:00", 82.697, 5.276
"2013/10/01 21:36:00", 82.613, 5.269
"2013/10/01 21:38:00", 83.168, 5.299
"2013/10/01 21:39:00", 83.011, 5.299
"2013/10/01 21:41:00", 82.887, 5.286
"2013/10/01 21:44:00", 82.529, 5.290
"2013/10/01 21:47:00", 83.031, 5.313
"2013/10/01 21:50:00", 81.806, 5.330
"2013/10/01 21:53:00", 82.129, 5.300
"2013/10/01 21:56:00", 81.894, 5.316
"2013/10/01 21:57:00", 81.865, 5.318
"2013/10/01 21:59:00", 81.649, 5.325
"2013/10/01 22:02:00", 81.728, 5.314
"2013/10/01 22:05:00", 83.218, 5.402
"2013/10/01 22:08:00", 84.439, 5.441
"2013/10/01 22:11:00", 85.070, 5.450
"2013/10/01 22:14:00", 85.766, 5.493
"2013/10/01 22:17:00", 85.551, 5.483
"2013/10/01 22:18:00", 85.750, 5.500
"2013/10/01 22:23:00", 85.157, 5.484
"2013/10/01 22:26:00", 85.996, 5.534
"2013/10/01 22:27:00", 86.015, 5.539
"2013/10/01 22:29:00", 85.598, 5.522
"2013/10/01 22:32:00", 85.826, 5.549
"2013/10/01 22:35:00", 85.985, 5.552
"2013/10/01 22:38:00", 86.097, 5.569
"2013/10/01 22:39:00", 86.325, 5.577
"2013/10/01 22:41:00", 86.410, 5.581
"2013/10/01 22:44:00", 86.493, 5.592
"2013/10/01 22:50:00", 85.280, 5.508
"2013/10/01 22:53:00", 84.578, 5.461
"2013/10/01 22:56:00", 85.947, 5.565
"2013/10/01 22:57:00", 86.016, 5.573
"2013/10/01 22:59:00", 85.575, 5.560
"2013/10/01 23:02:00", 84.750, 5.528
"2013/10/01 23:05:00", 84.716, 5.522
"2013/10/01 23:08:00", 85.011, 5.534
"2013/10/01 23:09:00", 85.001, 5.536
"2013/10/01 23:11:00", 83.813, 5.480
"2013/10/01 23:14:00", 83.535, 5.487
"2013/10/01 23:17:00", 83.004, 5.456
"2013/10/01 23:18:00", 82.925, 5.452
"2013/10/01 23:23:00", 81.698, 5.402
"2013/10/01 23:26:00", 81.648, 5.414
"2013/10/01 23:29:00", 81.649, 5.424
"2013/10/01 23:30:00", 81.600, 5.423
"2013/10/01 23:32:00", 81.615, 5.419
"2013/10/01 23:35:00", 81.792, 5.440
"2013/10/01 23:38:00", 81.866, 5.456
"2013/10/01 23:39:00", 81.892, 5.459
"2013/10/01 23:41:00", 81.851, 5.462
"2013/10/01 23:44:00", 81.801, 5.471
"2013/10/01 23:47:00", 81.715, 5.469
"2013/10/01 23:48:00", 81.689, 5.467
"2013/10/01 23:50:00", 81.640, 5.466
"2013/10/01 23:53:00", 81.671, 5.462
"2013/10/01 23:59:00", 81.768, 5.475
"2013/10/02 00:00:00", 81.822, 5.477
"2013/10/02 00:02:00", 81.807, 5.474
"2013/10/02 00:05:00", 81.826, 5.473
"2013/10/02 00:08:00", 81.885, 5.488
"2013/10/02 00:09:00", 81.865, 5.487
"2013/10/02 00:11:00", 81.919, 5.483
"2013/10/02 00:14:00", 81.825, 5.470
"2013/10/02 00:17:00", 81.306, 5.441
"2013/10/02 00:18:00", 81.291, 5.446
"2013/10/02 00:23:00", 81.348, 5.463
"2013/10/02 00:26:00", 81.250, 5.437
"2013/10/02 00:29:00", 81.235, 5.440
"2013/10/02 00:30:00", 81.289, 5.442
"2013/10/02 00:32:00", 81.358, 5.449
"2013/10/02 00:35:00", 81.377, 5.462
"2013/10/02 00:38:00", 81.373, 5.465
"2013/10/02 00:39:00", 81.385, 5.471
"2013/10/02 00:40:00", 81.467, 5.471
"2013/10/02 00:41:00", 81.321, 5.470
"2013/10/02 00:44:00", 81.103, 5.460
"2013/10/02 00:47:00", 80.814, 5.440
"2013/10/02 00:48:00", 80.848, 5.446
"2013/10/02 00:50:00", 80.633, 5.419
"2013/10/02 00:51:00", 80.628, 5.416
"2013/10/02 00:53:00", 80.359, 5.396
"2013/10/02 00:56:00", 80.314, 5.396
"2013/10/02 00:59:00", 80.437, 5.404
"2013/10/02 01:00:00", 80.363, 5.400
"2013/10/02 01:02:00", 80.431, 5.406
"2013/10/02 01:05:00", 80.706, 5.423
"2013/10/02 01:08:00", 80.451, 5.406
"2013/10/02 01:09:00", 80.539, 5.412
"2013/10/02 01:11:00", 80.097, 5.385
"2013/10/02 01:14:00", 79.773, 5.376
"2013/10/02 01:18:00", 80.621, 5.444
"2013/10/02 01:19:00", 80.625, 5.447
"2013/10/02 01:23:00", 80.798, 5.455
"2013/10/02 01:26:00", 80.698, 5.484
"2013/10/02 01:27:00", 80.617, 5.486
"2013/10/02 01:28:00", 80.624, 5.483
"2013/10/02 01:29:00", 80.509, 5.471
"2013/10/02 01:30:00", 80.494, 5.471
"2013/10/02 01:32:00", 80.474, 5.460
"2013/10/02 01:35:00", 80.489, 5.464
"2013/10/02 01:38:00", 80.513, 5.458
"2013/10/02 01:39:00", 80.491, 5.459
"2013/10/02 01:40:00", 80.494, 5.459
"2013/10/02 01:41:00", 80.425, 5.464
"2013/10/02 01:44:00", 80.361, 5.462
"2013/10/02 01:47:00", 80.487, 5.467
"2013/10/02 01:48:00", 80.463, 5.469
"2013/10/02 01:49:00", 80.493, 5.464
"2013/10/02 01:50:00", 80.449, 5.445
"2013/10/02 01:51:00", 80.449, 5.442
"2013/10/02 01:53:00", 80.439, 5.456
"2013/10/02 01:56:00", 80.317, 5.448
"2013/10/02 01:59:00", 80.356, 5.455
"2013/10/02 02:00:00", 80.317, 5.454
"2013/10/02 02:02:00", 80.874, 5.494
"2013/10/02 02:05:00", 80.811, 5.487
"2013/10/02 02:08:00", 80.619, 5.462
"2013/10/02 02:09:00", 80.717, 5.471
"2013/10/02 02:11:00", 80.559, 5.444
"2013/10/02 02:12:00", 80.540, 5.440
"2013/10/02 02:14:00", 80.244, 5.426
"2013/10/02 02:17:00", 80.144, 5.423
"2013/10/02 02:23:00", 80.323, 5.456
"2013/10/02 02:26:00", 80.202, 5.435
"2013/10/02 02:29:00", 80.228, 5.447
"2013/10/02 02:30:00", 80.228, 5.449
"2013/10/02 02:32:00", 80.362, 5.462
"2013/10/02 02:35:00", 80.303, 5.457
"2013/10/02 02:38:00", 80.422, 5.477
"2013/10/02 02:39:00", 80.386, 5.476
"2013/10/02 02:40:00", 80.496, 5.487
"2013/10/02 02:41:00", 80.587, 5.498
"2013/10/02 02:42:00", 80.543, 5.492
"2013/10/02 02:44:00", 80.359, 5.461
"2013/10/02 02:47:00", 80.130, 5.439
"2013/10/02 02:48:00", 80.141, 5.441
"2013/10/02 02:50:00", 80.349, 5.479
"2013/10/02 02:51:00", 80.364, 5.480
"2013/10/02 02:53:00", 80.340, 5.471
"2013/10/02 02:56:00", 80.405, 5.473
"2013/10/02 02:59:00", 80.277, 5.457
"2013/10/02 03:00:00", 80.321, 5.459
"2013/10/02 03:02:00", 80.173, 5.443
"2013/10/02 03:05:00", 80.247, 5.457
"2013/10/02 03:08:00", 80.292, 5.463
"2013/10/02 03:09:00", 80.365, 5.469
"2013/10/02 03:11:00", 80.307, 5.457
"2013/10/02 03:12:00", 80.321, 5.457
"2013/10/02 03:14:00", 80.440, 5.466
"2013/10/02 03:17:00", 80.400, 5.479
"2013/10/02 03:18:00", 80.367, 5.476
"2013/10/02 03:23:00", 80.440, 5.488
"2013/10/02 03:26:00", 80.389, 5.473
"2013/10/02 03:29:00", 80.298, 5.463
"2013/10/02 03:30:00", 80.322, 5.466
"2013/10/02 03:32:00", 80.257, 5.457
"2013/10/02 03:35:00", 80.203, 5.450
"2013/10/02 03:38:00", 80.079, 5.441
"2013/10/02 03:39:00", 80.121, 5.448
"2013/10/02 03:40:00", 80.099, 5.445
"2013/10/02 03:41:00", 79.855, 5.430
"2013/10/02 03:44:00", 80.199, 5.463
"2013/10/02 03:47:00", 80.194, 5.454
"2013/10/02 03:48:00", 80.278, 5.459
"2013/10/02 03:50:00", 80.162, 5.455
"2013/10/02 03:51:00", 80.188, 5.458
"2013/10/02 03:53:00", 80.249, 5.463
"2013/10/02 03:56:00", 80.268, 5.459
"2013/10/02 03:57:00", 80.322, 5.463
"2013/10/02 03:59:00", 80.208, 5.456
"2013/10/02 04:00:00", 80.189, 5.455
"2013/10/02 04:02:00", 80.209, 5.460
"2013/10/02 04:05:00", 80.179, 5.458
"2013/10/02 04:08:00", 80.144, 5.457
"2013/10/02 04:09:00", 80.144, 5.457
"2013/10/02 04:11:00", 80.171, 5.464
"2013/10/02 04:14:00", 80.129, 5.456
"2013/10/02 04:17:00", 80.006, 5.450
"2013/10/02 04:18:00", 80.055, 5.453
"2013/10/02 04:23:00", 79.861, 5.453
"2013/10/02 04:26:00", 79.866, 5.444
"2013/10/02 04:27:00", 79.877, 5.445
"2013/10/02 04:29:00", 79.941, 5.456
"2013/10/02 04:30:00", 79.965, 5.457
"2013/10/02 04:32:00", 80.054, 5.464
"2013/10/02 04:35:00", 80.094, 5.464
"2013/10/02 04:38:00", 79.866, 5.440
"2013/10/02 04:39:00", 79.885, 5.441
"2013/10/02 04:40:00", 79.831, 5.436
"2013/10/02 04:41:00", 79.821, 5.436
"2013/10/02 04:44:00", 80.041, 5.459
"2013/10/02 04:47:00", 80.067, 5.458
"2013/10/02 04:48:00", 80.101, 5.459
"2013/10/02 04:50:00", 80.012, 5.449
"2013/10/02 04:51:00", 80.056, 5.452
"2013/10/02 04:53:00", 79.977, 5.448
"2013/10/02 04:56:00", 80.056, 5.459
"2013/10/02 04:57:00", 80.056, 5.462
"2013/10/02 04:59:00", 80.116, 5.466
"2013/10/02 05:00:00", 80.146, 5.468
"2013/10/02 05:02:00", 80.186, 5.469
"2013/10/02 05:05:00", 80.151, 5.471
"2013/10/02 05:08:00", 80.126, 5.468
"2013/10/02 05:09:00", 80.146, 5.470
"2013/10/02 05:11:00", 80.106, 5.467
"2013/10/02 05:12:00", 80.101, 5.466
"2013/10/02 05:14:00", 80.082, 5.468
"2013/10/02 05:17:00", 80.079, 5.465
"2013/10/02 05:18:00", 80.057, 5.464
"2013/10/02 05:23:00", 80.087, 5.466
"2013/10/02 05:26:00", 80.084, 5.465
"2013/10/02 05:27:00", 80.101, 5.467
"2013/10/02 05:29:00", 80.066, 5.464
"2013/10/02 05:30:00", 80.056, 5.463
"2013/10/02 05:32:00", 80.065, 5.469
"2013/10/02 05:35:00", 80.060, 5.470
"2013/10/02 05:38:00", 80.071, 5.473
"2013/10/02 05:39:00", 80.056, 5.473
"2013/10/02 05:40:00", 80.101, 5.474
"2013/10/02 05:41:00", 80.111, 5.475
"2013/10/02 05:42:00", 80.102, 5.475
"2013/10/02 05:44:00", 80.121, 5.474
"2013/10/02 05:47:00", 80.106, 5.473
"2013/10/02 05:48:00", 80.101, 5.474
"2013/10/02 05:50:00", 80.039, 5.468
"2013/10/02 05:51:00", 80.057, 5.471
"2013/10/02 05:53:00", 80.126, 5.477
"2013/10/02 05:56:00", 80.141, 5.479
"2013/10/02 05:57:00", 80.102, 5.475
"2013/10/02 05:59:00", 80.121, 5.478
"2013/10/02 06:00:00", 80.146, 5.480
"2013/10/02 06:02:00", 80.079, 5.472
"2013/10/02 06:05:00", 80.071, 5.474
"2013/10/02 06:08:00", 80.126, 5.482
"2013/10/02 06:09:00", 80.101, 5.481
"2013/10/02 06:11:00", 80.091, 5.476
"2013/10/02 06:12:00", 80.145, 5.481
"2013/10/02 06:14:00", 80.032, 5.470
"2013/10/02 06:17:00", 80.034, 5.472
"2013/10/02 06:18:00", 80.057, 5.475
"2013/10/02 06:23:00", 80.002, 5.471
"2013/10/02 06:26:00", 80.012, 5.471
"2013/10/02 06:27:00", 80.012, 5.472
"2013/10/02 06:29:00", 79.992, 5.472
"2013/10/02 06:30:00", 80.012, 5.473
"2013/10/02 06:32:00", 79.967, 5.472
"2013/10/02 06:35:00", 79.952, 5.472
"2013/10/02 06:38:00", 79.986, 5.475
"2013/10/02 06:39:00", 79.993, 5.477
"2013/10/02 06:40:00", 80.011, 5.478
"2013/10/02 06:41:00", 79.971, 5.474
"2013/10/02 06:42:00", 79.922, 5.471
"2013/10/02 06:44:00", 80.037, 5.476
"2013/10/02 06:47:00", 80.016, 5.472
"2013/10/02 06:48:00", 80.100, 5.478
"2013/10/02 06:50:00", 79.932, 5.466
"2013/10/02 06:51:00", 79.879, 5.464
"2013/10/02 06:53:00", 79.913, 5.465
"2013/10/02 06:56:00", 79.771, 5.454
"2013/10/02 06:57:00", 79.834, 5.459
"2013/10/02 06:59:00", 79.746, 5.454
"2013/10/02 07:00:00", 79.790, 5.458
"2013/10/02 07:02:00", 79.759, 5.451
"2013/10/02 07:05:00", 79.847, 5.456
"2013/10/02 07:08:00", 79.898, 5.459
"2013/10/02 07:09:00", 79.878, 5.458
"2013/10/02 07:11:00", 79.887, 5.453
"2013/10/02 07:12:00", 79.923, 5.458
"2013/10/02 07:14:00", 79.901, 5.451
"2013/10/02 07:17:00", 79.943, 5.452
"2013/10/02 07:18:00", 79.923, 5.452
"2013/10/02 07:23:00", 79.958, 5.448
"2013/10/02 07:26:00", 79.977, 5.453
"2013/10/02 07:27:00", 79.967, 5.452
"2013/10/02 07:29:00", 79.998, 5.454
"2013/10/02 07:30:00", 79.923, 5.446
"2013/10/02 07:32:00", 80.020, 5.439
"2013/10/02 07:35:00", 80.002, 5.440
"2013/10/02 07:38:00", 80.065, 5.443
"2013/10/02 07:39:00", 80.048, 5.440
"2013/10/02 07:40:00", 80.099, 5.440
"2013/10/02 07:41:00", 80.037, 5.433
"2013/10/02 07:42:00", 80.055, 5.436
"2013/10/02 07:44:00", 80.064, 5.438
"2013/10/02 07:47:00", 80.080, 5.435
"2013/10/02 07:48:00", 80.099, 5.437
"2013/10/02 07:50:00", 80.099, 5.448
"2013/10/02 07:51:00", 80.099, 5.448
"2013/10/02 07:53:00", 80.121, 5.449
"2013/10/02 07:56:00", 80.094, 5.445
"2013/10/02 07:57:00", 80.099, 5.447
"2013/10/02 07:59:00", 80.089, 5.449
"2013/10/02 08:00:00", 80.143, 5.451
"2013/10/02 08:02:00", 80.174, 5.456
"2013/10/02 08:05:00", 80.231, 5.458
"2013/10/02 08:08:00", 80.344, 5.468
"2013/10/02 08:09:00", 80.275, 5.461
"2013/10/02 08:11:00", 80.306, 5.456
"2013/10/02 08:12:00", 80.319, 5.455
"2013/10/02 08:14:00", 80.301, 5.457
"2013/10/02 08:17:00", 80.391, 5.447
"2013/10/02 08:18:00", 80.362, 5.446
"2013/10/02 08:23:00", 80.388, 5.408
"2013/10/02 08:26:00", 80.480, 5.398
"2013/10/02 08:27:00", 80.450, 5.401
"2013/10/02 08:29:00", 80.437, 5.417
"2013/10/02 08:30:00", 80.406, 5.410
"2013/10/02 08:32:00", 80.433, 5.420
"2013/10/02 08:35:00", 80.495, 5.374
"2013/10/02 08:38:00", 80.549, 5.366
"2013/10/02 08:39:00", 80.530, 5.377
"2013/10/02 08:40:00", 80.583, 5.365
"2013/10/02 08:41:00", 80.637, 5.358
"2013/10/02 08:42:00", 80.628, 5.355
"2013/10/02 08:44:00", 80.654, 5.356
"2013/10/02 08:47:00", 80.655, 5.356
"2013/10/02 08:48:00", 80.672, 5.359
"2013/10/02 08:50:00", 80.680, 5.360
"2013/10/02 08:51:00", 80.671, 5.360
"2013/10/02 08:53:00", 80.749, 5.364
"2013/10/02 08:56:00", 80.965, 5.386
"2013/10/02 08:57:00", 81.024, 5.384
"2013/10/02 08:59:00", 80.949, 5.373
"2013/10/02 09:00:00", 80.980, 5.385
"2013/10/02 09:02:00", 80.829, 5.388
"2013/10/02 09:05:00", 80.861, 5.383
"2013/10/02 09:08:00", 80.828, 5.388
"2013/10/02 09:09:00", 80.847, 5.386
