time[YYYY-MM-DD hh:mm:ss PST], q_yield, fm, fo
"2013/10/20 22:06:00", 0.510, 1172.000, 574.000
"2013/10/20 22:08:48", 0.467, 1166.000, 621.000
"2013/10/20 22:08:51", 0.494, 1134.000, 573.000
"2013/10/20 22:08:55", 0.430, 1173.000, 668.000
"2013/10/20 22:08:59", 0.422, 1164.000, 672.000
"2013/10/20 22:11:46", 0.379, 1147.000, 712.000
"2013/10/20 22:11:50", 0.503, 1170.000, 581.000
"2013/10/20 22:11:53", 0.564, 1232.000, 537.000
"2013/10/20 22:11:57", 0.490, 1129.000, 575.000
"2013/10/20 22:14:49", 0.416, 1206.000, 704.000
"2013/10/20 22:14:53", 0.424, 1144.000, 658.000
"2013/10/20 22:14:57", 0.418, 1163.000, 676.000
"2013/10/20 22:15:00", 0.539, 1226.000, 564.000
"2013/10/20 22:17:48", 0.473, 1164.000, 613.000
"2013/10/20 22:17:51", 0.438, 1195.000, 671.000
"2013/10/20 22:17:55", 0.497, 1197.000, 601.000
"2013/10/20 22:17:59", 0.469, 1194.000, 633.000
"2013/10/20 22:23:52", 0.460, 1082.000, 584.000
"2013/10/20 22:23:56", 0.456, 1218.000, 662.000
"2013/10/20 22:23:59", 0.525, 1262.000, 599.000
"2013/10/20 22:26:48", 0.599, 1234.000, 1099511627776.000
"2013/10/20 22:26:52", 0.423, 1254.000, 723.000
"2013/10/20 22:26:55", 0.409, 1220.000, 720.000
"2013/10/20 22:26:59", 0.404, 1346.000, 802.000
"2013/10/20 22:29:50", 0.425, 1088.000, 625.000
"2013/10/20 22:29:54", 0.535, 1146.000, 532.000
"2013/10/20 22:29:57", 0.507, 1290.000, 635.000
"2013/10/20 22:32:49", 0.513, 1253.000, 610.000
"2013/10/20 22:32:52", 0.510, 1171.000, 573.000
"2013/10/20 22:32:56", 0.523, 1286.000, 613.000
"2013/10/20 22:33:00", 0.411, 1201.000, 707.000
"2013/10/20 22:35:48", 0.426, 1211.000, 694.000
"2013/10/20 22:35:52", 0.544, 1200.000, 547.000
"2013/10/20 22:35:55", 0.491, 1237.000, 629.000
"2013/10/20 22:35:59", 0.405, 1168.000, 694.000
"2013/10/20 22:38:47", 0.394, 1132.000, 685.000
"2013/10/20 22:38:50", 0.584, 1291.000, 536.000
"2013/10/20 22:38:54", 0.553, 1343.000, 599.000
"2013/10/20 22:38:58", 0.479, 1277.000, 665.000
"2013/10/20 22:39:01", 0.482, 1360.000, 704.000
"2013/10/20 22:39:05", 0.414, 1217.000, 712.000
"2013/10/20 22:39:09", 0.602, 1467.000, 583.000
"2013/10/20 22:39:12", 0.540, 1273.000, 585.000
"2013/10/20 22:39:16", 0.533, 1235.000, 576.000
"2013/10/20 22:39:19", 0.524, 1241.000, 590.000
"2013/10/20 22:39:23", 0.522, 1202.000, 574.000
"2013/10/20 22:39:27", 0.465, 1385.000, 740.000
"2013/10/20 22:39:30", 0.531, 1332.000, 624.000
"2013/10/20 22:39:34", 0.587, 1378.000, 568.000
"2013/10/20 22:39:38", 0.454, 1346.000, 734.000
"2013/10/20 22:39:41", 0.436, 1227.000, 692.000
"2013/10/20 22:39:45", 0.471, 1332.000, 704.000
"2013/10/20 22:39:49", 0.560, 1399.000, 615.000
"2013/10/20 22:39:52", 0.483, 1294.000, 668.000
"2013/10/20 22:39:56", 0.528, 1399.000, 659.000
"2013/10/20 22:40:00", 0.445, 1310.000, 727.000
"2013/10/20 22:41:49", 0.465, 1144.000, 612.000
"2013/10/20 22:41:52", 0.409, 1224.000, 723.000
"2013/10/20 22:41:56", 0.559, 1303.000, 574.000
"2013/10/20 22:42:00", 0.445, 1189.000, 659.000
"2013/10/20 22:44:48", 0.514, 1141.000, 554.000
"2013/10/20 22:44:52", 0.396, 1045.000, 631.000
"2013/10/20 22:44:56", 0.362, 1035.000, 660.000
"2013/10/20 22:44:59", 0.502, 1145.000, 570.000
"2013/10/20 22:47:47", 0.541, 1160.000, 532.000
"2013/10/20 22:47:51", 0.509, 1183.000, 580.000
"2013/10/20 22:47:54", 0.504, 1173.000, 581.000
"2013/10/20 22:47:58", 0.542, 1190.000, 545.000
"2013/10/20 22:50:49", 0.537, 1162.000, 537.000
"2013/10/20 22:50:53", 0.396, 1076.000, 649.000
"2013/10/20 22:50:56", 0.433, 1184.000, 671.000
"2013/10/20 22:51:00", 0.430, 1203.000, 685.000
"2013/10/20 22:53:48", 0.543, 1432.000, 653.000
"2013/10/20 22:53:51", 0.492, 1527.000, 775.000
"2013/10/20 22:53:55", 0.518, 1433.000, 690.000
"2013/10/20 22:53:59", 0.484, 1400.000, 722.000
"2013/10/20 22:56:47", 0.504, 1209.000, 599.000
"2013/10/20 22:56:51", 0.508, 1232.000, 605.000
"2013/10/20 22:56:54", 0.451, 1281.000, 702.000
"2013/10/20 22:56:58", 0.479, 1371.000, 714.000
"2013/10/20 22:59:49", 0.479, 1266.000, 659.000
"2013/10/20 22:59:53", 0.573, 1387.000, 592.000
"2013/10/20 22:59:57", 0.508, 1310.000, 644.000
"2013/10/20 23:00:00", 0.509, 1291.000, 633.000
"2013/10/20 23:02:48", 0.461, 1371.000, 738.000
"2013/10/20 23:02:52", 0.487, 1412.000, 723.000
"2013/10/20 23:02:55", 0.494, 1350.000, 683.000
"2013/10/20 23:02:59", 0.461, 1397.000, 752.000
"2013/10/20 23:05:47", 0.481, 1434.000, 744.000
"2013/10/20 23:05:51", 0.485, 1279.000, 658.000
"2013/10/20 23:05:55", 0.427, 1355.000, 776.000
"2013/10/20 23:05:58", 0.487, 1316.000, 674.000
"2013/10/20 23:08:50", 0.473, 1215.000, 640.000
"2013/10/20 23:08:53", 0.319, 1162.000, 791.000
"2013/10/20 23:08:57", 0.562, 1318.000, 577.000
"2013/10/20 23:11:48", 0.404, 1257.000, 748.000
"2013/10/20 23:11:52", 0.492, 1351.000, 686.000
"2013/10/20 23:11:55", 0.456, 1281.000, 696.000
"2013/10/20 23:11:59", 0.506, 1274.000, 629.000
"2013/10/20 23:14:47", 0.479, 1374.000, 715.000
"2013/10/20 23:14:50", 0.435, 1296.000, 731.000
"2013/10/20 23:14:54", 0.480, 1371.000, 712.000
"2013/10/20 23:14:58", 0.470, 1358.000, 719.000
"2013/10/20 23:17:50", 0.499, 1314.000, 658.000
"2013/10/20 23:17:53", 0.478, 1424.000, 743.000
"2013/10/20 23:17:57", 0.498, 1396.000, 700.000
"2013/10/20 23:23:47", 0.477, 1425.000, 744.000
"2013/10/20 23:23:50", 0.544, 1525.000, 694.000
"2013/10/20 23:23:54", 0.417, 1264.000, 736.000
"2013/10/20 23:23:58", 0.451, 1349.000, 740.000
"2013/10/20 23:26:50", 0.466, 1354.000, 723.000
"2013/10/20 23:26:54", 0.501, 1624.000, 810.000
"2013/10/20 23:26:57", 0.450, 1304.000, 716.000
"2013/10/20 23:29:49", 0.540, 1331.000, 611.000
"2013/10/20 23:29:52", 0.447, 1351.000, 747.000
"2013/10/20 23:29:56", 0.436, 1270.000, 716.000
"2013/10/20 23:29:59", 0.545, 1443.000, 656.000
"2013/10/20 23:32:47", 0.502, 1431.000, 712.000
"2013/10/20 23:32:51", 0.411, 1287.000, 758.000
"2013/10/20 23:32:54", 0.481, 1275.000, 661.000
"2013/10/20 23:32:58", 0.573, 1365.000, 582.000
"2013/10/20 23:35:49", 0.500, 1218.000, 609.000
"2013/10/20 23:35:53", 0.486, 1409.000, 724.000
"2013/10/20 23:35:56", 0.553, 1348.000, 602.000
"2013/10/20 23:36:00", 0.432, 1207.000, 685.000
"2013/10/20 23:38:49", 0.446, 1354.000, 750.000
"2013/10/20 23:38:52", 0.555, 1577.000, 701.000
"2013/10/20 23:38:56", 0.514, 1430.000, 694.000
"2013/10/20 23:39:00", 0.502, 1379.000, 686.000
"2013/10/20 23:39:03", 0.502, 1372.000, 683.000
"2013/10/20 23:39:07", 0.449, 1375.000, 757.000
"2013/10/20 23:39:11", 0.490, 1502.000, 766.000
"2013/10/20 23:39:14", 0.533, 1616.000, 754.000
"2013/10/20 23:39:18", 0.458, 1429.000, 774.000
"2013/10/20 23:39:25", 0.526, 1391.000, 659.000
"2013/10/20 23:39:29", 0.464, 1419.000, 760.000
"2013/10/20 23:39:32", 0.501, 1422.000, 709.000
"2013/10/20 23:39:36", 0.495, 1382.000, 697.000
"2013/10/20 23:39:40", 0.472, 1481.000, 781.000
"2013/10/20 23:39:43", 0.446, 1384.000, 766.000
"2013/10/20 23:39:47", 0.473, 1486.000, 782.000
"2013/10/20 23:39:51", 0.516, 1477.000, 714.000
"2013/10/20 23:39:54", 0.484, 1380.000, 712.000
"2013/10/20 23:39:58", 0.457, 1431.000, 776.000
"2013/10/20 23:41:47", 0.515, 1618.000, 784.000
"2013/10/20 23:41:51", 0.514, 1640.000, 796.000
"2013/10/20 23:41:55", 0.501, 1537.000, 766.000
"2013/10/20 23:41:58", 0.527, 1439.000, 680.000
"2013/10/20 23:44:46", 0.514, 1605.000, 779.000
"2013/10/20 23:44:49", 0.417, 1383.000, 806.000
"2013/10/20 23:44:53", 0.455, 1418.000, 772.000
"2013/10/20 23:44:57", 0.542, 1684.000, 771.000
"2013/10/20 23:45:00", 0.531, 1522.000, 713.000
"2013/10/20 23:47:49", 0.442, 1441.000, 804.000
"2013/10/20 23:47:53", 0.493, 1639.000, 830.000
"2013/10/20 23:47:56", 0.473, 1374.000, 723.000
"2013/10/20 23:48:00", 0.492, 1381.000, 701.000
"2013/10/20 23:50:51", 0.513, 1656.000, 806.000
"2013/10/20 23:50:55", 0.491, 1648.000, 838.000
"2013/10/20 23:50:58", 0.502, 1558.000, 775.000
"2013/10/20 23:53:50", 0.510, 1613.000, 789.000
"2013/10/20 23:53:53", 0.462, 1654.000, 889.000
"2013/10/20 23:53:57", 0.518, 1802.000, 868.000
"2013/10/20 23:56:48", 0.546, 2193.000, 995.000
"2013/10/20 23:56:52", 0.545, 2087.000, 949.000
"2013/10/20 23:56:56", 0.491, 1748.000, 888.000
"2013/10/20 23:56:59", 0.560, 1940.000, 853.000
"2013/10/20 23:59:48", 0.511, 1868.000, 912.000
"2013/10/20 23:59:51", 0.541, 2058.000, 944.000
"2013/10/20 23:59:55", 0.603, 2218.000, 879.000
"2013/10/20 23:59:59", 0.487, 1924.000, 986.000
"2013/10/21 00:02:50", 0.530, 2373.000, 1115.000
"2013/10/21 00:02:54", 0.524, 2248.000, 1068.000
"2013/10/21 00:02:57", 0.565, 2571.000, 1118.000
"2013/10/21 00:05:49", 0.535, 2725.000, 1265.000
"2013/10/21 00:05:52", 0.574, 2787.000, 1186.000
"2013/10/21 00:05:56", 0.581, 2825.000, 1183.000
"2013/10/21 00:05:59", 0.541, 2574.000, 1179.000
"2013/10/21 00:08:48", 0.558, 2716.000, 1199.000
"2013/10/21 00:08:52", 0.514, 2424.000, 1177.000
"2013/10/21 00:08:55", 0.539, 2710.000, 1247.000
"2013/10/21 00:08:59", 0.531, 2638.000, 1235.000
"2013/10/21 00:11:47", 0.533, 2698.000, 1258.000
"2013/10/21 00:11:50", 0.577, 2724.000, 1152.000
"2013/10/21 00:11:54", 0.551, 2796.000, 1254.000
"2013/10/21 00:11:58", 0.533, 2829.000, 1321.000
"2013/10/21 00:14:45", 0.553, 2887.000, 1289.000
"2013/10/21 00:14:49", 0.584, 3328.000, 1382.000
"2013/10/21 00:14:52", 0.563, 3029.000, 1321.000
"2013/10/21 00:14:56", 0.575, 3274.000, 1391.000
"2013/10/21 00:15:00", 0.572, 3066.000, 1311.000
"2013/10/21 00:17:44", 0.549, 3214.000, 1448.000
"2013/10/21 00:17:47", 0.551, 2985.000, 1339.000
"2013/10/21 00:17:51", 0.563, 3380.000, 1474.000
"2013/10/21 00:17:54", 0.532, 3241.000, 1515.000
"2013/10/21 00:17:58", 0.539, 3072.000, 1416.000
"2013/10/21 00:23:49", 0.576, 3232.000, 1369.000
"2013/10/21 00:23:53", 0.583, 3342.000, 1393.000
"2013/10/21 00:23:56", 0.540, 3112.000, 1429.000
"2013/10/21 00:24:00", 0.521, 2873.000, 1374.000
"2013/10/21 00:26:47", 0.565, 3104.000, 1349.000
"2013/10/21 00:26:51", 0.528, 2935.000, 1385.000
"2013/10/21 00:26:55", 0.546, 3031.000, 1374.000
"2013/10/21 00:26:58", 0.536, 2879.000, 1334.000
"2013/10/21 00:29:47", 0.569, 3293.000, 1418.000
"2013/10/21 00:29:51", 0.536, 2938.000, 1363.000
"2013/10/21 00:29:54", 0.560, 3181.000, 1399.000
"2013/10/21 00:32:45", 0.514, 3202.000, 1553.000
"2013/10/21 00:32:49", 0.564, 3376.000, 1470.000
"2013/10/21 00:32:53", 0.567, 3593.000, 1554.000
"2013/10/21 00:32:56", 0.544, 3503.000, 1597.000
"2013/10/21 00:33:00", 0.588, 3528.000, 1453.000
"2013/10/21 00:35:48", 0.559, 3544.000, 1560.000
"2013/10/21 00:35:51", 0.585, 3923.000, 1627.000
"2013/10/21 00:35:55", 0.563, 3628.000, 1582.000
"2013/10/21 00:35:58", 0.591, 3616.000, 1477.000
"2013/10/21 00:38:50", 0.602, 3964.000, 1577.000
"2013/10/21 00:38:54", 0.587, 3802.000, 1567.000
"2013/10/21 00:39:01", 0.565, 3499.000, 1519.000
"2013/10/21 00:39:05", 0.574, 3711.000, 1580.000
"2013/10/21 00:39:09", 0.586, 3792.000, 1567.000
"2013/10/21 00:39:13", 0.562, 3970.000, 1736.000
"2013/10/21 00:39:16", 0.588, 4004.000, 1648.000
"2013/10/21 00:39:20", 0.567, 3700.000, 1599.000
"2013/10/21 00:39:23", 0.549, 3802.000, 1714.000
"2013/10/21 00:39:27", 0.555, 3652.000, 1625.000
"2013/10/21 00:39:31", 0.553, 3697.000, 1651.000
"2013/10/21 00:39:34", 0.572, 3780.000, 1617.000
"2013/10/21 00:39:38", 0.553, 3657.000, 1632.000
"2013/10/21 00:39:42", 0.547, 3568.000, 1614.000
"2013/10/21 00:39:45", 0.556, 3594.000, 1594.000
"2013/10/21 00:39:49", 0.577, 3959.000, 1672.000
"2013/10/21 00:39:53", 0.523, 3495.000, 1666.000
"2013/10/21 00:39:56", 0.594, 3770.000, 1528.000
"2013/10/21 00:40:00", 0.553, 3646.000, 1629.000
"2013/10/21 00:41:49", 0.529, 3480.000, 1639.000
"2013/10/21 00:41:53", 0.592, 3741.000, 1525.000
"2013/10/21 00:41:56", 0.563, 3546.000, 1549.000
"2013/10/21 00:42:00", 0.559, 3314.000, 1461.000
"2013/10/21 00:44:48", 0.555, 3693.000, 1642.000
"2013/10/21 00:44:51", 0.559, 3891.000, 1715.000
"2013/10/21 00:44:55", 0.580, 4098.000, 1720.000
"2013/10/21 00:44:59", 0.602, 3996.000, 1588.000
"2013/10/21 00:47:46", 0.581, 3974.000, 1665.000
"2013/10/21 00:47:50", 0.556, 3640.000, 1614.000
"2013/10/21 00:47:53", 0.557, 3579.000, 1582.000
"2013/10/21 00:50:49", 0.545, 4203.000, 1911.000
"2013/10/21 00:50:53", 0.538, 3986.000, 1838.000
"2013/10/21 00:50:57", 0.556, 4120.000, 1826.000
"2013/10/21 00:51:00", 0.553, 4108.000, 1835.000
"2013/10/21 00:53:48", 0.564, 4045.000, 1761.000
"2013/10/21 00:53:55", 0.523, 4023.000, 1918.000
"2013/10/21 00:53:59", 0.567, 4105.000, 1775.000
"2013/10/21 00:56:50", 0.570, 4249.000, 1826.000
"2013/10/21 00:56:54", 0.567, 4396.000, 1903.000
"2013/10/21 00:56:57", 0.542, 3972.000, 1817.000
"2013/10/21 00:59:50", 0.563, 4260.000, 1861.000
"2013/10/21 00:59:53", 0.538, 4085.000, 1886.000
"2013/10/21 00:59:57", 0.599, 4437.000, 1777.000
"2013/10/21 01:02:48", 0.549, 4145.000, 1868.000
"2013/10/21 01:02:52", 0.560, 4080.000, 1794.000
"2013/10/21 01:02:55", 0.586, 4474.000, 1852.000
"2013/10/21 01:02:59", 0.560, 4219.000, 1853.000
"2013/10/21 01:05:47", 0.565, 4125.000, 1793.000
"2013/10/21 01:05:50", 0.549, 3768.000, 1698.000
"2013/10/21 01:05:54", 0.608, 4115.000, 1613.000
"2013/10/21 01:05:58", 0.562, 4029.000, 1761.000
"2013/10/21 01:08:49", 0.581, 4208.000, 1759.000
"2013/10/21 01:08:52", 0.565, 4027.000, 1749.000
"2013/10/21 01:08:56", 0.541, 3923.000, 1800.000
"2013/10/21 01:09:00", 0.569, 3792.000, 1633.000
"2013/10/21 01:11:45", 0.546, 3764.000, 1708.000
"2013/10/21 01:11:48", 0.560, 3993.000, 1753.000
"2013/10/21 01:11:52", 0.572, 4010.000, 1715.000
"2013/10/21 01:11:56", 0.576, 3967.000, 1680.000
"2013/10/21 01:11:59", 0.574, 3949.000, 1681.000
"2013/10/21 01:14:47", 0.561, 4050.000, 1777.000
"2013/10/21 01:14:50", 0.588, 4079.000, 1679.000
"2013/10/21 01:14:54", 0.592, 4145.000, 1689.000
"2013/10/21 01:14:58", 0.569, 3886.000, 1673.000
"2013/10/21 01:17:45", 0.547, 3737.000, 1692.000
"2013/10/21 01:17:49", 0.570, 3999.000, 1716.000
"2013/10/21 01:17:53", 0.566, 4132.000, 1790.000
"2013/10/21 01:17:56", 0.557, 4168.000, 1844.000
"2013/10/21 01:18:00", 0.561, 3877.000, 1701.000
"2013/10/21 01:23:47", 0.586, 3941.000, 1631.000
"2013/10/21 01:23:51", 0.568, 3928.000, 1694.000
"2013/10/21 01:23:54", 0.569, 3817.000, 1643.000
"2013/10/21 01:23:58", 0.564, 3834.000, 1671.000
"2013/10/21 01:26:46", 0.547, 3774.000, 1708.000
"2013/10/21 01:26:49", 0.605, 4202.000, 1658.000
"2013/10/21 01:26:53", 0.565, 3970.000, 1726.000
"2013/10/21 01:26:56", 0.576, 3982.000, 1686.000
"2013/10/21 01:27:00", 0.548, 3937.000, 1779.000
"2013/10/21 01:29:48", 0.588, 4189.000, 1724.000
"2013/10/21 01:29:51", 0.583, 3960.000, 1648.000
"2013/10/21 01:29:55", 0.610, 4262.000, 1660.000
"2013/10/21 01:29:59", 0.612, 4030.000, 1561.000
"2013/10/21 01:32:47", 0.583, 4323.000, 1801.000
"2013/10/21 01:32:51", 0.587, 4326.000, 1786.000
"2013/10/21 01:32:54", 0.587, 4408.000, 1820.000
"2013/10/21 01:32:58", 0.577, 4111.000, 1736.000
"2013/10/21 01:35:46", 0.589, 4172.000, 1711.000
"2013/10/21 01:35:49", 0.556, 4163.000, 1847.000
"2013/10/21 01:35:53", 0.613, 4400.000, 1702.000
"2013/10/21 01:35:57", 0.572, 4182.000, 1787.000
"2013/10/21 01:36:00", 0.579, 4392.000, 1848.000
"2013/10/21 01:38:48", 0.596, 4200.000, 1693.000
"2013/10/21 01:38:52", 0.560, 3772.000, 1657.000
"2013/10/21 01:38:55", 0.582, 4088.000, 1707.000
"2013/10/21 01:38:59", 0.592, 4216.000, 1720.000
"2013/10/21 01:39:02", 0.563, 4006.000, 1749.000
"2013/10/21 01:39:06", 0.592, 4318.000, 1759.000
"2013/10/21 01:39:10", 0.581, 4230.000, 1770.000
"2013/10/21 01:39:13", 0.588, 4227.000, 1741.000
"2013/10/21 01:39:17", 0.599, 4296.000, 1721.000
"2013/10/21 01:39:21", 0.607, 4219.000, 1655.000
"2013/10/21 01:39:24", 0.598, 4137.000, 1663.000
"2013/10/21 01:39:28", 0.561, 4011.000, 1757.000
"2013/10/21 01:39:32", 0.591, 4109.000, 1680.000
"2013/10/21 01:39:35", 0.597, 4483.000, 1804.000
"2013/10/21 01:39:39", 0.592, 4127.000, 1682.000
"2013/10/21 01:39:42", 0.627, 4287.000, 1596.000
"2013/10/21 01:39:46", 0.607, 4195.000, 1648.000
"2013/10/21 01:39:50", 0.557, 3792.000, 1678.000
"2013/10/21 01:39:53", 0.561, 3939.000, 1726.000
"2013/10/21 01:39:57", 0.578, 3989.000, 1682.000
"2013/10/21 01:41:47", 0.561, 3981.000, 1744.000
"2013/10/21 01:41:51", 0.601, 4060.000, 1618.000
"2013/10/21 01:41:55", 0.587, 4021.000, 1659.000
"2013/10/21 01:41:58", 0.606, 4166.000, 1640.000
"2013/10/21 01:44:49", 0.579, 3823.000, 1607.000
"2013/10/21 01:44:53", 0.604, 3777.000, 1493.000
"2013/10/21 01:44:57", 0.624, 4043.000, 1518.000
"2013/10/21 01:45:00", 0.587, 3603.000, 1486.000
"2013/10/21 01:47:48", 0.596, 3914.000, 1581.000
"2013/10/21 01:47:52", 0.594, 3806.000, 1542.000
"2013/10/21 01:47:55", 0.583, 3693.000, 1537.000
"2013/10/21 01:47:59", 0.580, 3706.000, 1554.000
"2013/10/21 01:50:47", 0.580, 3555.000, 1493.000
"2013/10/21 01:50:50", 0.601, 3724.000, 1484.000
"2013/10/21 01:50:55", 0.613, 3852.000, 1490.000
"2013/10/21 01:50:58", 0.596, 3646.000, 1472.000
"2013/10/21 01:53:50", 0.593, 3859.000, 1569.000
"2013/10/21 01:53:53", 0.599, 3880.000, 1554.000
"2013/10/21 01:53:57", 0.603, 3965.000, 1572.000
"2013/10/21 01:56:48", 0.568, 3720.000, 1604.000
"2013/10/21 01:56:52", 0.616, 3905.000, 1498.000
"2013/10/21 01:56:59", 0.573, 3735.000, 1593.000
"2013/10/21 01:59:47", 0.603, 4078.000, 1615.000
"2013/10/21 01:59:50", 0.616, 4188.000, 1608.000
"2013/10/21 01:59:54", 0.597, 3773.000, 1518.000
"2013/10/21 01:59:58", 0.568, 3871.000, 1672.000
"2013/10/21 02:02:50", 0.592, 3669.000, 1496.000
"2013/10/21 02:02:54", 0.582, 3743.000, 1563.000
"2013/10/21 02:02:57", 0.632, 4110.000, 1510.000
"2013/10/21 02:05:49", 0.601, 4006.000, 1598.000
"2013/10/21 02:05:52", 0.553, 4029.000, 1798.000
"2013/10/21 02:05:56", 0.609, 3921.000, 1532.000
"2013/10/21 02:06:00", 0.588, 3669.000, 1508.000
"2013/10/21 02:08:47", 0.619, 4119.000, 1566.000
"2013/10/21 02:08:51", 0.594, 3736.000, 1514.000
"2013/10/21 02:08:54", 0.617, 3913.000, 1497.000
"2013/10/21 02:08:58", 0.625, 3995.000, 1496.000
"2013/10/21 02:11:46", 0.612, 3821.000, 1481.000
"2013/10/21 02:11:49", 0.614, 3805.000, 1465.000
"2013/10/21 02:11:53", 0.597, 3578.000, 1439.000
"2013/10/21 02:11:57", 0.636, 3870.000, 1408.000
"2013/10/21 02:12:01", 0.570, 3587.000, 1542.000
"2013/10/21 02:14:45", 0.608, 3743.000, 1465.000
"2013/10/21 02:14:49", 0.591, 3683.000, 1505.000
"2013/10/21 02:14:52", 0.589, 3661.000, 1504.000
"2013/10/21 02:14:56", 0.602, 3589.000, 1428.000
"2013/10/21 02:15:00", 0.626, 3718.000, 1387.000
"2013/10/21 02:17:47", 0.560, 3460.000, 1522.000
"2013/10/21 02:17:51", 0.587, 3737.000, 1541.000
"2013/10/21 02:17:55", 0.601, 3805.000, 1515.000
"2013/10/21 02:17:58", 0.597, 3754.000, 1512.000
"2013/10/21 02:23:49", 0.640, 4146.000, 1489.000
"2013/10/21 02:23:53", 0.616, 4176.000, 1603.000
"2013/10/21 02:23:56", 0.612, 4051.000, 1570.000
"2013/10/21 02:24:00", 0.585, 3949.000, 1636.000
"2013/10/21 02:26:47", 0.588, 3723.000, 1533.000
"2013/10/21 02:26:51", 0.560, 3459.000, 1519.000
"2013/10/21 02:26:55", 0.619, 4144.000, 1578.000
"2013/10/21 02:26:58", 0.571, 3729.000, 1599.000
"2013/10/21 02:29:50", 0.587, 3497.000, 1443.000
"2013/10/21 02:29:53", 0.595, 3436.000, 1390.000
"2013/10/21 02:29:57", 0.643, 3730.000, 1330.000
"2013/10/21 02:32:48", 0.575, 3390.000, 1438.000
"2013/10/21 02:32:52", 0.582, 3460.000, 1445.000
"2013/10/21 02:32:55", 0.598, 3567.000, 1432.000
"2013/10/21 02:32:59", 0.607, 3620.000, 1422.000
"2013/10/21 02:35:48", 0.615, 3737.000, 1438.000
"2013/10/21 02:35:51", 0.616, 3617.000, 1387.000
"2013/10/21 02:35:55", 0.537, 3139.000, 1452.000
"2013/10/21 02:35:59", 0.604, 3389.000, 1340.000
"2013/10/21 02:38:50", 0.589, 3163.000, 1297.000
"2013/10/21 02:38:54", 0.620, 3263.000, 1237.000
"2013/10/21 02:38:57", 0.589, 3099.000, 1271.000
"2013/10/21 02:39:01", 0.558, 2881.000, 1272.000
"2013/10/21 02:39:04", 0.582, 3135.000, 1309.000
"2013/10/21 02:39:08", 0.603, 3180.000, 1262.000
"2013/10/21 02:39:12", 0.563, 3001.000, 1311.000
"2013/10/21 02:39:15", 0.586, 3058.000, 1266.000
"2013/10/21 02:39:19", 0.573, 3185.000, 1358.000
"2013/10/21 02:39:23", 0.581, 3032.000, 1269.000
"2013/10/21 02:39:26", 0.623, 3341.000, 1259.000
"2013/10/21 02:39:30", 0.621, 3349.000, 1266.000
"2013/10/21 02:39:34", 0.660, 3326.000, 1128.000
"2013/10/21 02:39:37", 0.596, 3113.000, 1256.000
"2013/10/21 02:39:41", 0.626, 2846.000, 1063.000
"2013/10/21 02:39:45", 0.553, 2715.000, 1211.000
"2013/10/21 02:39:48", 0.605, 3167.000, 1248.000
"2013/10/21 02:39:52", 0.556, 2931.000, 1299.000
"2013/10/21 02:39:55", 0.627, 3180.000, 1184.000
"2013/10/21 02:39:59", 0.586, 3015.000, 1246.000
"2013/10/21 02:41:48", 0.569, 3148.000, 1354.000
"2013/10/21 02:41:52", 0.584, 3254.000, 1353.000
"2013/10/21 02:41:56", 0.589, 3160.000, 1297.000
"2013/10/21 02:41:59", 0.565, 2771.000, 1205.000
"2013/10/21 02:44:48", 0.572, 3316.000, 1417.000
"2013/10/21 02:44:52", 0.575, 3129.000, 1328.000
"2013/10/21 02:44:55", 0.569, 2981.000, 1284.000
"2013/10/21 02:44:59", 0.624, 3112.000, 1168.000
"2013/10/21 02:47:50", 0.596, 2949.000, 1190.000
"2013/10/21 02:47:54", 0.617, 3109.000, 1189.000
"2013/10/21 02:47:57", 0.635, 3351.000, 1222.000
"2013/10/21 02:50:49", 0.551, 2089.000, 936.000
"2013/10/21 02:50:52", 0.556, 2412.000, 1070.000
"2013/10/21 02:50:56", 0.598, 2263.000, 909.000
"2013/10/21 02:51:00", 0.571, 2066.000, 886.000
"2013/10/21 02:53:47", 0.577, 2067.000, 873.000
"2013/10/21 02:53:51", 0.551, 1953.000, 876.000
"2013/10/21 02:53:54", 0.545, 1739.000, 790.000
"2013/10/21 02:53:58", 0.543, 1788.000, 817.000
"2013/10/21 02:56:47", 0.483, 1921.000, 992.000
"2013/10/21 02:56:50", 0.576, 2263.000, 959.000
"2013/10/21 02:56:54", 0.572, 2294.000, 981.000
"2013/10/21 02:56:58", 0.554, 2133.000, 950.000
"2013/10/21 02:59:49", 0.577, 2367.000, 1000.000
"2013/10/21 02:59:53", 0.583, 2189.000, 912.000
"2013/10/21 02:59:56", 0.500, 2113.000, 1056.000
"2013/10/21 03:00:00", 0.594, 2219.000, 900.000
"2013/10/21 03:02:51", 0.460, 1508.000, 813.000
"2013/10/21 03:02:55", 0.551, 1665.000, 747.000
"2013/10/21 03:02:58", 0.505, 1651.000, 817.000
"2013/10/21 03:05:47", 0.591, 2180.000, 890.000
"2013/10/21 03:05:51", 0.556, 2161.000, 959.000
"2013/10/21 03:05:54", 0.584, 2465.000, 1025.000
"2013/10/21 03:05:58", 0.583, 2200.000, 917.000
"2013/10/21 03:08:49", 0.574, 1925.000, 820.000
"2013/10/21 03:08:53", 0.503, 1667.000, 827.000
"2013/10/21 03:08:56", 0.541, 1676.000, 769.000
"2013/10/21 03:09:00", 0.486, 1447.000, 743.000
"2013/10/21 03:11:48", 0.609, 2235.000, 872.000
