time[YYYY-MM-DD hh:mm:ss PST], oxygensat, oxygen
"2013/08/01 07:32:00", 75.224, 4.785
"2013/08/01 07:33:00", 75.254, 4.787
"2013/08/01 07:35:00", 74.714, 4.754
"2013/08/01 07:36:00", 74.721, 4.749
"2013/08/01 07:38:00", 75.202, 4.786
"2013/08/01 07:39:00", 74.975, 4.765
"2013/08/01 07:40:00", 74.811, 4.750
"2013/08/01 07:41:00", 75.118, 4.791
"2013/08/01 07:44:00", 72.700, 4.639
"2013/08/01 07:45:00", 72.673, 4.632
"2013/08/01 07:47:00", 73.309, 4.677
"2013/08/01 07:48:00", 72.942, 4.639
"2013/08/01 07:50:00", 72.430, 4.604
"2013/08/01 07:51:00", 72.050, 4.577
"2013/08/01 07:53:00", 74.017, 4.732
"2013/08/01 07:54:00", 74.007, 4.717
"2013/08/01 07:56:00", 73.557, 4.676
"2013/08/01 07:57:00", 73.427, 4.673
"2013/08/01 07:59:00", 72.682, 4.623
"2013/08/01 08:00:00", 73.095, 4.652
"2013/08/01 08:01:00", 73.122, 4.643
"2013/08/01 08:02:00", 73.441, 4.670
"2013/08/01 08:03:00", 73.118, 4.636
"2013/08/01 08:05:00", 72.784, 4.626
"2013/08/01 08:06:00", 72.582, 4.613
"2013/08/01 08:08:00", 72.459, 4.609
"2013/08/01 08:09:00", 72.490, 4.617
"2013/08/01 08:11:00", 72.412, 4.607
"2013/08/01 08:12:00", 72.446, 4.608
"2013/08/01 08:14:00", 72.376, 4.604
"2013/08/01 08:15:00", 72.490, 4.611
"2013/08/01 08:17:00", 72.900, 4.646
"2013/08/01 08:23:00", 73.041, 4.652
"2013/08/01 08:24:00", 73.071, 4.649
"2013/08/01 08:26:00", 73.063, 4.653
"2013/08/01 08:27:00", 73.070, 4.650
"2013/08/01 08:29:00", 73.060, 4.651
"2013/08/01 08:30:00", 73.026, 4.643
"2013/08/01 08:32:00", 74.018, 4.727
"2013/08/01 08:35:00", 74.186, 4.736
"2013/08/01 08:38:00", 74.696, 4.764
"2013/08/01 08:39:00", 74.114, 4.708
"2013/08/01 08:41:00", 73.466, 4.672
"2013/08/01 08:42:00", 73.472, 4.666
"2013/08/01 08:44:00", 73.902, 4.712
"2013/08/01 08:45:00", 73.961, 4.711
"2013/08/01 08:47:00", 74.745, 4.767
"2013/08/01 08:48:00", 74.986, 4.780
"2013/08/01 08:50:00", 75.068, 4.792
"2013/08/01 08:51:00", 75.209, 4.798
"2013/08/01 08:53:00", 75.250, 4.797
"2013/08/01 08:56:00", 73.517, 4.680
"2013/08/01 08:59:00", 73.755, 4.699
"2013/08/01 09:00:00", 73.783, 4.702
"2013/08/01 09:02:00", 74.244, 4.746
"2013/08/01 09:03:00", 74.359, 4.739
"2013/08/01 09:05:00", 74.512, 4.747
"2013/08/01 09:06:00", 74.583, 4.747
"2013/08/01 09:08:00", 74.459, 4.740
"2013/08/01 09:11:00", 74.256, 4.727
"2013/08/01 09:12:00", 74.140, 4.710
"2013/08/01 09:14:00", 74.306, 4.730
"2013/08/01 09:17:00", 73.582, 4.679
"2013/08/01 09:18:00", 73.735, 4.688
"2013/08/01 09:23:00", 74.215, 4.733
"2013/08/01 09:24:00", 74.231, 4.728
"2013/08/01 09:26:00", 73.623, 4.689
"2013/08/01 09:29:00", 73.405, 4.673
"2013/08/01 09:32:00", 73.447, 4.675
"2013/08/01 09:33:00", 73.470, 4.673
"2013/08/01 09:35:00", 73.863, 4.703
"2013/08/01 09:36:00", 74.051, 4.718
"2013/08/01 09:38:00", 73.867, 4.702
"2013/08/01 09:39:00", 73.938, 4.695
"2013/08/01 09:41:00", 73.901, 4.699
"2013/08/01 09:42:00", 73.918, 4.697
"2013/08/01 09:44:00", 73.609, 4.688
"2013/08/01 09:47:00", 73.566, 4.685
"2013/08/01 09:48:00", 73.518, 4.674
"2013/08/01 09:50:00", 73.369, 4.671
"2013/08/01 09:53:00", 73.587, 4.697
"2013/08/01 09:54:00", 73.693, 4.698
"2013/08/01 09:56:00", 73.184, 4.660
"2013/08/01 09:57:00", 73.337, 4.666
"2013/08/01 09:59:00", 72.943, 4.648
"2013/08/01 10:00:00", 72.982, 4.646
"2013/08/01 10:02:00", 73.178, 4.676
"2013/08/01 10:26:00", 75.474, 4.808
"2013/08/01 10:29:00", 74.581, 4.759
"2013/08/01 10:30:00", 74.666, 4.755
"2013/08/01 10:32:00", 74.492, 4.757
"2013/08/01 10:33:00", 74.577, 4.752
"2013/08/01 10:35:00", 75.349, 4.815
"2013/08/01 10:36:00", 75.425, 4.804
"2013/08/01 10:38:00", 75.778, 4.849
"2013/08/01 10:39:00", 75.707, 4.812
"2013/08/01 10:40:00", 75.431, 4.784
"2013/08/01 10:41:00", 75.852, 4.838
"2013/08/01 10:44:00", 75.186, 4.797
"2013/08/01 10:45:00", 75.337, 4.800
"2013/08/01 10:47:00", 76.113, 4.870
"2013/08/01 10:48:00", 75.919, 4.837
"2013/08/01 10:50:00", 75.139, 4.799
"2013/08/01 10:51:00", 75.467, 4.812
"2013/08/01 10:53:00", 75.281, 4.809
"2013/08/01 10:54:00", 75.777, 4.832
"2013/08/01 10:56:00", 75.954, 4.859
"2013/08/01 10:59:00", 76.027, 4.857
"2013/08/01 11:00:00", 76.403, 4.869
"2013/08/01 11:02:00", 76.583, 4.897
"2013/08/01 11:05:00", 76.738, 4.906
"2013/08/01 11:06:00", 76.851, 4.901
"2013/08/01 11:08:00", 76.659, 4.897
"2013/08/01 11:09:00", 76.806, 4.896
"2013/08/01 11:11:00", 77.341, 4.941
"2013/08/01 11:12:00", 77.033, 4.897
"2013/08/01 11:14:00", 77.838, 4.972
"2013/08/01 11:15:00", 78.141, 4.973
"2013/08/01 11:17:00", 78.066, 4.982
"2013/08/01 11:18:00", 78.542, 5.001
"2013/08/01 11:23:00", 78.677, 5.031
"2013/08/01 11:24:00", 78.590, 5.005
"2013/08/01 11:26:00", 79.155, 5.068
"2013/08/01 11:27:00", 79.343, 5.058
"2013/08/01 11:29:00", 80.008, 5.118
"2013/08/01 11:30:00", 80.189, 5.111
"2013/08/01 11:32:00", 80.333, 5.135
"2013/08/01 11:33:00", 80.235, 5.105
"2013/08/01 11:35:00", 80.425, 5.141
"2013/08/01 11:36:00", 80.544, 5.129
"2013/08/01 11:38:00", 79.434, 5.072
"2013/08/01 11:39:00", 79.301, 5.032
"2013/08/01 11:40:00", 78.663, 4.983
"2013/08/01 11:41:00", 79.000, 5.033
"2013/08/01 11:44:00", 79.459, 5.071
"2013/08/01 11:45:00", 79.661, 5.066
"2013/08/01 11:47:00", 78.222, 4.997
"2013/08/01 11:48:00", 78.462, 4.992
"2013/08/01 11:50:00", 79.020, 5.053
"2013/08/01 11:51:00", 79.344, 5.062
"2013/08/01 11:53:00", 79.123, 5.061
"2013/08/01 11:54:00", 78.548, 5.010
"2013/08/01 11:56:00", 79.749, 5.114
"2013/08/01 11:57:00", 79.479, 5.069
"2013/08/01 11:59:00", 79.201, 5.068
"2013/08/01 12:00:00", 79.345, 5.057
"2013/08/01 12:02:00", 78.966, 5.055
"2013/08/01 12:03:00", 78.991, 5.032
"2013/08/01 12:05:00", 79.226, 5.057
"2013/08/01 12:06:00", 79.679, 5.075
"2013/08/01 12:08:00", 79.751, 5.088
"2013/08/01 12:09:00", 80.013, 5.089
"2013/08/01 12:11:00", 79.689, 5.078
"2013/08/01 12:12:00", 80.212, 5.095
"2013/08/01 12:14:00", 80.035, 5.102
"2013/08/01 12:15:00", 80.149, 5.093
"2013/08/01 12:17:00", 79.917, 5.091
"2013/08/01 12:18:00", 80.282, 5.098
"2013/08/01 12:23:00", 80.307, 5.116
"2013/08/01 12:24:00", 80.374, 5.104
"2013/08/01 12:26:00", 80.681, 5.135
"2013/08/01 12:27:00", 80.818, 5.126
"2013/08/01 12:29:00", 80.773, 5.140
"2013/08/01 12:30:00", 80.973, 5.134
"2013/08/01 12:32:00", 80.622, 5.130
"2013/08/01 12:33:00", 80.862, 5.129
"2013/08/01 12:35:00", 80.013, 5.088
"2013/08/01 12:36:00", 80.150, 5.079
"2013/08/01 12:38:00", 79.602, 5.065
"2013/08/01 12:39:00", 79.734, 5.043
"2013/08/01 12:40:00", 79.697, 5.033
"2013/08/01 12:41:00", 79.132, 5.026
"2013/08/01 12:42:00", 79.063, 5.010
"2013/08/01 12:44:00", 78.582, 5.000
"2013/08/01 12:45:00", 78.549, 4.979
"2013/08/01 12:47:00", 78.379, 4.988
"2013/08/01 12:50:00", 78.838, 5.016
"2013/08/01 12:51:00", 78.993, 5.011
"2013/08/01 12:53:00", 78.878, 5.011
"2013/08/01 12:54:00", 78.906, 4.995
"2013/08/01 12:56:00", 79.255, 5.038
"2013/08/01 12:57:00", 79.175, 5.016
"2013/08/01 12:59:00", 80.201, 5.097
"2013/08/01 13:00:00", 80.111, 5.071
"2013/08/01 13:02:00", 79.482, 5.061
"2013/08/01 13:03:00", 79.775, 5.061
"2013/08/01 13:05:00", 80.171, 5.103
"2013/08/01 13:11:00", 81.759, 5.189
"2013/08/01 13:12:00", 81.004, 5.123
"2013/08/01 13:14:00", 81.579, 5.175
"2013/08/01 13:15:00", 82.108, 5.193
"2013/08/01 13:17:00", 81.456, 5.168
"2013/08/01 13:18:00", 81.510, 5.160
"2013/08/01 13:23:00", 81.969, 5.197
"2013/08/01 13:26:00", 82.383, 5.221
"2013/08/01 13:29:00", 83.001, 5.262
"2013/08/01 13:30:00", 82.910, 5.239
"2013/08/01 13:32:00", 83.063, 5.267
"2013/08/01 13:33:00", 83.132, 5.255
"2013/08/01 13:35:00", 82.601, 5.238
"2013/08/01 13:36:00", 82.911, 5.240
"2013/08/01 13:38:00", 82.368, 5.222
"2013/08/01 13:39:00", 82.478, 5.201
"2013/08/01 13:40:00", 82.495, 5.190
"2013/08/01 13:41:00", 82.400, 5.211
"2013/08/01 13:44:00", 82.317, 5.220
"2013/08/01 13:45:00", 82.200, 5.192
"2013/08/01 13:47:00", 80.898, 5.124
"2013/08/01 13:48:00", 81.132, 5.126
"2013/08/01 13:50:00", 79.342, 5.022
"2013/08/01 13:51:00", 78.915, 4.983
"2013/08/01 13:56:00", 78.553, 4.977
"2013/08/01 13:57:00", 78.887, 4.993
"2013/08/01 13:59:00", 79.550, 5.036
"2013/08/01 14:00:00", 79.669, 5.030
"2013/08/01 14:02:00", 82.998, 5.271
"2013/08/01 14:05:00", 83.464, 5.299
"2013/08/01 14:06:00", 83.689, 5.277
"2013/08/01 14:07:00", 82.906, 5.215
"2013/08/01 14:08:00", 83.979, 5.304
"2013/08/01 14:09:00", 83.671, 5.268
"2013/08/01 14:11:00", 84.173, 5.331
"2013/08/01 14:12:00", 83.979, 5.301
"2013/08/01 14:14:00", 83.504, 5.289
"2013/08/01 14:15:00", 83.158, 5.246
"2013/08/01 14:17:00", 83.645, 5.292
"2013/08/01 14:18:00", 83.534, 5.267
"2013/08/01 14:23:00", 77.902, 4.923
"2013/08/01 14:24:00", 77.757, 4.906
"2013/08/01 14:26:00", 77.795, 4.948
"2013/08/01 14:27:00", 77.970, 4.943
"2013/08/01 14:29:00", 78.545, 4.974
"2013/08/01 14:30:00", 78.949, 4.994
"2013/08/01 14:32:00", 81.758, 5.172
"2013/08/01 14:33:00", 82.065, 5.182
"2013/08/01 14:35:00", 83.012, 5.238
"2013/08/01 14:36:00", 83.157, 5.236
"2013/08/01 14:38:00", 85.410, 5.387
"2013/08/01 14:39:00", 85.165, 5.344
"2013/08/01 14:40:00", 84.609, 5.303
"2013/08/01 14:41:00", 84.534, 5.340
"2013/08/01 14:42:00", 84.136, 5.291
"2013/08/01 14:44:00", 84.586, 5.349
"2013/08/01 14:45:00", 84.820, 5.347
"2013/08/01 14:47:00", 85.351, 5.399
"2013/08/01 14:48:00", 85.443, 5.385
"2013/08/01 14:50:00", 84.815, 5.365
"2013/08/01 14:51:00", 84.533, 5.327
"2013/08/01 14:53:00", 84.552, 5.351
"2013/08/01 14:54:00", 84.753, 5.343
"2013/08/01 14:56:00", 84.644, 5.358
"2013/08/01 14:57:00", 84.576, 5.336
"2013/08/01 14:59:00", 84.595, 5.357
"2013/08/01 15:00:00", 84.709, 5.345
"2013/08/01 15:02:00", 83.958, 5.329
"2013/08/01 15:05:00", 83.905, 5.313
"2013/08/01 15:06:00", 84.020, 5.298
"2013/08/01 15:08:00", 84.171, 5.330
"2013/08/01 15:09:00", 84.418, 5.328
"2013/08/01 15:11:00", 84.371, 5.345
"2013/08/01 15:12:00", 84.462, 5.332
"2013/08/01 15:14:00", 84.750, 5.378
"2013/08/01 15:15:00", 84.884, 5.366
"2013/08/01 15:17:00", 84.262, 5.345
"2013/08/01 15:18:00", 84.507, 5.342
"2013/08/01 15:23:00", 84.120, 5.332
"2013/08/01 15:24:00", 84.153, 5.312
"2013/08/01 15:26:00", 83.546, 5.294
"2013/08/01 15:27:00", 83.709, 5.285
"2013/08/01 15:29:00", 82.890, 5.254
"2013/08/01 15:30:00", 82.999, 5.239
"2013/08/01 15:32:00", 82.617, 5.237
"2013/08/01 15:33:00", 82.733, 5.222
"2013/08/01 15:35:00", 82.874, 5.255
"2013/08/01 15:38:00", 83.659, 5.301
"2013/08/01 15:39:00", 83.912, 5.282
"2013/08/01 15:40:00", 83.806, 5.264
"2013/08/01 15:41:00", 83.815, 5.288
"2013/08/01 15:42:00", 83.936, 5.281
"2013/08/01 15:44:00", 82.775, 5.246
"2013/08/01 15:45:00", 82.955, 5.239
"2013/08/01 15:47:00", 83.130, 5.270
"2013/08/01 15:48:00", 83.222, 5.254
"2013/08/01 15:50:00", 83.427, 5.288
"2013/08/01 15:51:00", 83.488, 5.269
"2013/08/01 15:53:00", 83.682, 5.306
"2013/08/01 15:56:00", 83.610, 5.301
"2013/08/01 15:57:00", 83.708, 5.286
"2013/08/01 15:59:00", 84.155, 5.336
"2013/08/01 16:00:00", 84.329, 5.324
"2013/08/01 16:02:00", 86.046, 5.465
"2013/08/01 16:03:00", 86.326, 5.455
"2013/08/01 16:05:00", 86.261, 5.465
"2013/08/01 16:06:00", 86.441, 5.452
"2013/08/01 16:08:00", 86.024, 5.457
"2013/08/01 16:09:00", 86.151, 5.437
"2013/08/01 16:11:00", 85.674, 5.426
"2013/08/01 16:14:00", 84.852, 5.374
"2013/08/01 16:15:00", 84.867, 5.351
"2013/08/01 16:17:00", 85.099, 5.387
"2013/08/01 16:18:00", 85.089, 5.364
"2013/08/01 16:23:00", 83.794, 5.311
"2013/08/01 16:24:00", 83.889, 5.294
"2013/08/01 16:29:00", 83.877, 5.308
"2013/08/01 16:32:00", 84.109, 5.315
"2013/08/01 16:33:00", 84.333, 5.314
"2013/08/01 16:35:00", 84.151, 5.320
"2013/08/01 16:36:00", 84.067, 5.295
"2013/08/01 16:38:00", 84.090, 5.312
"2013/08/01 16:39:00", 84.309, 5.299
"2013/08/01 16:40:00", 84.385, 5.295
"2013/08/01 16:41:00", 84.137, 5.303
"2013/08/01 16:42:00", 84.158, 5.290
"2013/08/01 16:44:00", 84.096, 5.312
"2013/08/01 16:45:00", 84.066, 5.295
"2013/08/01 16:47:00", 84.037, 5.309
"2013/08/01 16:50:00", 84.080, 5.308
"2013/08/01 16:51:00", 84.244, 5.304
"2013/08/01 16:53:00", 83.348, 5.263
"2013/08/01 16:56:00", 82.505, 5.207
"2013/08/01 16:57:00", 82.729, 5.207
"2013/08/01 16:59:00", 82.254, 5.193
"2013/08/01 17:00:00", 82.103, 5.170
"2013/08/01 17:02:00", 82.109, 5.203
"2013/08/01 17:03:00", 82.295, 5.201
"2013/08/01 17:05:00", 82.176, 5.187
"2013/08/01 17:06:00", 82.277, 5.185
"2013/08/01 17:08:00", 82.567, 5.217
"2013/08/01 17:09:00", 82.589, 5.206
"2013/08/01 17:11:00", 82.387, 5.198
"2013/08/01 17:14:00", 82.990, 5.242
"2013/08/01 17:15:00", 82.984, 5.225
"2013/08/01 17:17:00", 83.210, 5.254
"2013/08/01 17:18:00", 83.251, 5.241
"2013/08/01 17:23:00", 83.381, 5.262
"2013/08/01 17:24:00", 83.448, 5.250
"2013/08/01 17:26:00", 83.473, 5.263
"2013/08/01 17:27:00", 83.602, 5.255
"2013/08/01 17:29:00", 83.471, 5.264
