time[YYYY-MM-DD hh:mm:ss PST], cdom
"2013/10/01 00:47:55", 14.002
"2013/10/01 00:47:57", 13.916
"2013/10/01 00:47:59", 14.002
"2013/10/01 00:50:47", 14.174
"2013/10/01 00:50:49", 15.548
"2013/10/01 00:50:51", 14.517
"2013/10/01 00:50:52", 14.861
"2013/10/01 00:50:54", 14.689
"2013/10/01 00:50:56", 15.118
"2013/10/01 00:50:59", 14.603
"2013/10/01 00:51:00", 14.174
"2013/10/01 00:53:45", 14.689
"2013/10/01 00:53:47", 15.118
"2013/10/01 00:53:49", 14.259
"2013/10/01 00:53:51", 14.002
"2013/10/01 00:53:53", 14.259
"2013/10/01 00:53:55", 14.947
"2013/10/01 00:53:57", 13.572
"2013/10/01 00:53:59", 14.431
"2013/10/01 00:56:47", 14.088
"2013/10/01 00:56:49", 14.345
"2013/10/01 00:56:51", 14.861
"2013/10/01 00:56:53", 14.174
"2013/10/01 00:56:55", 14.002
"2013/10/01 00:56:57", 14.002
"2013/10/01 00:56:59", 14.775
"2013/10/01 00:59:47", 14.345
"2013/10/01 00:59:49", 14.689
"2013/10/01 00:59:51", 14.861
"2013/10/01 00:59:53", 14.174
"2013/10/01 00:59:55", 14.174
"2013/10/01 00:59:57", 14.517
"2013/10/01 00:59:59", 14.861
"2013/10/01 01:02:45", 14.947
"2013/10/01 01:02:47", 15.204
"2013/10/01 01:02:49", 15.806
"2013/10/01 01:02:51", 14.689
"2013/10/01 01:02:53", 14.603
"2013/10/01 01:02:55", 14.861
"2013/10/01 01:02:57", 14.517
"2013/10/01 01:02:59", 14.517
"2013/10/01 01:05:47", 15.548
"2013/10/01 01:05:49", 14.861
"2013/10/01 01:05:51", 14.861
"2013/10/01 01:05:53", 15.290
"2013/10/01 01:05:55", 15.033
"2013/10/01 01:05:57", 15.462
"2013/10/01 01:05:59", 15.977
"2013/10/01 01:08:47", 16.149
"2013/10/01 01:08:49", 15.634
"2013/10/01 01:08:51", 15.118
"2013/10/01 01:08:55", 15.634
"2013/10/01 01:08:57", 15.118
"2013/10/01 01:08:59", 15.720
"2013/10/01 01:11:47", 16.063
"2013/10/01 01:11:49", 16.235
"2013/10/01 01:11:51", 15.462
"2013/10/01 01:11:53", 15.462
"2013/10/01 01:11:55", 16.149
"2013/10/01 01:11:57", 15.290
"2013/10/01 01:11:59", 15.462
"2013/10/01 01:14:45", 16.321
"2013/10/01 01:14:47", 16.235
"2013/10/01 01:14:49", 16.321
"2013/10/01 01:14:51", 16.149
"2013/10/01 01:14:53", 16.665
"2013/10/01 01:14:55", 17.094
"2013/10/01 01:14:57", 16.493
"2013/10/01 01:14:59", 16.235
"2013/10/01 01:17:47", 15.376
"2013/10/01 01:17:49", 15.033
"2013/10/01 01:17:51", 15.033
"2013/10/01 01:17:53", 15.634
"2013/10/01 01:17:55", 15.376
"2013/10/01 01:17:57", 15.033
"2013/10/01 01:17:59", 15.204
"2013/10/01 01:23:45", 15.204
"2013/10/01 01:23:47", 15.977
"2013/10/01 01:23:49", 15.977
"2013/10/01 01:23:51", 15.204
"2013/10/01 01:23:53", 15.033
"2013/10/01 01:23:55", 15.290
"2013/10/01 01:23:57", 15.806
"2013/10/01 01:23:59", 14.947
"2013/10/01 01:26:47", 13.400
"2013/10/01 01:26:49", 12.971
"2013/10/01 01:26:51", 13.057
"2013/10/01 01:26:53", 13.486
"2013/10/01 01:26:55", 13.057
"2013/10/01 01:26:57", 12.971
"2013/10/01 01:26:59", 12.971
"2013/10/01 10:32:49", 9.621
"2013/10/01 10:32:51", 8.848
"2013/10/01 10:32:53", 9.105
"2013/10/01 10:32:55", 8.848
"2013/10/01 10:32:57", 9.535
"2013/10/01 10:32:59", 8.676
"2013/10/01 10:35:45", 9.191
"2013/10/01 10:35:47", 9.277
"2013/10/01 10:35:49", 9.363
"2013/10/01 10:35:51", 9.277
"2013/10/01 10:35:53", 9.707
"2013/10/01 10:35:55", 10.136
"2013/10/01 10:35:57", 9.105
"2013/10/01 10:35:59", 9.277
"2013/10/01 10:43:35", 10.222
"2013/10/01 10:43:36", 9.964
"2013/10/01 10:43:39", 9.964
"2013/10/01 10:43:41", 10.480
"2013/10/01 10:43:43", 9.964
"2013/10/01 10:43:45", 10.480
"2013/10/01 10:43:47", 10.738
"2013/10/01 10:43:48", 11.081
"2013/10/01 10:43:51", 10.823
"2013/10/01 10:43:52", 10.222
"2013/10/01 10:43:54", 9.964
"2013/10/01 10:43:56", 10.050
"2013/10/01 10:43:59", 9.449
"2013/10/01 10:44:01", 10.136
"2013/10/01 10:44:03", 9.964
"2013/10/01 10:44:04", 10.136
"2013/10/01 10:44:06", 10.823
"2013/10/01 10:44:08", 10.652
"2013/10/01 10:44:10", 9.879
"2013/10/01 10:44:12", 9.964
"2013/10/01 10:44:14", 9.964
"2013/10/01 10:44:16", 9.964
"2013/10/01 10:44:18", 10.222
"2013/10/01 10:44:20", 10.480
"2013/10/01 10:44:22", 10.308
"2013/10/01 10:44:24", 9.964
"2013/10/01 10:44:26", 9.535
"2013/10/01 10:44:28", 9.707
"2013/10/01 10:44:30", 10.308
"2013/10/01 10:44:32", 9.879
"2013/10/01 10:44:34", 10.136
"2013/10/01 10:44:36", 10.566
"2013/10/01 10:44:38", 10.738
"2013/10/01 10:44:40", 10.566
"2013/10/01 10:44:42", 9.793
"2013/10/01 10:44:44", 10.136
"2013/10/01 10:44:46", 10.394
"2013/10/01 10:44:48", 9.964
"2013/10/01 10:44:50", 10.050
"2013/10/01 10:44:52", 10.995
"2013/10/01 10:44:54", 10.652
"2013/10/01 10:44:56", 10.566
"2013/10/01 10:44:58", 10.308
"2013/10/01 10:45:00", 10.136
"2013/10/01 10:45:02", 10.652
"2013/10/01 10:45:04", 10.222
"2013/10/01 10:45:06", 10.308
"2013/10/01 10:45:08", 10.652
"2013/10/01 10:45:10", 10.136
"2013/10/01 10:45:12", 10.222
"2013/10/01 10:45:14", 10.566
"2013/10/01 10:45:16", 10.394
"2013/10/01 10:45:18", 9.964
"2013/10/01 10:45:21", 9.277
"2013/10/01 10:45:22", 9.535
"2013/10/01 10:45:25", 9.879
"2013/10/01 10:45:27", 10.222
"2013/10/01 10:45:29", 10.308
"2013/10/01 10:45:31", 9.621
"2013/10/01 10:45:33", 9.535
"2013/10/01 10:45:35", 9.621
"2013/10/01 10:45:37", 9.879
"2013/10/01 10:45:39", 10.222
"2013/10/01 10:45:41", 10.308
"2013/10/01 10:45:43", 10.652
"2013/10/01 10:45:45", 9.105
"2013/10/01 10:45:47", 9.621
"2013/10/01 10:45:49", 9.793
"2013/10/01 10:45:51", 9.879
"2013/10/01 10:45:53", 10.222
"2013/10/01 10:45:55", 10.480
"2013/10/01 10:45:57", 9.621
"2013/10/01 10:45:59", 10.480
"2013/10/01 10:46:01", 10.308
"2013/10/01 10:46:03", 10.308
"2013/10/01 10:46:05", 10.136
"2013/10/01 10:46:07", 10.308
"2013/10/01 10:46:09", 10.738
"2013/10/01 10:46:11", 10.909
"2013/10/01 10:46:13", 10.652
"2013/10/01 10:46:15", 10.823
"2013/10/01 10:46:17", 10.738
"2013/10/01 10:46:19", 10.566
"2013/10/01 10:46:21", 9.535
"2013/10/01 10:46:23", 9.449
"2013/10/01 10:46:25", 10.222
"2013/10/01 10:46:27", 10.738
"2013/10/01 10:46:29", 10.308
"2013/10/01 10:46:31", 9.621
"2013/10/01 10:46:33", 9.277
"2013/10/01 10:46:35", 9.793
"2013/10/01 10:46:37", 9.879
"2013/10/01 10:46:39", 9.793
"2013/10/01 10:46:41", 10.050
"2013/10/01 10:46:43", 10.652
"2013/10/01 10:46:45", 10.308
"2013/10/01 10:46:47", 9.277
"2013/10/01 10:46:49", 9.964
"2013/10/01 10:46:51", 10.308
"2013/10/01 10:46:53", 9.363
"2013/10/01 10:46:55", 9.964
"2013/10/01 10:46:57", 10.394
"2013/10/01 10:46:59", 9.535
"2013/10/01 10:47:01", 9.621
"2013/10/01 10:47:03", 9.964
"2013/10/01 10:47:05", 10.222
"2013/10/01 10:47:07", 10.050
"2013/10/01 10:47:09", 9.621
"2013/10/01 10:47:11", 9.277
"2013/10/01 10:47:13", 10.136
"2013/10/01 10:47:15", 10.050
"2013/10/01 10:47:17", 10.222
"2013/10/01 10:47:19", 10.136
"2013/10/01 10:47:21", 10.308
"2013/10/01 10:47:23", 9.449
"2013/10/01 10:47:25", 9.020
"2013/10/01 10:47:27", 9.449
"2013/10/01 10:47:29", 9.879
"2013/10/01 10:47:31", 10.136
"2013/10/01 10:47:33", 10.394
"2013/10/01 10:47:35", 9.707
"2013/10/01 10:47:37", 9.105
"2013/10/01 10:47:39", 9.535
"2013/10/01 10:47:41", 10.222
"2013/10/01 10:47:43", 9.707
"2013/10/01 10:47:45", 10.136
"2013/10/01 10:47:47", 9.363
"2013/10/01 10:47:49", 9.535
"2013/10/01 10:47:51", 10.050
"2013/10/01 10:47:53", 9.449
"2013/10/01 10:47:55", 9.535
"2013/10/01 10:47:57", 10.136
"2013/10/01 10:47:59", 9.449
"2013/10/01 10:48:01", 9.191
"2013/10/01 10:48:03", 9.449
"2013/10/01 10:48:05", 8.934
"2013/10/01 10:48:07", 9.535
"2013/10/01 10:56:43", 10.566
"2013/10/01 10:56:45", 10.480
"2013/10/01 10:56:47", 10.394
"2013/10/01 10:56:49", 10.308
"2013/10/01 10:56:51", 10.738
"2013/10/01 10:56:53", 11.081
"2013/10/01 10:56:55", 10.995
"2013/10/01 10:56:57", 10.995
"2013/10/01 10:56:59", 10.738
"2013/10/01 10:59:42", 10.995
"2013/10/01 10:59:44", 10.823
"2013/10/01 10:59:46", 11.081
"2013/10/01 10:59:48", 10.909
"2013/10/01 10:59:50", 10.738
"2013/10/01 10:59:52", 10.995
"2013/10/01 10:59:54", 11.167
"2013/10/01 10:59:56", 11.167
"2013/10/01 10:59:59", 10.823
"2013/10/01 11:00:00", 11.081
"2013/10/01 11:02:41", 10.394
"2013/10/01 11:02:43", 10.222
"2013/10/01 11:02:45", 9.707
"2013/10/01 11:02:47", 10.480
"2013/10/01 11:02:49", 10.394
"2013/10/01 11:02:51", 10.308
"2013/10/01 11:02:53", 10.394
"2013/10/01 11:02:55", 10.909
"2013/10/01 11:02:57", 10.738
"2013/10/01 11:02:59", 10.222
"2013/10/01 11:05:41", 11.597
"2013/10/01 11:05:43", 11.167
"2013/10/01 11:05:45", 11.081
"2013/10/01 11:05:47", 11.081
"2013/10/01 11:05:49", 10.909
"2013/10/01 11:05:51", 10.136
"2013/10/01 11:05:53", 9.449
"2013/10/01 11:05:55", 10.308
"2013/10/01 11:05:57", 10.652
"2013/10/01 11:05:59", 10.394
"2013/10/01 11:08:45", 11.253
"2013/10/01 11:08:47", 10.995
"2013/10/01 11:08:49", 10.652
"2013/10/01 11:08:51", 11.167
"2013/10/01 11:08:53", 10.823
"2013/10/01 11:08:55", 10.995
"2013/10/01 11:08:57", 11.339
"2013/10/01 11:08:59", 11.682
"2013/10/01 11:11:41", 11.768
"2013/10/01 11:11:43", 11.768
"2013/10/01 11:11:45", 11.682
"2013/10/01 11:11:47", 11.511
"2013/10/01 11:11:49", 12.112
"2013/10/01 11:11:51", 12.456
"2013/10/01 11:11:53", 11.682
"2013/10/01 11:11:55", 11.597
"2013/10/01 11:11:57", 11.425
"2013/10/01 11:11:59", 11.597
"2013/10/01 11:14:41", 11.768
"2013/10/01 11:14:43", 12.026
"2013/10/01 11:14:45", 11.940
"2013/10/01 11:14:47", 11.768
"2013/10/01 11:14:49", 11.768
"2013/10/01 11:14:51", 11.768
"2013/10/01 11:14:53", 11.425
"2013/10/01 11:14:55", 10.995
"2013/10/01 11:14:57", 10.995
"2013/10/01 11:14:58", 11.167
"2013/10/01 11:17:43", 10.823
"2013/10/01 11:17:45", 10.909
"2013/10/01 11:17:47", 11.081
"2013/10/01 11:17:49", 10.995
"2013/10/01 11:17:51", 10.909
"2013/10/01 11:17:53", 11.081
"2013/10/01 11:17:55", 10.823
"2013/10/01 11:17:57", 11.081
"2013/10/01 11:17:59", 11.253
"2013/10/01 11:23:41", 12.627
"2013/10/01 11:23:42", 12.713
"2013/10/01 11:23:45", 12.284
"2013/10/01 11:23:46", 11.511
"2013/10/01 11:23:48", 12.026
"2013/10/01 11:23:50", 11.339
"2013/10/01 11:23:53", 12.370
"2013/10/01 11:23:55", 12.026
"2013/10/01 11:23:57", 12.112
"2013/10/01 11:23:58", 12.370
"2013/10/01 11:26:43", 12.198
"2013/10/01 11:26:45", 12.799
"2013/10/01 11:26:47", 12.541
"2013/10/01 11:26:49", 12.284
"2013/10/01 11:26:51", 11.940
"2013/10/01 11:26:53", 11.940
"2013/10/01 11:26:55", 12.456
"2013/10/01 11:26:57", 12.284
"2013/10/01 11:26:59", 12.370
"2013/10/01 11:29:41", 12.284
"2013/10/01 11:29:43", 12.284
"2013/10/01 11:29:45", 12.112
"2013/10/01 11:29:47", 12.456
"2013/10/01 11:29:49", 12.456
"2013/10/01 11:29:51", 12.799
"2013/10/01 11:29:53", 11.940
"2013/10/01 11:29:55", 11.854
"2013/10/01 11:29:57", 12.541
"2013/10/01 11:29:59", 11.768
"2013/10/01 11:32:42", 12.370
"2013/10/01 11:32:44", 11.854
"2013/10/01 11:32:46", 12.284
"2013/10/01 11:32:48", 12.885
"2013/10/01 11:32:50", 11.940
"2013/10/01 11:32:52", 12.284
"2013/10/01 11:32:54", 12.112
"2013/10/01 11:32:56", 12.541
"2013/10/01 11:32:58", 12.370
"2013/10/01 11:33:00", 13.057
"2013/10/01 11:35:43", 12.627
"2013/10/01 11:35:45", 12.370
"2013/10/01 11:35:47", 12.112
"2013/10/01 11:35:49", 12.026
"2013/10/01 11:35:51", 12.112
"2013/10/01 11:35:53", 12.198
"2013/10/01 11:35:55", 12.456
"2013/10/01 11:35:57", 11.854
"2013/10/01 11:35:59", 12.026
"2013/10/01 11:38:41", 12.198
"2013/10/01 11:38:43", 13.057
"2013/10/01 11:38:45", 13.057
"2013/10/01 11:38:47", 12.198
"2013/10/01 11:38:49", 11.940
"2013/10/01 11:38:51", 12.456
"2013/10/01 11:38:53", 12.026
"2013/10/01 11:38:55", 12.198
"2013/10/01 11:38:57", 12.370
"2013/10/01 11:38:59", 12.370
"2013/10/01 11:39:01", 12.799
"2013/10/01 11:39:03", 11.940
"2013/10/01 11:39:05", 12.627
"2013/10/01 11:39:07", 11.940
"2013/10/01 11:39:09", 12.370
"2013/10/01 11:39:11", 12.284
"2013/10/01 11:39:13", 12.885
"2013/10/01 11:39:15", 11.682
"2013/10/01 11:39:17", 11.940
"2013/10/01 11:39:19", 12.456
"2013/10/01 11:39:21", 11.940
"2013/10/01 11:39:23", 12.713
"2013/10/01 11:39:25", 12.627
"2013/10/01 11:39:27", 12.112
"2013/10/01 11:39:29", 11.597
"2013/10/01 11:39:31", 12.541
"2013/10/01 11:39:33", 12.026
"2013/10/01 11:39:35", 12.284
"2013/10/01 11:39:37", 12.370
"2013/10/01 11:39:39", 12.713
"2013/10/01 11:39:41", 11.940
"2013/10/01 11:39:43", 12.627
"2013/10/01 11:39:45", 12.026
"2013/10/01 11:39:47", 12.370
"2013/10/01 11:39:49", 12.370
"2013/10/01 11:39:51", 12.284
"2013/10/01 11:39:53", 13.057
"2013/10/01 11:39:55", 11.768
"2013/10/01 11:39:56", 11.940
"2013/10/01 11:39:59", 12.198
"2013/10/01 11:40:00", 12.112
"2013/10/01 11:41:43", 11.768
"2013/10/01 11:41:45", 12.026
"2013/10/01 11:41:47", 12.026
"2013/10/01 11:41:49", 12.370
"2013/10/01 11:41:51", 12.541
"2013/10/01 11:41:53", 12.885
"2013/10/01 11:41:55", 11.768
"2013/10/01 11:41:57", 11.940
"2013/10/01 11:41:59", 12.370
"2013/10/01 11:44:43", 12.456
"2013/10/01 11:44:45", 11.940
"2013/10/01 11:44:47", 12.284
"2013/10/01 11:44:49", 12.456
"2013/10/01 11:44:51", 13.057
"2013/10/01 11:44:53", 12.198
"2013/10/01 11:44:55", 12.627
"2013/10/01 11:44:57", 12.284
"2013/10/01 11:44:59", 12.198
"2013/10/01 11:47:41", 12.541
"2013/10/01 11:47:43", 12.971
"2013/10/01 11:47:45", 12.284
"2013/10/01 11:47:47", 12.370
"2013/10/01 11:47:49", 12.026
"2013/10/01 11:47:51", 12.284
"2013/10/01 11:47:53", 12.198
"2013/10/01 11:47:55", 12.284
"2013/10/01 11:47:57", 13.229
"2013/10/01 11:47:59", 12.026
"2013/10/01 11:50:42", 13.057
"2013/10/01 11:50:44", 11.940
"2013/10/01 11:50:46", 12.026
"2013/10/01 11:50:48", 11.854
"2013/10/01 11:50:50", 12.541
"2013/10/01 11:50:52", 11.940
"2013/10/01 11:50:55", 12.284
"2013/10/01 11:50:56", 12.198
"2013/10/01 11:50:58", 12.370
"2013/10/01 11:51:00", 13.057
"2013/10/01 11:53:41", 12.284
"2013/10/01 11:53:43", 12.026
"2013/10/01 11:53:45", 12.456
"2013/10/01 11:53:47", 12.885
"2013/10/01 11:53:49", 12.198
"2013/10/01 11:53:51", 11.854
"2013/10/01 11:53:53", 12.456
"2013/10/01 11:53:55", 12.112
"2013/10/01 11:53:57", 12.370
"2013/10/01 11:53:59", 12.541
"2013/10/01 11:56:41", 12.370
"2013/10/01 11:56:43", 12.370
"2013/10/01 11:56:45", 12.456
"2013/10/01 11:56:47", 12.627
"2013/10/01 11:56:49", 11.682
"2013/10/01 11:56:51", 12.026
"2013/10/01 11:56:53", 11.940
"2013/10/01 11:56:55", 12.370
"2013/10/01 11:56:57", 12.370
"2013/10/01 11:56:59", 12.456
"2013/10/01 11:59:41", 12.026
"2013/10/01 11:59:42", 12.456
"2013/10/01 11:59:45", 12.026
"2013/10/01 11:59:46", 12.370
"2013/10/01 11:59:48", 12.370
"2013/10/01 11:59:50", 12.971
"2013/10/01 11:59:52", 12.456
"2013/10/01 11:59:54", 11.768
"2013/10/01 11:59:56", 12.198
"2013/10/01 11:59:58", 12.112
"2013/10/01 12:00:00", 12.198
"2013/10/01 12:02:43", 12.541
"2013/10/01 12:02:45", 12.198
"2013/10/01 12:02:47", 12.456
"2013/10/01 12:02:49", 12.713
"2013/10/01 12:02:51", 12.885
"2013/10/01 12:02:53", 12.112
"2013/10/01 12:02:55", 12.112
"2013/10/01 12:02:57", 12.370
"2013/10/01 12:02:59", 12.370
"2013/10/01 12:05:41", 13.143
"2013/10/01 12:05:43", 12.541
"2013/10/01 12:05:45", 12.456
"2013/10/01 12:05:47", 12.885
"2013/10/01 12:05:49", 12.541
"2013/10/01 12:05:51", 12.885
"2013/10/01 12:05:53", 13.057
"2013/10/01 12:05:55", 12.541
"2013/10/01 12:05:57", 11.940
"2013/10/01 12:05:59", 12.456
"2013/10/01 12:08:43", 12.799
"2013/10/01 12:08:45", 12.713
"2013/10/01 12:08:47", 13.486
"2013/10/01 12:08:49", 12.627
"2013/10/01 12:08:51", 12.370
"2013/10/01 12:08:53", 12.799
"2013/10/01 12:08:55", 12.713
"2013/10/01 12:08:57", 13.315
"2013/10/01 12:08:59", 12.284
"2013/10/01 12:11:39", 12.971
"2013/10/01 12:11:41", 12.713
"2013/10/01 12:11:43", 12.885
"2013/10/01 12:11:45", 12.885
"2013/10/01 12:11:47", 12.971
"2013/10/01 12:11:49", 13.486
"2013/10/01 12:11:51", 13.744
"2013/10/01 12:11:53", 13.057
"2013/10/01 12:11:55", 12.713
"2013/10/01 12:11:57", 12.885
"2013/10/01 12:11:59", 13.572
"2013/10/01 12:14:43", 13.057
"2013/10/01 12:14:44", 13.486
"2013/10/01 12:14:47", 13.744
"2013/10/01 12:14:49", 13.830
"2013/10/01 12:14:51", 12.885
"2013/10/01 12:14:53", 12.799
"2013/10/01 12:14:55", 13.143
"2013/10/01 12:14:57", 13.057
"2013/10/01 12:14:59", 13.400
"2013/10/01 12:15:01", 13.400
"2013/10/01 12:15:03", 13.916
"2013/10/01 12:15:05", 12.885
"2013/10/01 12:15:07", 12.971
"2013/10/01 12:15:09", 13.315
"2013/10/01 12:15:11", 13.486
"2013/10/01 12:15:13", 13.572
"2013/10/01 12:15:15", 12.541
"2013/10/01 12:15:17", 12.713
"2013/10/01 12:15:19", 12.885
"2013/10/01 12:15:21", 12.971
"2013/10/01 12:15:23", 13.400
"2013/10/01 12:15:25", 13.143
"2013/10/01 12:15:27", 12.885
"2013/10/01 12:15:29", 13.315
"2013/10/01 12:15:31", 13.143
"2013/10/01 12:15:33", 13.057
"2013/10/01 12:15:35", 13.486
"2013/10/01 12:15:37", 13.486
"2013/10/01 12:15:39", 12.713
"2013/10/01 12:15:41", 12.971
"2013/10/01 12:15:43", 13.315
"2013/10/01 12:15:45", 12.456
"2013/10/01 12:15:47", 13.486
"2013/10/01 12:15:49", 13.744
"2013/10/01 12:15:51", 12.713
"2013/10/01 12:15:53", 13.400
"2013/10/01 12:15:55", 12.627
"2013/10/01 12:15:57", 12.799
"2013/10/01 12:15:59", 13.229
"2013/10/01 12:17:39", 13.486
"2013/10/01 12:17:41", 13.658
"2013/10/01 12:17:43", 14.002
"2013/10/01 12:17:45", 13.057
"2013/10/01 12:17:47", 12.885
"2013/10/01 12:17:49", 13.572
"2013/10/01 12:17:51", 13.658
"2013/10/01 12:17:53", 14.002
"2013/10/01 12:17:55", 13.400
"2013/10/01 12:17:57", 13.315
"2013/10/01 12:17:59", 13.486
"2013/10/01 12:23:43", 14.174
"2013/10/01 12:23:45", 13.572
"2013/10/01 12:23:47", 14.517
"2013/10/01 12:23:49", 14.174
"2013/10/01 12:23:51", 14.603
"2013/10/01 12:23:53", 14.689
"2013/10/01 12:23:55", 14.345
"2013/10/01 12:23:57", 14.002
"2013/10/01 12:23:59", 14.517
"2013/10/01 12:26:41", 14.431
"2013/10/01 12:26:43", 13.143
"2013/10/01 12:26:45", 13.229
"2013/10/01 12:26:47", 13.400
"2013/10/01 12:26:49", 13.486
"2013/10/01 12:26:51", 13.916
"2013/10/01 12:26:53", 14.174
"2013/10/01 12:26:55", 13.315
"2013/10/01 12:26:57", 13.400
"2013/10/01 12:26:59", 12.971
"2013/10/01 12:29:43", 13.315
"2013/10/01 12:29:45", 13.744
"2013/10/01 12:29:47", 13.744
"2013/10/01 12:29:49", 14.002
"2013/10/01 12:29:51", 13.744
"2013/10/01 12:29:53", 13.229
"2013/10/01 12:29:55", 13.916
"2013/10/01 12:29:57", 13.143
"2013/10/01 12:29:59", 13.486
"2013/10/01 12:32:41", 13.744
"2013/10/01 12:32:43", 13.572
"2013/10/01 12:32:45", 14.259
"2013/10/01 12:32:47", 13.486
"2013/10/01 12:32:49", 13.229
"2013/10/01 12:32:51", 13.830
"2013/10/01 12:32:53", 13.315
"2013/10/01 12:32:55", 14.517
"2013/10/01 12:32:57", 13.572
"2013/10/01 12:32:59", 13.658
"2013/10/01 12:35:41", 13.572
"2013/10/01 12:35:43", 13.744
"2013/10/01 12:35:45", 13.658
"2013/10/01 12:35:47", 14.431
"2013/10/01 12:35:49", 13.658
"2013/10/01 12:35:51", 13.830
"2013/10/01 12:35:52", 13.229
"2013/10/01 12:35:55", 13.658
"2013/10/01 12:35:56", 14.174
"2013/10/01 12:35:59", 13.572
"2013/10/01 12:38:43", 13.572
"2013/10/01 12:38:45", 14.174
"2013/10/01 12:38:47", 13.315
"2013/10/01 12:38:49", 13.315
"2013/10/01 12:38:51", 13.572
"2013/10/01 12:38:53", 13.744
"2013/10/01 12:38:55", 14.088
"2013/10/01 12:38:57", 13.315
"2013/10/01 12:38:59", 13.315
"2013/10/01 12:39:01", 13.400
"2013/10/01 12:39:03", 13.229
"2013/10/01 12:39:05", 13.658
"2013/10/01 12:39:07", 13.400
"2013/10/01 12:39:09", 12.971
"2013/10/01 12:39:11", 12.971
"2013/10/01 12:39:13", 13.315
"2013/10/01 12:39:15", 13.486
"2013/10/01 12:39:17", 13.658
"2013/10/01 12:39:19", 13.315
"2013/10/01 12:39:21", 12.885
"2013/10/01 12:39:23", 12.713
"2013/10/01 12:39:25", 13.572
"2013/10/01 12:39:27", 13.229
"2013/10/01 12:39:29", 13.486
"2013/10/01 12:39:31", 13.830
"2013/10/01 12:39:33", 12.971
"2013/10/01 12:39:35", 12.885
